ID,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr13:49451553-49451909,3,5,2,3,2,8,5,3,4,4,4,7,5,14,4,2,8,4,5,7,9,4,4,0,7,5,4,3,7,2,4,3,0,2,2,0,0,5,0,2,3,0,0,0,2,0,2,2,4,3,5,3,5,4,0,4,0,4,3,0
chr12:40028301-40048210,3,0,0,0,0,8,0,3,5,8,3,5,3,3,0,0,0,0,0,0,2,2,2,0,3,5,0,5,3,0,4,2,0,2,9,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
chr20:51674153-51690819,4,3,4,0,4,5,6,4,2,2,9,7,8,3,0,3,0,0,7,3,0,4,3,0,8,4,5,4,3,4,5,0,10,8,11,23,3,14,2,3,5,13,0,3,10,4,8,2,12,0,3,0,3,0,9,4,5,7,15,4
chr15:50586392-50592626,2,3,2,3,3,4,2,0,2,3,5,0,3,8,0,5,3,0,0,0,2,0,3,2,5,4,3,0,3,2,2,2,0,2,0,0,0,0,0,0,2,3,0,5,0,0,2,3,0,0,0,0,2,0,0,0,0,4,2,3
chr5:58988493-58993465,4,0,2,2,4,7,4,4,5,2,2,4,6,4,0,4,3,3,3,2,0,5,2,4,6,0,4,0,4,0,0,2,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,4
chr5:140440119-140449305,3,2,4,2,0,2,9,0,0,2,3,3,2,2,3,4,3,0,2,4,3,0,9,2,0,3,2,4,4,2,2,5,0,3,5,0,0,0,3,2,3,3,4,2,0,2,5,0,2,0,2,2,3,2,5,3,2,5,0,0
chr3:111112030-111126335,2,2,2,2,4,3,3,2,3,2,6,6,0,0,0,2,3,0,3,0,0,4,3,2,2,2,3,2,0,2,3,0,0,3,2,0,3,0,0,0,0,2,0,2,0,0,6,0,2,2,0,0,0,0,0,0,0,2,3,0
chr11:34071726-34076642,5,5,7,6,3,4,5,3,5,5,5,5,3,9,5,3,3,3,4,0,3,5,10,4,6,4,8,4,0,2,7,3,2,3,4,4,4,4,2,5,3,10,3,4,4,0,8,4,3,3,0,2,7,0,2,3,2,7,4,3
chr12:94169153-94186473,12,11,11,8,10,19,15,7,17,11,30,18,17,30,12,6,14,8,12,11,13,9,18,5,14,25,17,9,5,5,2,6,13,4,5,9,0,5,6,0,2,2,3,6,4,2,3,6,5,3,2,0,5,5,0,11,0,4,6,6
chr1:65913245-65918835,0,4,4,8,2,2,14,3,0,8,2,2,6,7,0,5,0,2,0,3,2,0,3,0,7,0,4,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,3,5,4
chr6:138943513-138944622,39,30,29,23,19,33,42,29,35,39,60,25,36,59,26,28,27,34,27,14,22,22,46,14,30,33,46,28,27,27,11,15,20,2,17,23,3,8,18,11,18,7,15,13,12,8,13,16,17,15,3,20,17,7,7,11,7,18,7,19
chr18:47865059-47896809,5,9,3,6,5,9,8,3,0,9,7,11,3,16,8,7,9,3,11,2,6,2,6,2,6,7,8,9,11,6,9,10,0,3,10,8,7,0,2,0,3,2,5,12,4,7,4,17,5,10,0,8,2,3,3,7,0,5,10,15
chr16:48347507-48348290,0,5,2,2,0,8,3,6,3,4,11,0,2,3,6,5,6,3,5,0,6,4,6,2,3,0,8,4,6,4,2,5,5,2,9,3,0,0,5,3,6,4,5,5,6,0,4,2,0,2,0,0,5,0,4,4,0,6,5,0
chr1:42265115-42311110,6,9,4,6,0,5,9,7,4,8,13,7,11,6,5,4,3,3,5,3,9,6,6,5,9,5,7,4,6,6,4,0,2,3,6,2,0,0,5,0,0,6,3,14,3,4,0,2,3,2,4,4,5,0,5,0,5,9,11,3
chr9:33971651-33973237,7,5,4,6,7,4,10,4,7,7,12,9,4,11,3,3,5,4,2,3,5,8,8,6,11,5,3,5,4,5,9,4,7,6,3,9,0,3,6,5,7,14,4,4,0,5,10,10,5,4,3,8,5,3,12,0,14,0,5,7
chr1:20757166-20773610,2,15,10,7,6,12,11,7,9,5,18,10,11,17,8,6,8,11,5,11,9,8,11,6,16,8,8,8,8,9,6,7,5,7,6,6,0,0,4,0,9,4,7,11,2,3,7,7,8,4,3,7,3,4,2,6,3,13,3,7
chr12:109139397-109140058,4,4,0,3,5,6,10,7,6,3,9,2,4,4,0,5,4,2,3,2,2,3,3,5,6,4,3,3,6,5,3,0,2,0,2,0,0,2,0,0,0,0,0,0,5,0,0,0,0,3,3,3,0,0,0,3,0,4,3,3
chr9:75016268-75017448,3,0,4,0,0,3,2,3,4,4,6,5,5,10,3,2,2,0,7,2,8,6,6,0,5,4,2,2,4,4,0,2,0,2,8,5,0,0,3,2,2,3,3,3,0,0,3,4,4,0,0,5,0,0,2,3,5,5,0,8
chr9:83677727-83686155,4,2,5,0,0,4,2,2,0,4,3,3,2,3,3,0,0,0,4,3,0,0,3,3,3,4,2,2,5,6,4,0,0,4,8,2,0,0,0,0,4,0,2,5,2,4,5,2,0,2,4,5,3,0,4,4,2,0,6,4
chr10:32543300-32584304,3,0,5,4,5,13,8,2,12,3,10,7,2,11,0,2,0,2,8,2,8,5,5,6,14,9,9,2,7,6,7,0,0,0,2,0,0,0,6,0,2,0,2,4,0,0,3,2,0,2,3,2,3,0,4,3,0,6,7,5
chr17:60633853-60648082,2,0,2,0,2,3,3,3,3,4,3,3,2,7,2,2,2,0,2,3,0,0,5,0,2,0,3,3,7,4,0,0,2,3,4,0,0,2,3,0,7,0,0,3,0,2,2,0,2,2,0,0,2,0,0,0,2,2,2,0
chr18:12999421-13042334,0,3,2,0,2,0,3,5,0,7,2,0,5,9,0,0,2,4,2,5,2,0,6,4,5,4,4,3,0,0,5,2,2,7,2,0,0,3,0,2,2,0,0,6,2,0,4,0,4,2,2,3,3,0,0,0,2,4,2,3
chr4:25847294-25847864,4,4,4,6,7,4,4,3,4,7,4,2,5,12,0,2,4,3,6,4,4,0,8,0,8,6,8,7,0,4,2,7,0,6,4,0,0,5,5,6,2,6,4,2,4,0,0,0,4,4,2,0,10,4,0,2,3,0,6,3
chr9:110136127-110138539,0,3,2,5,3,0,0,0,0,4,2,4,2,2,2,2,5,4,0,4,4,0,3,0,4,6,0,5,3,2,3,0,0,2,3,5,0,4,7,2,3,4,0,2,0,2,3,0,2,2,0,0,6,0,0,5,2,3,0,4
chr4:30920153-30950215,3,0,0,2,0,4,4,4,6,0,5,0,2,0,3,0,0,0,4,0,3,2,2,2,3,0,3,2,7,5,3,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0
chr10:101939863-101957732,2,4,0,0,2,3,6,4,4,3,3,2,0,7,4,0,5,3,0,3,0,0,4,2,3,5,5,3,7,5,2,0,2,2,4,0,3,0,3,5,2,0,3,0,0,0,3,0,2,4,0,2,0,2,0,0,0,2,2,0
chr7:100023419-100024307,68,85,54,45,48,89,100,83,67,70,108,87,53,102,53,35,45,59,66,48,45,42,71,51,89,63,95,47,62,56,46,40,103,29,111,47,17,33,35,40,83,110,79,60,57,31,56,42,58,58,26,47,49,23,37,31,66,134,63,77
chr10:15833630-15847943,0,6,0,3,5,4,8,3,4,8,7,6,2,6,5,5,0,4,4,11,0,0,5,2,5,7,8,5,3,0,2,4,2,2,2,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,0,0,2,2,0,2,0,3,5,3
chr20:21365421-21368590,2,3,4,2,2,6,7,4,5,2,10,2,6,12,4,3,0,0,0,4,6,3,4,0,5,8,9,3,2,0,3,0,8,6,2,7,0,0,4,7,4,4,4,7,2,3,4,3,0,0,0,8,5,0,5,6,0,6,6,0
chr3:183643480-183672484,3,4,2,2,4,8,0,7,3,6,3,3,7,5,0,2,4,3,6,4,3,3,2,0,5,6,3,5,2,3,0,0,0,3,2,0,3,2,0,0,2,2,0,2,0,3,0,0,5,5,0,0,0,3,2,2,0,3,5,2
chr12:113267843-113269845,0,2,2,3,5,5,4,0,2,3,9,5,7,7,5,0,6,0,5,4,0,3,0,0,3,6,2,3,8,3,3,2,2,6,3,3,2,3,2,0,5,6,2,6,3,6,0,8,4,5,0,2,2,0,3,5,9,5,2,4
chr3:170359699-170361429,2,7,3,0,0,5,9,0,6,4,4,2,0,10,0,3,0,7,2,3,7,4,7,0,12,2,4,6,9,6,7,0,4,6,13,5,2,2,9,3,10,9,6,6,7,4,12,0,5,6,7,6,18,6,0,19,3,12,8,7
chr9:19356972-19358160,6,2,3,2,0,3,8,3,0,3,9,5,4,7,3,0,0,0,3,0,2,0,7,0,4,0,2,2,3,5,3,4,2,3,3,6,0,4,6,0,0,0,3,0,2,3,6,0,0,0,2,0,2,0,0,0,2,4,3,0
chr7:33146242-33177591,0,4,0,2,0,5,2,3,0,3,0,2,2,7,0,2,2,0,0,0,5,3,0,0,2,3,3,2,0,0,4,0,2,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,2
chr16:68121987-68123121,20,26,20,23,22,38,22,30,24,28,44,40,23,34,18,28,18,25,36,20,35,16,23,15,33,29,40,28,31,26,39,19,22,29,24,35,9,16,20,13,31,19,23,11,16,9,33,11,21,19,6,24,19,11,14,29,15,30,19,22
chr1:23030469-23050520,12,6,6,10,4,16,12,8,12,7,26,14,20,15,7,12,4,6,14,9,6,9,25,5,11,17,15,13,11,7,14,4,7,6,10,10,5,5,7,4,10,8,6,11,8,6,12,11,9,5,3,7,6,0,7,9,3,11,6,16
chr3:149895473-149921227,0,0,0,5,4,3,6,0,0,4,4,5,6,5,3,3,0,3,4,4,3,4,6,2,7,3,5,4,4,3,0,0,5,2,0,0,0,2,2,0,2,0,0,3,3,0,0,4,3,0,0,0,0,0,2,3,0,4,4,2
chr16:30479091-30479461,0,3,0,0,2,4,2,2,3,6,3,3,0,11,4,0,2,0,2,0,4,0,2,0,6,0,7,6,0,3,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0
chr12:111552280-111555919,13,10,8,6,6,11,12,8,10,18,15,9,12,16,12,14,6,4,8,6,10,6,5,5,17,10,14,14,18,10,10,5,8,4,5,6,7,4,13,7,17,9,5,9,2,4,11,12,12,6,2,9,6,6,14,2,5,8,8,8
chr19:18539371-18539720,6,5,4,2,5,14,5,8,5,11,10,14,4,4,5,2,6,3,8,6,4,11,6,0,8,8,12,2,4,3,8,5,3,0,3,0,0,5,4,0,4,10,3,3,3,4,7,4,8,7,3,2,3,4,7,5,6,8,3,3
chr2:8939821-8958642,2,0,3,3,3,2,5,2,3,3,4,0,4,6,3,3,5,0,3,2,4,2,2,0,4,2,0,3,4,0,2,2,0,2,0,5,0,0,0,5,0,0,2,0,0,2,0,3,2,0,2,4,0,7,0,2,0,5,2,10
chr3:56592970-56594028,15,6,10,12,13,7,12,12,13,15,15,13,14,11,8,9,11,8,11,6,16,0,17,6,19,4,14,9,19,10,2,2,7,4,6,2,4,7,12,9,11,7,6,6,5,9,12,5,8,11,5,0,6,4,8,6,0,6,10,14
chr2:20254863-20256170,7,7,0,3,0,4,0,0,2,3,5,7,3,3,2,5,2,3,5,3,3,0,0,0,0,3,6,6,0,3,0,0,2,3,2,0,0,3,4,4,3,3,2,0,2,2,2,2,4,0,2,0,0,3,2,0,0,5,0,3
chr19:14402597-14404562,3,0,3,3,3,2,0,0,0,0,2,0,3,0,2,2,2,2,4,2,0,4,3,0,0,7,2,0,0,2,4,4,5,2,3,3,0,0,0,2,0,4,0,0,2,0,0,0,2,4,0,0,2,2,2,13,0,3,3,0
chr2:172568741-172596023,3,8,4,3,6,0,3,4,9,0,8,5,4,5,6,4,8,4,6,5,5,0,10,2,7,4,4,13,2,4,4,0,3,0,0,2,0,3,4,0,2,0,0,0,3,0,0,0,2,0,2,0,5,4,0,3,0,2,2,4
chr2:120127688-120175004,0,8,7,5,5,8,11,10,6,3,12,6,16,8,0,5,2,2,7,4,0,3,6,5,7,7,9,4,2,8,9,4,0,6,15,3,4,7,5,11,15,0,9,21,8,4,10,2,11,0,2,6,6,2,7,5,2,5,7,13
chr9:19288596-19300331,0,6,4,2,5,5,2,3,4,3,2,4,4,6,4,0,2,0,2,3,3,3,8,0,5,5,5,3,2,9,3,0,0,0,0,6,0,0,2,2,2,2,0,6,0,3,0,0,0,2,0,0,2,4,0,2,0,2,0,2
chr2:173954873-173956232,0,4,2,5,3,0,0,3,4,3,3,6,4,9,5,3,2,0,2,0,3,2,4,5,5,2,2,6,0,0,0,2,2,6,5,6,3,3,2,0,3,4,2,4,0,3,5,2,2,0,0,0,3,2,0,5,0,0,6,3
chr18:62072673-62095950,4,7,0,0,3,5,3,0,7,2,4,3,6,7,3,3,2,0,3,3,0,4,2,0,9,3,4,4,2,0,0,0,2,8,0,2,0,2,2,0,0,0,2,0,0,0,0,2,0,2,0,3,0,0,0,0,0,2,0,0
chr18:9583117-9595153,0,5,3,6,9,13,7,7,6,8,9,6,7,11,5,0,3,5,8,9,7,3,9,5,5,13,13,8,13,9,4,0,4,10,3,7,5,3,8,5,0,5,6,6,0,0,2,3,4,3,0,3,4,4,5,4,0,6,7,10
chr1:35413972-35415714,0,4,2,5,3,6,7,3,3,6,8,6,3,6,4,3,4,5,7,3,5,2,7,5,8,8,2,2,3,4,3,3,6,0,4,0,0,0,4,0,0,0,0,0,0,4,0,2,2,0,0,3,4,2,0,3,0,2,2,0
chr16:18841565-18845651,0,0,6,0,2,7,11,5,2,2,5,0,0,8,3,5,3,2,0,10,4,2,6,3,6,0,0,7,5,0,2,3,0,4,4,3,0,4,4,5,4,5,3,6,2,2,2,0,3,4,3,7,5,0,6,4,2,6,3,3
chr7:24623666-24668660,3,7,4,4,5,14,8,4,6,7,7,14,4,8,11,0,2,3,6,3,6,2,5,0,9,11,15,4,9,3,8,17,38,29,12,11,4,8,2,18,10,11,3,26,8,3,18,13,13,3,5,3,8,2,17,9,7,11,6,13
chr8:101558419-101558812,7,3,7,0,3,7,11,9,3,5,9,5,4,3,6,5,2,7,8,7,5,6,5,7,5,0,5,5,5,0,12,2,6,5,7,5,0,3,0,0,6,8,8,13,2,6,6,2,9,9,7,5,4,5,7,7,3,13,4,5
chr13:41811225-41819386,3,0,5,3,3,0,3,0,0,4,8,0,3,7,2,0,3,4,4,5,0,0,3,6,4,5,3,4,2,0,0,0,5,7,8,3,3,3,6,0,6,2,3,2,2,2,3,0,5,0,0,0,0,3,7,0,0,3,0,4
chr6:145864388-145894977,3,7,3,6,4,4,3,3,10,3,5,5,6,6,2,4,0,2,3,0,3,5,2,3,5,2,6,2,0,8,3,2,2,0,0,0,0,0,2,0,2,0,0,4,4,0,0,3,2,0,0,3,0,5,4,5,5,3,3,4
chr1:45087881-45088237,8,0,2,0,0,7,3,7,0,0,6,4,0,6,0,2,5,0,5,3,3,0,4,3,0,2,5,2,0,4,0,3,2,0,4,2,2,2,3,0,0,4,2,2,0,0,0,0,0,0,2,2,0,4,0,0,2,2,4,0
chr11:13413530-13421838,3,13,10,2,4,7,12,6,11,5,12,14,5,11,5,8,7,2,7,5,5,4,4,3,10,15,12,10,11,9,5,4,2,2,10,8,0,0,11,5,0,5,5,8,5,9,4,4,3,5,5,2,6,0,6,3,2,6,9,2
chr1:42265115-42278784,4,7,4,0,4,12,5,6,8,7,4,6,14,3,3,2,7,4,8,0,3,3,6,3,4,6,5,0,4,5,3,0,3,2,7,4,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,2,4,2,5,0,0,6,0,0
chr22:45689712-45740538,0,0,3,4,2,3,0,0,2,4,0,2,0,9,3,0,0,0,0,5,3,2,7,0,4,4,2,2,3,2,4,0,2,0,3,3,0,0,0,3,0,0,2,2,0,0,0,3,2,4,0,3,4,0,2,0,0,4,5,3
chr19:11513056-11514221,3,0,5,0,4,8,6,3,0,2,8,4,8,5,3,0,0,0,2,0,2,2,3,4,8,2,4,0,2,6,2,2,3,3,0,3,2,0,2,2,6,0,0,10,2,0,0,0,3,0,0,2,0,0,0,4,0,6,0,0
chr1:30992390-31007102,0,5,0,2,2,7,5,0,8,3,4,6,3,6,4,3,0,6,4,4,4,5,5,0,3,3,2,3,3,5,2,0,0,6,4,8,0,3,7,4,5,2,8,8,6,0,7,0,0,4,4,3,0,2,7,0,3,4,2,3
chr8:668598-674047,5,11,0,3,9,14,3,9,7,9,20,12,6,27,6,6,0,2,13,4,8,0,8,3,4,6,14,10,6,0,0,0,4,0,3,6,0,4,10,3,5,0,2,24,0,2,3,5,4,0,0,3,0,0,0,6,0,2,3,0
chr7:130120749-130122202,14,5,4,6,6,9,8,7,3,10,16,17,5,9,3,9,4,4,8,4,5,5,11,0,11,16,11,8,6,7,5,3,8,0,7,4,2,4,4,4,7,6,2,2,2,5,4,2,0,3,2,5,2,2,3,6,4,6,7,0
chr5:154029489-154034967,2,3,3,6,4,10,6,0,4,4,6,6,5,8,3,6,2,4,3,6,4,6,11,2,8,9,4,6,7,0,3,0,5,5,4,2,0,0,8,3,2,2,2,5,0,0,3,4,4,0,2,2,4,2,3,2,2,8,0,3
chr9:125337018-125337591,11,14,7,18,13,22,24,16,20,14,25,12,15,20,11,9,12,5,15,6,16,13,13,13,13,13,11,7,4,15,16,4,15,9,16,16,5,16,13,6,13,15,8,5,15,4,17,5,5,12,13,4,13,4,12,7,9,24,9,7
chr3:141553857-141559995,2,3,0,0,4,4,2,4,3,4,3,3,2,3,2,2,5,3,7,0,0,0,3,0,3,3,5,3,0,2,0,3,0,0,0,6,0,3,0,0,0,2,0,0,0,0,3,0,2,0,0,3,0,0,2,3,0,4,5,2
chr14:80497469-80530886,2,0,2,0,2,8,6,2,3,2,10,5,0,9,0,2,2,0,4,3,3,3,6,0,7,6,8,8,4,5,2,4,2,3,3,7,0,3,5,3,3,5,0,3,2,0,2,0,3,4,0,3,4,0,4,2,5,0,2,6
chr6:3076764-3077935,8,7,6,6,8,7,5,7,14,7,17,13,6,14,6,0,11,4,6,5,9,8,16,6,14,12,5,13,10,5,9,3,6,3,0,5,5,2,7,0,4,3,3,3,3,3,0,3,4,2,2,0,2,0,7,7,0,7,2,5
chr14:21230319-21234229,24,36,20,13,26,33,28,31,23,30,32,33,23,56,23,23,17,15,21,8,12,18,36,16,38,28,28,20,23,17,10,7,10,16,19,21,21,5,16,21,14,6,8,23,5,20,24,13,20,8,5,22,18,13,9,11,8,16,10,21
chr18:49331864-49379758,3,3,2,6,0,9,5,2,2,4,4,0,2,5,2,4,3,0,0,4,3,2,2,0,3,0,0,0,3,0,2,3,0,0,0,0,2,3,0,4,4,0,0,4,0,0,5,0,0,2,2,2,0,2,0,0,0,2,0,4
chr2:196912882-196922186,2,0,4,0,2,3,3,2,0,3,4,0,2,6,4,3,4,0,0,0,0,2,3,3,2,4,2,0,0,3,0,2,0,3,3,3,3,2,3,0,0,4,4,2,0,0,6,2,0,0,3,3,0,0,2,0,0,39,4,3
chr5:10415488-10417404,10,6,2,3,7,9,7,5,10,10,12,10,3,21,6,5,5,4,15,8,9,13,9,6,16,8,10,4,8,9,7,0,7,6,6,4,0,4,11,3,6,9,3,5,8,4,5,0,2,5,3,4,11,4,2,6,2,9,4,4
chr9:137811461-137818138,0,0,3,0,3,0,0,4,7,3,7,5,3,4,5,0,6,2,5,0,0,0,6,2,4,3,0,4,0,0,2,2,0,8,4,2,3,4,0,2,4,4,4,9,3,6,3,2,4,0,3,3,10,3,5,3,5,3,3,3
chr6:130926605-130956499,27,9,15,10,15,42,27,25,39,26,50,28,23,50,15,14,17,12,26,9,14,11,22,9,35,26,38,14,35,18,17,3,4,0,9,7,3,6,7,5,8,8,2,7,3,2,2,2,3,2,4,2,0,3,0,3,4,6,2,2
chrX:101041317-101042312,2,3,4,4,6,3,2,5,6,6,13,3,4,5,7,6,2,0,5,0,7,0,7,3,3,3,6,7,5,6,0,0,0,0,3,3,0,5,4,0,2,0,0,5,0,0,0,0,4,6,0,4,3,0,2,2,2,0,3,4
chr6:16326394-16328470,34,40,26,40,55,58,51,43,45,33,55,53,40,56,28,22,33,35,37,45,41,23,58,30,47,44,55,64,49,32,24,16,15,12,60,33,19,13,27,15,20,28,10,16,29,5,7,11,26,32,5,26,20,9,27,32,11,6,23,33
chr6:161034259-161049979,4,0,2,7,0,5,0,4,0,2,5,5,4,3,2,0,6,0,3,5,2,3,0,4,4,4,3,2,6,0,6,4,3,9,2,0,2,3,4,2,5,4,5,10,5,3,5,4,2,0,0,6,4,4,4,4,0,2,3,2
chr9:5968019-5988545,3,0,4,3,3,5,7,5,2,4,8,9,7,16,3,4,4,2,5,5,4,5,3,4,6,2,10,0,15,4,8,0,0,2,4,4,0,3,0,0,2,5,3,2,2,2,6,2,3,0,0,3,0,0,4,5,0,2,5,4
chr11:3731391-3753408,2,3,4,4,5,9,6,5,3,2,10,6,3,6,2,0,0,3,0,2,5,0,5,5,4,0,4,0,0,2,2,0,0,2,0,3,0,2,2,0,3,0,5,3,0,5,0,3,4,0,0,2,2,0,5,2,0,4,2,2
chr1:151427823-151442205,4,7,2,0,3,3,4,4,5,4,7,0,3,4,3,0,5,0,2,2,0,0,10,3,3,2,5,0,6,2,5,2,2,0,2,2,0,3,0,0,2,5,3,0,0,2,0,0,0,0,0,0,0,2,0,0,4,4,2,6
chr8:73673107-73688813,11,6,5,4,6,17,11,9,6,12,14,18,11,19,8,2,5,6,13,6,5,6,10,11,18,12,14,6,4,3,5,2,11,10,13,10,3,5,6,8,10,7,10,12,5,4,2,8,7,6,4,5,4,4,4,5,2,12,16,10
chr10:100923975-100926019,0,3,4,3,2,7,2,3,4,6,7,2,3,4,0,0,0,2,5,0,0,2,4,2,6,4,3,6,4,3,2,0,3,3,0,4,0,0,4,2,4,0,2,0,0,0,4,0,2,0,0,6,0,0,3,0,0,9,0,5
chr3:170171373-170178938,7,2,2,6,3,3,6,8,0,0,9,5,2,3,4,4,3,6,0,0,0,0,4,4,5,8,7,10,4,4,3,3,0,0,6,0,2,8,4,0,5,2,2,0,0,2,3,3,5,4,0,3,0,0,2,3,0,6,2,6
chr7:30621393-30622462,3,2,0,0,0,5,2,0,2,4,5,2,4,4,0,4,3,2,2,2,0,3,4,0,4,3,5,0,3,2,3,0,6,2,4,0,0,0,3,2,0,4,0,3,0,0,0,3,0,0,3,2,2,2,2,2,3,0,0,2
chr12:26996742-26999676,0,3,0,4,2,5,3,2,2,3,8,2,2,2,3,0,3,0,3,0,0,0,2,0,3,2,3,0,4,2,0,0,0,0,0,4,0,0,3,0,2,0,0,4,2,0,3,2,2,0,0,0,2,0,2,0,0,5,2,4
chr3:71690010-71710484,0,3,0,3,4,3,2,7,6,0,10,3,6,8,0,0,0,3,3,2,2,3,3,0,2,3,4,4,2,3,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0
chr10:101667886-101676436,16,12,12,8,13,11,17,16,27,11,24,10,21,13,14,16,13,9,8,9,11,13,14,11,14,6,17,17,7,11,9,3,6,15,6,8,4,8,20,5,14,12,13,24,14,6,9,9,12,7,6,3,9,3,8,11,11,27,5,9
chr4:107682015-107694006,0,3,0,3,2,0,0,0,2,3,4,2,3,0,3,3,2,0,3,3,2,4,3,0,3,0,2,0,0,0,0,3,0,0,0,5,0,2,0,4,0,3,0,3,0,0,0,0,2,4,2,0,4,0,2,2,0,3,3,3
chr7:77585543-77600806,5,5,0,4,7,9,9,2,8,7,6,7,5,8,0,2,4,3,8,4,4,3,7,0,9,4,12,6,3,5,3,5,5,0,6,7,0,4,8,0,6,7,5,10,4,4,10,5,3,4,4,0,0,2,0,6,5,6,11,5
chr4:9641071-9641450,41,28,34,16,25,34,29,28,31,11,26,45,41,40,40,14,31,19,38,22,22,13,34,9,50,75,60,36,32,12,9,18,55,10,32,14,2,14,34,17,16,60,33,11,40,5,27,12,21,29,0,22,9,12,32,22,38,33,5,18
chr2:32478635-32479617,0,2,0,2,0,2,0,2,4,5,4,4,3,4,0,0,3,0,2,5,2,2,0,0,0,0,2,3,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,2,0,0,0,4,0,3,3,0,4,0,2
chr1:12001401-12002103,3,2,2,0,2,0,0,0,4,5,0,4,3,4,4,0,4,2,3,0,0,0,5,0,5,2,9,4,2,2,0,0,2,0,3,0,0,0,3,4,3,2,3,2,2,2,0,4,4,3,0,0,0,0,2,8,2,11,5,0
chr19:17276495-17276909,5,5,7,4,4,11,10,4,7,9,9,14,7,10,4,3,5,4,8,8,4,8,8,5,6,6,8,7,5,5,6,7,5,0,3,3,2,0,4,0,4,8,0,5,6,3,5,5,5,7,5,3,5,2,7,2,5,8,3,6
chr1:119755427-119759989,3,2,10,0,3,3,3,0,0,2,10,0,9,2,3,0,2,3,4,6,2,0,6,5,0,5,4,0,3,7,3,0,2,2,0,3,0,4,0,0,5,0,2,0,0,0,0,2,3,0,6,0,0,2,2,0,7,0,4,3
chr3:197104903-197119530,3,5,3,3,5,5,3,5,10,4,8,8,4,5,4,4,3,3,0,6,4,3,8,5,3,4,4,2,7,5,10,4,4,15,6,6,5,7,5,4,9,14,3,10,7,8,15,4,2,2,6,0,9,2,11,3,5,4,2,3
chr3:196391813-196403019,47,27,27,26,41,55,74,46,49,65,72,72,45,86,23,40,40,36,45,24,30,39,52,22,48,60,69,50,51,32,46,9,35,18,30,33,20,28,39,27,40,27,13,37,18,8,30,20,30,35,3,27,19,12,32,46,26,25,44,22
chr12:46229153-46243314,12,38,23,30,25,52,40,19,25,33,44,41,32,56,17,29,21,12,33,23,21,27,44,33,42,23,47,24,34,23,25,20,19,20,57,24,12,9,23,13,22,27,6,24,15,18,18,15,27,18,0,20,32,8,15,12,11,38,22,34
chrX:37386599-37426000,6,2,0,0,2,3,4,2,2,0,6,0,0,0,2,0,2,0,5,0,2,0,0,0,6,3,8,0,0,5,0,2,3,0,2,3,0,2,5,0,0,0,2,0,0,2,0,2,4,0,0,0,2,0,6,0,0,0,0,0
chr2:175111568-175121540,0,0,3,2,0,0,0,2,0,2,7,0,4,0,2,3,4,0,3,4,2,4,5,0,3,0,0,3,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0
chr2:168138088-168140758,4,2,3,5,2,2,5,0,0,3,3,2,0,3,0,0,4,2,0,0,0,0,2,2,0,2,2,3,2,2,2,0,0,2,5,0,0,2,2,0,2,0,2,0,0,2,0,0,2,0,0,2,2,0,0,0,0,2,0,2
chr13:32517857-32527532,53,58,38,44,48,83,80,60,57,81,106,61,50,114,44,50,54,34,60,42,64,55,53,45,77,44,74,61,59,57,43,30,57,29,56,43,20,22,46,24,47,25,17,26,38,8,0,14,23,31,21,15,32,22,30,33,15,55,29,43
chr22:40881770-40882177,3,4,0,0,5,3,4,5,0,4,6,2,6,7,2,0,2,2,3,2,0,2,9,4,2,3,2,3,4,3,5,0,0,2,0,4,0,0,3,4,0,3,3,2,0,2,4,0,0,0,0,0,3,0,5,0,2,4,2,2
