ID,CircRNACount-1032245-P,CircRNACount-1039868-P,CircRNACount-1042353-P,CircRNACount-1042745-P,CircRNACount-1043773-P,CircRNACount-1045386-P,CircRNACount-1045549-P,CircRNACount-1046191-P,CircRNACount-1046287-P,CircRNACount-1046349-P,CircRNACount-1046499-P,CircRNACount-1047291-P,CircRNACount-1047831-P,CircRNACount-1047912-P,CircRNACount-1048720-P,CircRNACount-1049983-P,CircRNACount-1050700-P,CircRNACount-1051316-P,CircRNACount-1054390-P,CircRNACount-1056166-P,CircRNACount-272577-P,CircRNACount-451368-P,CircRNACount-477022-P,CircRNACount-515975-P,CircRNACount-522638-P,CircRNACount-548142-P,CircRNACount-649867-P,CircRNACount-685749-P,CircRNACount-843725-P,CircRNACount-99272-P
chr5:79439010-79457018,0,3,2,3,2,6,0,2,5,1,7,2,2,1,2,1,0,6,1,0,2,1,3,2,2,2,3,1,1,2
chr19:11722954-11725327,2,2,3,0,1,2,1,1,0,2,2,2,1,0,3,3,0,0,2,4,2,0,3,1,3,3,1,0,1,4
chr11:85996826-86031611,12,4,8,7,12,21,14,10,9,14,28,19,15,17,7,9,8,5,15,6,10,5,10,5,14,6,17,17,7,9
chr20:41092472-41101353,4,8,2,8,1,12,15,9,10,5,15,5,10,12,3,2,4,4,8,3,9,4,8,4,15,8,10,10,1,5
chr7:158788004-158799072,7,6,5,7,10,12,7,9,7,6,17,9,7,10,5,4,3,1,6,1,7,6,4,4,9,7,10,7,8,4
chr20:32366384-32369123,9,9,8,7,10,1,17,10,12,15,23,13,15,16,10,15,7,7,15,7,5,6,11,3,7,13,12,11,2,8
chr16:71658233-71679535,2,2,2,1,2,2,5,2,1,2,4,0,4,3,2,2,0,1,2,1,2,0,0,0,0,1,1,0,1,4
chr16:47497399-47515601,8,10,8,10,10,20,16,11,12,9,18,11,10,10,9,9,3,5,7,7,4,9,15,6,16,11,14,9,14,17
chr13:49451553-49451909,3,5,2,1,2,4,4,1,4,4,6,6,3,10,3,2,7,3,4,3,6,2,4,1,5,3,3,2,5,2
chr11:62527877-62528863,2,3,2,1,1,1,4,1,1,5,4,4,3,0,1,3,3,2,3,1,3,0,1,1,2,3,3,2,2,0
chr13:48077153-48090418,2,4,0,0,2,3,3,1,1,1,4,1,2,3,2,3,0,1,1,1,2,0,2,2,4,2,3,4,1,5
chr22:41342529-41343576,1,1,3,2,0,1,0,2,1,2,6,2,2,1,3,1,3,0,4,4,0,2,4,0,4,4,1,1,1,4
chr13:95757644-95763953,5,8,3,7,4,14,9,8,5,9,13,6,6,7,8,4,6,4,4,7,7,3,4,1,16,2,10,8,10,5
chr14:105587554-105707562,12,22,8,0,28,28,5,5,24,19,39,3,46,71,4,2,5,5,61,28,11,17,54,6,20,33,5,54,21,12
chr2:115309239-115343912,0,3,4,1,1,2,2,2,0,1,3,2,3,1,4,1,2,1,1,0,0,1,1,2,2,2,3,0,2,3
chr5:143054439-143057747,3,8,3,3,0,4,6,4,4,6,9,6,8,9,4,2,4,2,2,1,5,9,1,3,5,3,3,5,8,1
chr22:45700282-45740538,4,1,1,2,3,8,3,2,6,3,5,6,3,6,1,2,1,3,4,2,3,1,2,2,4,2,3,3,1,4
chr9:122280443-122291840,1,1,1,1,2,4,1,4,1,5,5,2,4,5,2,1,0,0,3,3,3,1,1,4,2,5,3,2,2,4
chr5:57246300-57247215,1,2,0,1,4,7,2,2,5,1,5,2,3,4,1,0,5,2,1,1,1,1,2,1,5,4,2,3,4,3
chr14:73147795-73148106,2,3,2,2,3,1,0,0,4,0,3,1,5,2,3,4,0,0,0,2,1,0,2,2,1,3,0,4,0,1
chr6:99439769-99465136,3,2,1,1,0,0,4,3,3,2,5,1,3,3,1,0,2,0,1,2,1,1,3,3,3,0,1,1,0,4
chr11:108176246-108177090,6,4,3,1,0,5,4,3,0,3,7,6,1,9,0,0,2,2,2,1,1,1,1,0,4,4,0,5,2,0
chr5:145796442-145826200,17,19,28,9,11,11,15,26,10,7,43,9,16,17,11,21,7,14,13,7,10,4,28,16,23,14,17,4,7,12
chr18:44949881-44953340,11,2,4,6,4,7,1,4,1,5,3,9,9,7,5,4,7,5,9,7,4,2,4,3,1,8,8,2,1,2
chr13:21167988-21168399,4,4,0,2,0,2,5,5,5,3,8,0,1,2,3,2,1,3,5,0,1,0,7,2,5,8,4,1,2,2
chr11:65499660-65499712,0,4,4,5,6,1,6,0,1,8,1,4,8,11,1,1,1,1,1,0,1,3,1,3,7,4,2,1,5,3
chr12:20427992-20428489,4,4,1,1,1,5,2,2,2,3,2,0,2,2,2,0,3,0,1,2,0,0,0,0,0,5,1,1,1,3
chr11:65499648-65499756,1,2,4,6,6,3,10,5,2,8,4,2,1,5,2,8,2,1,1,3,4,2,0,1,5,2,3,4,4,3
chrM:5601-5813,8,1,2,2,1,2,9,7,3,4,11,5,16,5,8,0,3,4,7,7,7,4,5,4,6,8,8,6,6,5
chr15:76287846-76292700,3,2,4,1,4,9,5,5,0,3,8,4,6,4,2,3,1,3,4,2,0,1,2,1,1,3,3,2,2,4
chr18:13681605-13682105,0,1,1,2,6,4,3,1,3,5,9,2,2,4,1,2,2,2,2,4,0,2,2,0,4,0,5,0,6,1
chr4:105424196-105456745,7,3,3,1,4,10,7,6,2,3,21,5,11,7,5,2,6,3,4,3,3,3,13,2,7,8,10,4,10,3
chr4:37631385-37638504,8,4,7,3,4,11,21,8,10,8,23,9,14,7,11,7,15,12,9,9,14,6,7,3,9,13,7,14,4,7
chr6:116698704-116705160,5,7,10,4,5,9,5,6,6,8,10,7,2,12,1,6,2,2,3,3,1,0,3,2,3,6,4,2,8,1
chr2:88857270-88857415,4,3,0,4,1,0,1,2,2,1,5,6,3,7,1,1,0,1,3,0,0,0,1,3,2,5,4,4,1,2
chr14:49586628-49586853,9,4,5,4,2,5,13,3,1,2,4,5,4,5,3,6,2,2,7,4,8,2,6,7,5,6,6,12,3,5
chr11:59658866-59659469,5,0,2,3,3,2,1,2,2,5,3,3,0,1,1,1,1,2,5,0,1,1,1,3,0,3,2,2,0,0
chr16:21962460-21976243,5,4,1,3,2,6,7,4,3,2,6,3,1,3,1,2,3,1,1,1,1,0,0,5,4,1,1,2,3,2
chr5:131677703-131709272,2,2,0,0,6,2,5,2,1,6,5,2,2,3,3,3,0,4,2,0,0,0,2,3,3,4,3,1,2,1
chr3:171188702-171194635,3,1,3,0,0,0,7,2,4,1,8,0,3,3,2,1,5,2,6,1,3,3,3,0,2,4,4,1,0,1
chr7:140776912-140808995,1,4,1,1,4,1,1,2,0,2,7,0,2,1,1,2,3,3,2,1,4,2,5,0,2,5,1,0,1,2
chr7:100993950-100998875,2,2,1,1,6,3,3,1,6,3,0,1,2,3,1,0,6,6,1,5,4,2,0,0,5,3,0,0,4,2
chr5:129104956-129107062,3,1,1,1,3,5,3,1,5,3,11,2,4,6,3,2,5,4,2,1,3,0,4,3,1,2,4,1,1,2
chr2:199380364-199433514,2,1,3,1,6,2,2,2,5,5,9,3,4,6,6,4,5,5,7,3,2,1,2,2,2,1,3,1,1,0
chr19:8455405-8463686,1,6,3,2,1,1,8,3,7,6,9,2,3,4,2,2,5,4,4,3,4,6,5,5,3,0,5,8,5,1
chr7:8003908-8071131,0,0,0,3,2,2,3,3,2,1,1,6,2,2,0,1,1,2,4,2,1,1,2,1,0,1,2,6,4,1
chr2:200856682-200856985,2,0,4,1,2,4,4,2,4,3,6,6,4,7,2,4,2,1,1,3,3,3,3,1,7,6,5,3,0,0
chrM:12421-12658,0,1,2,1,4,1,1,1,4,2,4,3,1,1,1,1,5,3,1,2,4,1,3,0,11,0,0,2,6,2
chr11:65501321-65501542,2,3,3,1,3,1,3,5,3,5,6,5,4,6,4,1,1,3,3,3,3,5,2,5,6,0,6,6,1,2
chr8:102360071-102361626,5,6,3,8,6,14,7,4,14,5,17,7,4,5,3,3,5,6,7,7,8,2,10,4,9,4,6,7,9,5
chr17:12054889-12095694,4,4,4,4,3,22,4,4,9,6,12,1,4,7,4,2,6,4,6,2,1,1,6,2,8,3,6,6,4,6
chr1:41070595-41075451,17,5,12,9,10,12,14,8,14,18,20,12,11,17,17,5,15,17,22,11,27,9,9,4,13,15,10,20,15,3
chr2:58221942-58232112,11,14,18,13,12,24,13,12,12,20,25,17,13,31,14,14,12,10,14,10,10,1,29,11,20,19,17,9,15,11
chr8:94664697-94665196,8,6,1,1,1,3,5,6,5,3,14,11,1,4,3,3,10,1,7,3,11,1,7,2,6,13,14,3,0,2
chr2:24564295-24593721,5,3,0,1,2,3,3,0,3,3,4,11,0,7,3,1,4,2,2,3,0,0,1,0,4,1,7,2,4,0
chr9:37126312-37147445,8,5,6,8,6,18,10,9,1,7,25,10,7,20,6,13,7,1,6,4,6,1,8,5,5,8,14,13,1,4
chr14:20343074-20343210,0,4,1,1,3,1,6,3,4,4,9,2,2,5,4,2,1,2,6,2,3,3,3,2,1,3,10,0,2,1
chr20:51674153-51690819,1,1,4,1,3,5,3,3,2,2,7,5,6,1,1,3,0,0,4,3,1,3,3,0,6,3,3,3,2,4
chr15:76292431-76295737,5,2,0,2,3,5,7,5,3,1,6,8,3,7,3,3,3,2,2,1,1,1,2,2,2,4,4,2,3,2
chr18:51054781-51067187,3,3,1,0,1,2,3,1,2,0,7,2,3,5,4,3,1,2,3,0,1,1,5,1,3,1,1,2,2,1
chrM:1678-9521,5,2,0,1,2,0,6,7,2,1,2,2,4,0,8,0,6,14,3,4,2,2,1,0,1,7,4,2,0,2
chr7:30550636-30574881,4,1,1,1,2,5,2,3,2,0,7,4,5,2,5,4,0,0,1,7,4,1,2,1,5,3,4,2,1,2
chr7:99493040-99494631,4,5,4,11,14,10,8,5,16,6,28,10,6,20,8,5,6,3,8,5,8,6,6,17,11,12,10,14,5,9
chr12:56234824-56235700,1,1,4,3,1,4,1,1,2,3,3,2,1,5,2,2,2,1,1,0,2,2,5,1,2,1,3,1,2,3
chr1:95143891-95173889,9,6,10,11,5,7,8,7,7,4,16,7,8,18,10,5,3,2,7,2,9,5,7,8,10,8,7,8,9,13
chr7:156826605-156836885,6,6,3,3,6,13,8,3,6,4,6,6,8,7,4,5,1,2,4,1,4,4,7,2,3,10,7,2,6,5
chr17:19062002-19188105,0,1,1,0,0,6,2,1,3,0,11,0,5,1,7,0,1,3,10,0,12,1,3,2,2,3,20,2,3,0
chr6:170543601-170549113,5,2,0,1,3,2,7,1,3,5,5,3,1,6,3,0,2,2,1,2,1,3,4,1,0,2,4,1,0,2
chr12:100282943-100298175,9,11,11,1,4,10,8,10,7,11,16,5,1,14,8,3,5,3,9,2,4,4,9,10,11,7,6,5,9,8
chr4:150798081-150808398,2,1,3,2,1,2,2,3,0,4,7,2,0,5,1,1,1,1,2,0,3,1,2,0,4,2,2,2,3,2
chrM:6834-7154,8,15,16,17,16,21,24,7,12,17,14,6,28,18,6,10,5,3,6,9,13,5,16,24,11,5,10,4,11,13
chr1:186406083-186419077,1,3,1,2,0,3,2,0,3,1,2,3,2,9,1,2,2,0,4,1,1,3,2,3,3,1,2,5,3,3
chr6:47503280-47504758,6,5,2,4,4,4,6,3,2,6,13,6,8,1,2,2,0,1,1,2,1,1,5,2,5,5,1,1,6,5
chrM:13019-13120,4,2,0,3,1,1,11,3,4,8,5,1,6,5,6,1,1,1,3,4,5,0,1,2,6,3,7,3,1,1
chr2:159169250-159170805,4,2,0,0,1,1,3,2,3,2,6,5,1,3,1,0,1,1,2,1,0,2,3,0,2,2,0,0,3,1
chrM:7929-7975,2,4,4,3,1,0,1,2,1,0,2,2,2,2,3,1,0,3,4,1,0,3,4,0,0,1,0,6,0,0
chr6:144781922-144803147,3,3,3,6,3,11,3,3,4,6,17,6,5,13,4,2,4,2,3,2,1,4,4,5,3,5,2,6,4,5
chr1:632618-632686,1,1,5,2,3,6,17,5,6,8,14,1,9,8,5,4,5,5,4,4,12,1,7,2,12,9,9,5,6,1
chr12:27714780-27724186,4,3,1,3,7,13,4,1,3,6,8,3,1,4,5,4,3,4,3,8,0,0,6,2,4,3,6,8,3,3
chrM:11495-11683,2,0,1,2,2,1,3,1,0,1,3,0,3,0,2,2,0,2,4,1,2,0,1,0,1,1,2,3,2,4
chr11:32927157-32935435,11,10,5,15,5,7,11,9,7,12,29,7,12,16,19,12,7,10,15,14,4,6,16,11,12,15,12,7,11,9
chr10:7367649-7381949,2,1,4,0,4,3,3,2,5,0,4,3,4,6,2,1,3,3,6,3,7,0,3,0,4,5,3,4,1,2
chr20:47262288-47276795,3,1,1,3,2,2,2,3,1,3,3,0,2,4,1,1,0,1,2,0,3,2,3,1,2,1,4,2,1,3
chr14:30670256-30675065,4,3,3,5,6,5,4,6,2,10,9,3,6,11,4,2,3,5,6,3,6,2,1,3,1,7,5,5,2,6
chr19:52282111-52283413,2,3,0,3,1,1,4,1,1,2,5,2,2,0,1,2,0,1,4,2,0,2,5,0,1,4,4,6,0,0
chr10:94441896-94443423,2,2,1,1,1,2,2,0,1,3,1,1,2,4,3,0,2,3,2,0,1,0,1,1,4,0,2,2,2,0
chr14:20343315-20343397,2,3,2,2,2,2,4,2,4,2,4,5,1,2,0,0,0,0,0,1,2,1,7,1,1,3,3,1,0,2
chr5:73074742-73077493,23,23,27,24,10,1,41,41,32,28,48,39,25,1,37,17,15,19,30,20,23,17,22,18,26,34,39,23,24,25
chr2:32473112-32477583,0,3,0,0,1,0,5,1,3,5,2,4,2,2,2,0,0,0,3,1,1,3,1,1,2,2,1,2,1,2
chr13:42953948-42970670,6,3,5,2,8,6,5,5,5,5,8,8,3,6,2,0,2,2,2,2,4,2,9,3,7,5,3,7,3,0
chrM:5902-6189,7,0,5,1,5,7,12,10,9,3,13,1,5,0,2,18,5,4,8,6,4,8,4,5,7,11,5,2,2,7
chr15:51451645-51453641,2,0,1,0,0,4,2,3,0,4,3,2,2,2,1,2,0,2,4,1,2,0,0,1,2,0,4,2,2,0
chr3:56592970-56594028,11,5,7,10,11,5,9,11,12,11,18,9,8,6,7,9,7,6,9,5,13,0,15,5,17,2,14,9,15,9
chr5:177619078-177632738,0,3,5,3,3,1,2,2,1,3,5,1,6,0,2,1,3,5,1,0,2,1,5,1,0,3,4,4,2,0
chr12:108652272-108654410,23,17,16,14,18,33,30,10,25,33,48,30,26,20,24,17,18,20,17,10,21,26,12,11,26,20,29,32,22,13
chr2:205440370-205440672,6,3,1,3,4,5,2,3,2,3,6,2,1,7,3,2,2,1,4,4,3,4,3,1,5,5,1,1,5,3
chr14:49862577-49862646,2,6,1,2,2,3,13,7,3,8,7,12,2,8,2,0,6,5,4,6,5,7,6,0,6,5,3,9,2,0
chr15:44711514-44715563,15,16,10,14,9,1,11,17,5,9,31,11,11,16,25,4,4,9,12,15,14,13,14,9,9,11,9,0,7,15
chr11:65499842-65499962,1,2,0,1,0,0,5,3,3,5,7,3,6,3,2,0,0,2,5,4,3,4,0,0,4,3,10,3,0,0
chr5:128131067-128141981,2,0,3,0,2,1,3,1,2,5,11,1,3,4,0,2,3,1,5,1,2,2,1,1,1,5,2,2,4,0
chr22:46626751-46637960,4,1,2,1,3,2,2,1,1,3,7,7,7,4,5,1,2,3,4,3,0,0,7,1,3,1,1,2,7,4
chr15:44711513-44715563,2,1,2,0,4,3,5,3,1,2,6,2,3,1,1,1,0,2,1,1,0,1,6,1,3,3,0,1,4,1
chr1:59900965-59916100,3,2,5,4,1,4,0,6,4,3,3,1,5,5,3,1,2,1,3,1,4,0,1,1,3,3,3,1,3,4
chr9:111578796-111586165,5,2,0,0,0,2,4,1,0,3,6,1,5,2,1,2,1,0,3,0,2,0,4,0,3,2,4,3,6,1
chr1:180984677-180993425,3,2,7,1,3,4,6,4,9,3,9,11,8,7,2,2,4,3,4,2,4,1,4,3,12,11,9,6,7,2
chrM:5403-5512,3,4,0,11,2,2,6,4,6,4,4,4,14,10,5,2,2,1,6,0,1,2,0,2,5,4,4,3,7,3
chr15:32857015-32902040,4,3,0,1,2,2,2,2,2,2,4,0,3,4,1,0,0,0,1,1,7,0,2,1,2,0,0,1,4,5
chr21:41226266-41257326,0,2,3,2,2,5,0,2,0,2,2,0,2,4,0,4,2,1,2,1,1,1,3,0,2,4,1,2,5,3
chr16:56385919-56389375,2,2,4,1,2,1,4,2,2,4,5,3,3,2,1,2,0,2,1,1,2,1,1,1,1,0,1,4,2,1
chr5:124701014-124701269,3,1,3,2,3,7,6,2,2,9,11,3,6,8,4,3,3,2,5,4,4,5,7,2,1,1,4,3,3,3
chrM:11290-11508,4,1,3,6,2,2,6,1,1,0,2,6,1,1,0,1,3,0,2,1,1,1,2,2,3,1,1,0,4,2
chr16:66730112-66732505,2,0,1,3,2,3,4,7,1,4,4,2,3,4,1,0,3,2,4,2,1,1,4,2,1,1,2,1,1,1
chr4:1900626-1939778,1,3,3,3,0,1,1,3,1,1,7,1,0,2,2,0,3,0,2,3,2,1,3,1,3,5,1,3,0,1
chr11:65500472-65500558,3,6,0,2,1,3,2,4,3,2,6,2,1,6,2,1,0,2,6,4,1,3,2,2,2,3,4,2,1,3
chr17:19958014-19958571,3,3,1,3,1,3,5,2,3,3,7,5,1,3,5,0,3,4,2,3,3,4,7,4,5,5,5,2,4,1
chr9:33996223-34017189,3,1,0,0,0,2,3,2,1,6,5,2,1,3,1,2,2,0,2,1,1,0,2,0,2,3,6,2,1,1
chr9:96320998-96324169,3,2,2,2,2,2,6,3,1,3,4,2,3,2,5,1,4,2,0,2,2,0,5,2,3,4,3,3,1,2
chr11:65499640-65499720,3,3,4,3,4,4,9,3,2,12,5,4,3,9,5,1,1,2,4,0,2,2,1,4,3,0,2,6,7,2
chr9:93471141-93476338,9,14,14,4,12,11,9,14,9,14,32,13,20,13,7,14,10,9,7,14,6,6,16,4,17,14,16,7,12,5
chr2:54982515-54987698,4,4,7,5,5,10,8,6,8,5,20,7,6,6,5,8,7,5,9,3,9,5,7,8,5,12,11,2,5,8
chr1:90937485-90982370,4,1,0,4,3,2,3,1,3,6,6,2,3,1,2,3,1,2,3,0,1,1,1,1,3,0,1,1,1,1
chr14:50148285-50150230,1,0,0,3,0,1,2,1,0,3,7,1,2,3,1,2,9,3,1,1,1,2,2,0,2,0,2,1,3,3
chr11:65499697-65499840,4,5,1,6,0,3,7,1,3,3,6,2,4,6,1,3,0,0,8,2,5,4,2,4,3,9,6,4,4,3
chr16:57164001-57173869,5,4,4,1,4,1,4,2,3,2,4,2,0,1,0,2,6,2,2,1,4,0,0,1,4,3,4,1,1,3
chr15:74926766-74929232,4,2,2,2,4,4,3,5,3,7,5,7,5,1,2,1,2,2,1,2,0,3,4,1,6,4,7,5,5,4
chr21:39206108-39212707,5,14,4,4,4,8,3,5,11,5,11,4,7,17,3,3,6,3,4,2,3,5,4,3,8,4,7,3,4,5
chrM:6586-7122,1,2,0,3,2,2,0,4,2,1,2,3,2,0,1,3,2,2,0,4,2,2,2,5,5,0,5,2,11,1
chr9:75016268-75017448,2,1,3,0,1,1,0,3,3,3,6,3,4,8,2,1,1,0,6,2,5,5,3,0,4,2,1,2,3,2
chr11:65500464-65500621,6,1,2,3,2,1,3,5,4,1,6,5,2,0,3,2,1,2,7,5,4,3,1,3,5,0,8,2,4,2
chr9:710804-713464,1,4,2,2,0,0,4,3,2,4,0,4,1,6,3,2,2,2,2,2,0,1,0,2,4,1,0,1,5,1
chr7:105062164-105066807,2,5,2,0,1,8,2,1,3,1,7,2,3,3,0,7,1,1,0,0,3,1,3,0,0,3,3,3,1,1
chr6:161034259-161049979,2,0,2,3,0,3,1,1,0,2,5,2,1,1,2,0,5,0,3,4,2,2,1,2,2,2,1,1,5,0
chr11:65499718-65499833,4,12,3,9,6,5,11,11,7,14,13,8,10,22,4,2,4,10,10,4,9,7,7,9,7,19,19,6,6,4
chr3:71690010-71710484,0,2,1,2,2,2,2,3,4,0,10,3,5,6,1,0,1,2,1,1,2,2,2,0,2,2,3,3,2,2
chr11:65500870-65501205,1,0,1,0,0,2,4,3,6,5,5,3,4,3,1,1,4,0,4,0,3,1,1,1,1,2,0,2,2,1
chr20:62139075-62140944,2,4,0,4,6,5,9,1,9,7,12,7,4,9,3,5,6,2,9,2,1,3,6,7,3,5,5,10,5,3
chr7:102227367-102227669,4,0,3,2,3,3,3,2,4,3,7,2,0,1,7,1,7,5,5,7,1,2,5,2,0,1,4,8,2,1
chr18:32111754-32113860,6,7,4,5,4,4,8,13,10,9,21,10,5,9,7,7,6,7,3,4,4,5,11,3,9,9,9,12,8,6
chr6:107921797-107929514,2,2,2,5,2,4,3,1,1,5,5,4,1,4,4,1,1,3,1,1,1,4,3,2,5,2,4,4,5,2
chr11:65500854-65501189,116,73,34,51,48,58,90,97,93,74,92,59,80,72,49,26,79,77,125,68,55,42,51,28,79,83,46,57,22,57
chr8:30101898-30104486,2,3,3,5,3,5,3,4,3,5,4,6,2,6,1,1,3,1,1,6,5,1,1,1,4,3,2,4,2,1
chr7:140355668-140358785,7,1,2,3,6,6,8,8,6,9,10,8,7,4,2,10,6,4,6,3,4,7,8,4,3,3,5,2,4,4
chr21:36247517-36248568,30,13,14,13,6,6,8,21,18,19,32,14,10,13,10,3,11,7,19,9,1,10,11,6,16,27,16,4,8,12
chr15:85113873-85117839,1,1,5,1,1,5,5,0,0,3,6,4,2,1,2,0,0,4,0,2,2,3,4,1,3,1,1,2,1,3
chrM:6584-6700,4,4,2,6,3,4,7,7,2,3,1,3,5,5,2,7,0,3,4,2,5,2,4,2,6,6,7,3,7,1
chr1:22078429-22086866,1,3,2,0,1,4,2,1,2,1,2,3,1,3,2,4,0,1,0,2,3,2,1,1,1,1,3,2,0,3
chr11:77624963-77625818,3,3,1,2,4,4,3,1,3,4,8,4,2,5,1,4,1,2,6,5,3,3,1,4,4,1,3,3,1,5
chr8:100712362-100712765,4,5,0,2,2,2,1,3,1,0,4,4,5,5,1,0,0,2,4,0,1,1,0,4,0,6,3,0,2,4
chr3:33684359-33696933,2,4,5,1,4,6,8,6,9,3,9,7,6,13,4,5,5,4,4,3,1,2,4,1,7,2,2,3,3,1
KQ031384.1:285347-353799,5,1,0,8,0,2,2,8,3,1,14,28,13,12,0,4,4,1,3,8,2,3,21,0,5,2,5,8,0,4
chr18:12999421-13042334,0,2,2,1,1,1,3,1,1,4,1,1,3,9,0,1,2,4,2,4,2,0,3,1,3,3,1,3,0,0
chrM:12430-12666,3,4,5,2,1,2,4,2,2,3,3,4,6,4,1,5,4,10,4,4,13,2,5,0,5,2,3,4,6,4
chr8:17743604-17755961,8,11,9,8,3,10,6,4,6,12,15,9,6,9,7,5,5,4,7,5,2,2,8,3,14,3,7,3,5,8
chr18:6263947-6312056,1,0,0,2,2,1,2,5,1,1,5,2,0,5,2,0,4,0,0,0,2,0,1,0,2,2,3,2,0,3
chrM:5902-6188,10,7,10,5,1,3,12,9,14,10,21,1,9,0,2,13,8,8,6,7,10,9,10,12,13,4,5,0,9,2
chr10:126970702-127127764,14,7,10,6,8,7,4,13,9,9,20,6,15,4,9,10,15,9,15,8,2,6,7,11,12,8,10,2,3,6
chr15:64499293-64500166,24,1,22,16,31,30,47,1,1,1,2,1,1,1,3,2,1,1,2,5,5,23,2,1,1,4,5,4,4,1
chr5:160093101-160094065,0,3,1,1,2,3,7,1,3,5,1,1,3,3,2,0,1,2,2,1,3,1,2,1,1,3,1,1,6,3
chr14:105624405-105643131,1,0,9,0,7,4,0,0,40,15,51,24,0,81,0,0,8,0,4,25,0,0,0,0,27,69,0,0,144,15
chr11:65499699-65499845,0,8,11,18,6,12,13,4,9,7,20,7,5,13,7,6,4,5,9,3,7,3,7,7,5,14,14,6,5,10
chr16:46674314-46677398,1,6,1,2,0,4,8,6,2,1,11,8,5,5,3,4,2,1,0,0,2,2,7,2,5,1,3,1,4,5
chr2:226864604-226914351,1,9,6,11,10,17,12,8,12,7,20,9,8,12,6,7,4,6,10,1,1,1,9,4,9,1,8,9,10,5
chr3:51541498-51552063,9,12,18,7,17,15,12,1,11,4,35,1,2,12,7,10,13,8,7,17,1,1,15,10,2,10,2,13,15,7
chr1:51827796-51834170,3,2,6,1,3,3,2,1,3,1,8,10,6,5,2,5,3,0,2,4,1,2,3,3,6,4,3,4,7,3
chr2:226864604-226867318,9,22,7,12,12,17,15,10,9,6,36,9,15,21,12,4,10,14,14,6,7,1,19,10,14,15,2,14,8,18
chr14:96833467-96860735,5,9,4,7,2,9,10,4,7,3,11,6,6,6,4,6,9,8,7,3,1,2,7,5,5,2,6,8,7,4
chr2:239990074-240007370,9,7,3,5,3,11,11,8,6,9,23,2,4,15,7,6,4,6,4,5,1,4,6,7,7,6,10,9,8,6
chr14:31127785-31172122,1,0,4,2,0,6,4,0,2,4,1,1,1,3,0,0,2,0,4,1,2,4,3,1,1,4,0,3,2,1
chrM:7204-7389,7,2,2,1,0,1,1,2,6,4,6,1,2,3,3,4,1,2,3,0,1,2,3,1,1,2,4,3,0,1
chr19:39886278-39902529,2,0,2,5,2,2,2,5,5,2,4,1,0,0,2,2,2,5,0,2,3,2,1,1,1,6,0,0,0,1
chr3:195688533-195689438,20,0,1,5,28,10,14,21,18,4,21,16,8,7,18,14,7,10,1,4,7,19,34,15,26,8,9,19,16,5
chr1:20749723-20773610,5,2,0,4,5,4,4,3,4,5,12,3,6,5,1,1,0,1,0,0,1,2,8,3,5,0,3,3,1,3
chr3:134175609-134195182,4,2,3,3,2,3,1,4,1,2,7,2,2,3,2,4,2,3,1,2,1,4,3,5,2,0,4,5,1,2
chr4:53425872-53444103,2,2,1,2,0,0,1,2,1,3,3,3,8,7,3,0,0,3,5,2,3,1,1,1,1,1,3,3,3,1
chr17:81855142-81855586,1,4,1,3,1,2,1,2,1,2,4,2,3,1,1,0,1,1,1,5,0,2,1,2,3,2,5,4,1,2
chr14:76166663-76180849,1,2,1,2,4,5,2,1,3,1,7,0,2,2,1,4,1,0,6,2,3,1,3,1,5,2,1,1,2,0
chr6:13639563-13644729,2,2,0,1,2,2,1,4,5,0,3,4,2,3,1,0,1,2,0,0,1,0,4,0,3,2,0,2,3,1
chr3:18378170-18420991,2,1,2,1,0,2,6,0,1,2,6,2,3,6,3,0,4,0,4,4,1,1,3,2,1,6,3,3,1,1
chr11:65499661-65499767,2,7,3,1,2,0,2,2,5,9,1,4,1,9,1,1,2,3,7,3,4,4,1,0,7,5,5,6,1,5
chrM:11318-11572,1,0,4,3,1,2,6,2,2,1,3,1,5,5,5,1,3,1,1,4,3,4,4,5,4,3,5,4,3,1
chr4:152411303-152412529,48,78,60,80,64,118,117,51,71,75,201,126,100,118,62,53,96,53,82,68,68,68,119,56,103,126,105,191,86,74
chr1:219193082-219241308,2,0,0,1,1,7,3,0,1,4,6,2,3,5,1,2,3,0,0,0,0,2,0,4,5,0,5,4,4,2
chr14:102194938-102209862,1,5,2,6,3,5,5,2,4,3,1,1,6,11,3,1,3,4,1,5,3,2,1,1,3,9,1,2,5,5
chr2:109585126-109593119,2,6,3,0,0,5,2,2,4,6,8,3,7,3,4,2,3,0,2,2,1,5,1,0,0,2,4,3,1,0
chr11:72773360-72774508,1,7,3,1,3,3,6,2,1,2,7,3,1,2,5,4,2,5,3,3,2,1,3,5,3,2,5,1,1,5
chr21:8213101-8440803,2,0,1,4,15,6,1,13,1,0,9,0,0,1,5,5,1,1,12,12,22,12,1,0,15,4,21,1,23,1
chr18:54159765-54205157,0,2,0,2,2,2,4,2,5,2,1,1,0,1,1,2,3,0,1,2,4,0,5,1,1,5,2,1,0,3
chr17:59764971-59773885,3,2,2,3,3,4,2,2,5,5,6,6,1,0,2,3,0,1,2,2,2,1,1,1,3,0,4,1,6,1
chr16:48347507-48348290,1,3,2,1,1,6,3,3,2,1,8,0,2,2,5,3,3,1,5,1,1,3,4,1,1,0,5,2,4,4
