ID,CircRNACount-1032245-T,CircRNACount-1039868-T,CircRNACount-1042353-T,CircRNACount-1042745-T,CircRNACount-1043773-T,CircRNACount-1045386-T,CircRNACount-1045549-T,CircRNACount-1046191-T,CircRNACount-1046287-T,CircRNACount-1046349-T,CircRNACount-1046499-T,CircRNACount-1047291-T,CircRNACount-1047831-T,CircRNACount-1047912-T,CircRNACount-1048720-T,CircRNACount-1049983-T,CircRNACount-1050700-T,CircRNACount-1051316-T,CircRNACount-1054390-T,CircRNACount-1056166-T,CircRNACount-272577-T,CircRNACount-451368-T,CircRNACount-477022-T,CircRNACount-515975-T,CircRNACount-522638-T,CircRNACount-548142-T,CircRNACount-649867-T,CircRNACount-685749-T,CircRNACount-843725-T,CircRNACount-99272-T
chr11:65500443-65500517,3,2,4,3,1,6,4,5,5,6,3,2,0,4,3,1,3,4,4,1,2,3,0,1,2,9,7,3,12,2
chr13:32732101-32735330,0,2,6,4,1,7,3,2,1,6,4,2,0,2,2,2,7,3,2,3,1,1,1,2,4,0,1,0,0,1
chr6:159682474-159688242,1,3,4,3,3,2,2,2,5,2,5,6,1,5,1,1,3,2,7,4,1,0,2,0,6,6,1,7,5,2
chr8:56073059-56073709,0,2,0,1,2,2,3,1,1,1,1,2,2,2,2,1,2,0,2,2,0,2,6,0,1,2,1,2,4,3
chr21:8207128-8251677,6,2,8,9,1,6,2,10,0,4,9,6,2,1,4,0,9,2,2,1,1,4,2,4,14,1,0,0,8,5
chr1:224952670-224974153,2,2,3,2,2,1,4,4,1,0,1,2,4,0,4,0,2,3,1,1,1,0,0,0,1,2,0,2,4,12
chr14:49586741-49862825,0,3,5,4,3,8,2,8,2,4,13,0,0,0,7,3,6,6,3,5,0,7,3,3,1,6,0,6,6,16
chr1:632618-632686,2,0,1,3,3,5,1,2,2,7,4,1,4,8,1,1,5,2,1,2,3,2,1,2,2,6,0,0,16,4
chr8:61680968-61684188,3,6,3,12,21,20,6,5,8,5,6,4,16,13,5,7,10,13,13,6,8,7,4,8,13,12,4,26,11,5
chr11:65499726-65499826,1,4,4,8,6,9,1,3,5,3,3,5,2,1,4,1,2,3,7,0,1,0,1,2,1,2,1,1,7,2
chr14:102040236-102040673,9,9,6,4,2,4,3,6,6,4,6,4,4,1,3,2,6,4,2,12,0,5,5,1,3,20,4,7,9,7
chr14:20343078-20343354,1,4,5,3,7,7,6,1,2,6,0,1,0,2,9,2,4,1,4,2,2,0,7,4,6,0,1,1,7,9
chr3:11358418-11426926,1,0,0,2,3,1,0,0,2,2,2,2,2,3,0,0,4,1,1,3,2,3,1,0,4,2,0,0,2,4
chr14:49853687-49862800,0,0,3,2,17,0,1,0,4,0,14,1,0,1,4,16,0,3,8,5,11,11,7,1,0,46,2,57,4,15
chrM:5902-6188,6,6,10,1,5,12,6,13,11,3,5,2,5,0,10,8,17,11,17,5,10,16,4,7,10,2,6,6,9,6
chr15:90217439-90221765,3,0,2,4,5,4,1,1,2,2,2,3,2,2,1,0,1,3,8,3,0,1,2,0,2,0,0,4,1,4
chr20:47262288-47276795,0,0,1,4,7,2,1,0,4,2,3,1,1,0,6,0,2,3,2,2,0,1,2,0,4,1,3,2,6,0
chr3:172226871-172251541,2,2,2,2,3,7,0,3,3,2,3,4,0,1,1,1,1,0,3,4,1,0,2,0,7,1,1,5,3,2
chr9:133019662-133019842,6,2,1,2,1,3,3,4,4,2,4,4,5,4,4,1,2,5,2,6,0,7,1,9,6,3,9,1,8,3
chr9:20715322-20740340,2,0,1,1,2,3,0,0,1,1,3,4,2,2,0,1,3,0,2,1,2,2,3,1,1,1,0,2,5,3
chrM:11659-11697,15,10,12,10,5,1,4,11,10,2,5,12,4,0,8,0,1,15,1,6,4,6,0,2,4,4,8,2,18,4
chr5:180261684-180280608,1,2,1,6,5,2,2,2,3,0,1,7,5,10,2,3,7,3,2,3,2,2,5,3,6,3,3,4,8,5
chr3:138570318-138571356,5,4,3,2,6,2,4,0,8,6,4,4,7,0,2,1,2,1,6,4,4,11,3,6,0,1,5,6,3,6
chr5:171183171-171205612,9,2,11,15,10,4,7,2,6,6,11,17,13,12,4,4,7,13,6,1,2,5,11,6,4,2,1,3,11,5
chr6:161034259-161049979,5,2,2,8,2,0,1,2,4,2,3,3,1,6,2,1,4,2,2,1,1,4,4,2,2,2,1,1,1,2
chr14:32090502-32094386,13,6,5,3,5,33,9,11,11,16,10,6,12,32,6,6,10,5,7,14,13,7,11,8,12,10,4,1,1,10
KI270733.1:124216-169301,3,13,11,3,9,19,5,13,1,23,10,2,3,21,7,5,15,4,7,6,3,5,3,7,15,9,1,25,15,6
chr1:95143891-95151419,8,9,10,6,15,4,4,6,13,3,7,3,16,15,3,1,3,8,6,1,4,11,17,3,4,2,4,1,9,20
chr20:2964272-2965202,8,1,11,16,3,5,7,2,15,9,6,4,6,4,3,3,16,4,8,8,8,8,2,6,3,7,7,7,5,4
chrM:4677-4763,7,4,5,2,6,1,1,11,2,3,6,5,4,2,4,1,6,1,8,5,1,6,4,11,23,5,3,1,6,2
chr10:5699525-5714207,4,3,4,3,5,5,0,0,1,1,0,4,0,2,0,0,3,0,1,2,0,1,2,1,7,2,4,8,1,4
chr1:632617-632684,6,3,8,12,5,3,3,3,8,3,7,1,9,9,5,1,2,11,9,4,5,10,7,5,4,9,1,2,15,5
chr19:40255158-40265351,5,2,0,0,1,2,0,3,0,2,3,2,1,5,3,3,2,1,2,0,1,3,4,2,3,1,1,6,0,2
chr7:149492859-149558839,0,1,1,2,0,5,2,0,0,0,4,4,1,4,2,0,2,6,1,4,6,2,3,0,0,1,3,2,0,2
chr4:185247294-185267155,2,4,4,1,15,6,0,4,2,3,1,11,0,1,4,3,4,3,3,4,1,4,5,2,9,5,4,8,5,5
chr9:94314861-94438528,1,3,1,3,9,4,0,2,0,0,3,2,4,1,5,0,2,2,2,0,0,0,2,3,2,0,3,3,1,1
chrM:11227-11404,12,1,8,7,1,8,2,8,1,0,2,11,4,8,3,0,10,1,6,5,2,6,5,11,13,1,1,0,11,3
chr7:101000813-101004640,23,1,2,2,13,0,1,1,14,7,23,0,0,0,11,0,13,0,4,7,0,12,3,7,0,26,20,0,62,6
KI270733.1:123206-168451,7,2,5,13,1,5,2,12,2,5,9,4,1,4,2,1,10,9,3,4,1,11,4,7,6,7,3,0,3,1
chr8:139882337-139884001,1,3,2,1,0,0,1,4,2,0,4,3,1,2,2,2,5,1,5,0,0,3,3,1,1,0,2,1,2,1
chr12:94169153-94186473,1,1,10,3,3,8,0,5,6,0,1,2,3,5,4,2,2,6,5,1,1,1,3,4,1,10,0,2,6,4
chr11:65500559-65500650,7,3,2,5,3,3,6,3,4,8,2,6,3,3,5,0,8,6,6,5,0,5,0,11,4,1,5,0,12,3
chr16:18841565-18845651,2,3,0,2,4,4,0,4,3,5,2,5,2,4,2,2,2,0,3,4,1,6,2,1,6,2,2,4,1,2
chr12:122340753-122341697,5,1,3,2,4,3,3,3,5,3,5,1,0,2,2,4,1,3,2,3,1,4,1,3,4,2,1,2,6,6
chr20:10556231-10560820,6,4,8,6,3,5,1,2,4,4,4,2,2,5,5,4,9,1,1,4,0,2,1,3,3,0,3,7,7,4
chr10:12081472-12120267,2,0,2,3,1,2,2,1,2,0,1,2,2,4,0,0,2,0,1,2,3,2,5,0,0,1,0,0,4,1
chr11:65500452-65500531,1,6,4,8,5,3,3,11,8,7,12,7,6,4,3,4,2,6,12,9,1,13,2,4,2,23,11,4,34,3
chr17:16101250-16101805,3,5,0,1,2,4,1,3,2,2,0,3,1,3,1,4,4,1,1,2,0,5,3,1,2,0,0,2,1,6
chr17:49311312-49312042,3,2,1,2,6,2,0,2,6,2,2,3,0,7,4,1,4,0,3,1,1,1,1,2,3,5,2,0,5,3
chr5:14741827-14758598,2,0,2,3,3,2,2,0,0,2,2,4,1,5,2,0,2,1,1,0,0,3,2,1,0,1,2,1,2,2
chr14:75046376-75049718,8,6,2,4,6,5,4,1,8,7,5,11,2,12,3,5,3,4,4,5,1,11,1,8,0,9,4,15,8,5
chrM:7175-7291,7,14,6,2,8,4,6,6,4,6,10,1,9,8,4,2,11,9,6,9,5,6,5,4,14,6,2,0,3,1
chr4:48684673-48710698,6,1,2,1,2,3,1,4,2,0,2,5,4,5,3,1,4,2,2,0,0,0,0,1,1,0,2,5,2,3
chr7:127242695-127243515,6,0,2,0,2,8,0,2,6,2,5,1,1,0,0,1,17,5,10,6,10,2,10,0,3,0,0,0,4,1
chr11:65499640-65499720,1,3,2,7,0,0,1,1,2,7,1,4,3,0,4,1,5,5,4,1,1,1,3,3,3,3,3,1,7,5
chr12:116230533-116237705,13,6,29,13,21,16,7,8,21,9,20,14,7,15,13,11,13,12,15,17,6,8,21,8,10,17,8,39,18,19
chr14:49853846-49862780,39,46,47,36,56,25,29,21,82,59,23,57,33,29,46,32,48,23,31,49,14,22,33,39,40,47,24,101,74,53
chr20:25297080-25297394,4,7,6,3,2,0,0,7,7,0,2,4,3,1,1,2,2,6,1,2,4,3,2,0,4,1,0,5,28,6
chr4:143543509-143543972,12,2,11,3,4,3,5,9,15,6,12,12,3,10,7,0,15,5,9,7,4,4,3,5,14,10,12,22,11,6
chr10:124681607-124682379,14,7,2,8,1,7,0,0,5,5,5,2,8,3,2,6,8,3,4,1,4,3,4,4,5,7,6,11,2,4
chrX:85303406-85308216,3,0,5,2,4,4,3,3,5,3,7,0,1,3,7,4,4,5,0,1,3,1,4,0,3,0,1,11,2,2
chr14:32090502-32117287,11,3,13,7,11,10,8,5,3,4,8,9,20,18,4,4,7,13,9,7,3,11,8,1,9,4,4,13,3,17
chr2:190900564-190924593,1,1,7,1,3,7,4,0,6,4,1,3,3,4,1,2,4,1,2,1,1,1,2,1,3,5,0,2,2,1
chr11:96091892-96093517,9,2,5,4,9,15,1,11,6,4,9,10,2,3,8,2,9,2,2,5,4,8,4,3,7,5,4,5,8,6
chr3:146121112-146124229,4,2,8,1,7,2,6,4,8,8,4,7,2,6,1,3,2,1,5,3,7,5,3,5,7,5,2,12,8,5
chr5:56864734-56865977,6,2,4,2,5,6,1,0,6,4,2,3,1,6,1,1,2,4,1,4,5,3,4,4,3,2,2,1,4,9
chr5:181242181-181243762,2,2,4,6,8,5,3,6,1,6,7,7,8,5,3,1,8,5,8,2,0,7,3,2,5,0,3,1,2,2
chr18:47865059-47896809,6,6,1,1,4,5,3,1,1,0,3,1,4,6,3,2,3,7,3,6,1,6,1,3,2,6,1,3,5,11
chr8:140818277-140864399,0,0,2,3,4,2,2,1,1,10,1,0,1,3,0,0,1,2,2,2,4,1,2,1,2,0,0,3,6,1
chr1:171523221-171532961,2,1,6,3,2,2,0,0,0,1,4,4,0,4,1,0,3,2,1,1,0,1,2,0,0,6,1,5,3,4
chr11:65499661-65499768,1,1,0,2,11,2,4,1,3,4,0,3,2,4,1,0,1,1,3,3,4,1,4,4,2,7,1,1,6,5
chr11:46493608-46508370,5,1,3,12,4,6,1,3,8,2,5,6,2,7,2,0,2,1,3,1,4,2,2,0,4,0,0,2,3,0
chr22:38245935-38248019,2,3,0,2,1,3,0,0,1,1,1,3,2,3,1,1,6,2,4,2,1,0,0,0,7,0,5,6,3,3
chr5:79439010-79457018,5,0,4,2,7,5,1,2,4,1,4,1,1,6,1,1,0,2,3,1,0,0,0,1,0,3,1,6,7,4
chrX:48522971-48523255,0,2,4,3,4,2,1,0,1,0,2,4,1,5,2,1,0,3,1,1,2,7,1,2,4,2,3,3,0,0
chr11:65500530-65500613,2,4,3,4,1,2,2,5,3,2,1,2,2,1,1,0,2,3,6,3,1,1,3,1,0,4,4,1,2,1
chr1:169978085-170031975,3,1,0,4,3,7,0,0,3,2,4,4,3,2,2,0,1,0,5,4,0,3,1,2,3,4,2,2,4,4
chrM:15559-15688,3,1,2,1,4,6,1,3,0,0,3,1,1,4,4,4,1,1,8,3,7,5,3,0,5,2,2,6,5,3
chr9:133019628-133019840,5,1,0,1,4,2,4,2,2,3,0,0,6,1,4,6,1,4,3,1,1,1,2,2,5,0,0,4,4,2
chrX:41660439-41671530,2,1,1,2,0,1,1,3,2,2,0,5,0,5,1,1,2,1,2,2,0,1,3,0,4,2,2,0,1,2
chr2:214767482-214797117,2,3,4,2,1,3,0,1,3,1,0,0,1,4,1,2,9,2,1,0,0,1,2,0,4,1,3,4,3,1
chr7:152309966-152315338,9,7,2,2,7,5,3,0,4,9,9,9,7,6,3,5,12,4,4,3,5,1,4,3,5,4,3,7,1,6
chr6:89751431-89762530,3,2,1,1,4,1,1,1,2,2,2,4,1,5,0,1,5,0,2,2,0,2,0,0,4,1,1,3,0,3
chrM:9051-9179,5,3,5,1,7,5,0,0,3,3,10,0,2,5,3,2,3,7,5,12,0,2,6,4,5,3,0,1,2,1
chr11:72773360-72774508,3,5,1,2,3,1,1,2,0,0,3,1,2,6,0,0,1,2,2,2,0,3,0,1,3,0,2,3,4,2
chr17:67945409-67948306,6,3,3,2,11,5,0,0,7,3,7,5,0,6,7,3,8,7,1,3,0,1,3,5,6,1,8,4,5,2
chrM:5403-5512,5,4,4,1,7,5,1,9,11,3,1,4,1,1,0,1,3,1,1,6,1,2,3,1,8,7,0,0,10,3
chr11:65499804-65499907,1,6,0,5,3,5,1,2,3,1,2,1,4,3,4,2,1,3,3,6,1,5,3,4,1,3,3,2,14,2
chr14:21503173-21503881,13,5,18,7,13,4,4,7,9,9,8,13,17,16,3,7,10,9,7,12,4,10,6,7,7,5,10,10,4,8
chr14:49586735-49586866,1,12,8,5,6,3,5,16,8,6,15,7,6,3,6,5,14,14,5,21,2,8,6,6,5,24,3,5,18,1
chr9:33953285-33963791,8,2,10,11,16,21,3,11,12,3,15,7,7,6,9,6,15,3,9,7,9,9,9,4,18,4,6,12,4,11
chr10:94245946-94246621,6,0,2,0,4,5,0,2,4,5,5,9,3,4,0,2,3,2,3,4,2,12,3,2,2,0,1,2,5,4
chr17:56848696-56856625,3,2,3,1,5,3,1,3,5,0,5,1,0,0,2,1,2,1,1,2,1,0,2,0,1,5,1,6,1,2
chr8:130152736-130180880,4,2,3,2,3,6,1,2,2,2,7,0,0,3,1,4,7,1,3,1,1,4,4,0,2,7,1,3,4,3
chr6:27867297-27867586,2,0,1,2,5,1,3,2,2,0,6,0,6,0,0,5,1,0,6,4,1,2,6,0,2,1,0,4,0,5
chr14:49586706-49586872,2,5,2,4,3,1,5,0,3,1,12,0,4,0,2,1,1,5,2,3,1,4,1,4,2,15,1,2,8,4
chr8:668598-674047,1,1,2,0,1,5,0,2,7,3,5,0,2,19,0,2,2,5,2,0,1,3,0,1,1,4,1,0,3,0
chr10:84438512-84477664,4,2,9,4,8,4,4,5,6,2,6,4,19,6,3,4,4,3,3,1,2,12,4,0,2,3,6,12,7,9
KI270857.1:1189251-1190272,2,2,0,1,2,3,1,1,1,5,4,0,7,1,2,1,3,1,4,1,2,0,4,0,0,4,1,3,2,1
chr15:92924321-92929091,3,2,2,0,5,3,2,0,2,2,2,1,0,2,1,2,1,6,1,1,2,2,2,2,0,1,1,6,3,3
chr5:143054439-143057747,3,9,2,3,8,2,2,3,3,6,7,6,4,2,3,1,3,2,7,3,3,6,2,4,5,4,4,3,2,3
chr18:9583117-9595102,4,1,1,7,3,5,0,1,4,2,1,1,5,5,3,4,5,3,3,4,4,3,2,2,1,0,9,4,1,10
chr11:65500490-65500684,7,4,6,6,7,3,3,7,6,10,3,9,1,3,0,0,4,2,6,7,2,4,1,3,3,3,9,1,6,2
chr7:92294889-92307656,2,1,1,2,7,0,0,3,2,2,0,2,4,7,1,0,2,1,1,2,1,0,4,1,0,1,3,1,2,3
chr12:28225795-28259442,5,4,6,3,8,9,3,2,9,5,7,0,2,5,2,5,1,7,7,4,0,5,8,2,5,5,2,10,7,15
chr20:32366384-32369123,9,3,12,17,1,20,1,9,17,13,25,29,12,16,9,4,28,5,15,9,3,8,6,7,8,10,11,15,14,7
chr14:99257471-99257839,11,3,2,15,3,4,1,4,9,7,5,4,5,8,5,8,11,2,2,4,2,3,6,3,5,9,0,1,5,2
chr21:37420299-37472880,4,2,3,3,6,9,5,2,5,4,7,1,2,5,5,1,5,4,8,7,3,5,0,1,2,3,1,5,2,1
chr12:6510279-6510532,4,1,0,4,2,3,0,3,3,0,6,0,0,2,1,1,1,3,2,3,0,2,0,3,1,0,4,0,5,3
chr5:154033791-154034967,8,5,12,5,8,6,2,7,20,5,9,9,0,6,10,3,12,9,9,5,0,11,6,8,6,5,5,16,8,6
chrM:8964-9183,4,0,0,1,3,2,0,3,4,0,0,0,1,1,1,0,7,9,2,7,0,3,2,2,9,1,2,2,5,1
chr15:72760407-72775097,5,1,3,2,3,0,1,2,4,4,2,3,1,2,1,1,5,0,2,3,0,0,3,0,1,1,0,2,2,2
chr2:127763062-127771004,1,1,4,4,5,3,1,2,2,2,1,2,3,1,3,2,2,1,1,1,0,2,2,0,0,0,2,3,3,3
chr1:197642711-197658369,6,5,9,3,4,5,2,4,5,1,3,2,6,11,5,3,5,11,9,5,4,6,6,1,3,7,3,1,7,13
chr1:247157000-247159813,1,2,1,7,1,1,1,0,1,6,2,6,0,5,3,1,3,3,2,1,1,2,2,0,3,1,2,2,0,1
chr5:128138597-128152805,2,6,3,3,6,2,1,1,2,6,1,7,2,8,1,4,2,4,2,6,0,5,2,6,1,2,3,2,1,4
chr16:84740309-84745673,1,1,1,9,3,6,1,1,3,1,1,4,0,3,0,3,6,0,3,2,2,2,1,3,4,0,0,0,1,3
chrM:15526-15712,2,1,0,1,2,0,1,2,2,0,2,2,0,0,4,1,1,0,1,3,1,2,2,1,5,2,2,3,4,0
chr21:8212935-8396212,6,7,8,28,2,7,3,5,5,6,6,8,3,2,2,10,13,9,7,7,4,14,12,11,15,4,5,6,8,11
chr11:65499629-65499729,4,4,8,8,7,8,5,5,10,9,2,7,5,10,4,0,8,2,7,3,4,3,4,12,5,4,3,1,24,4
chr12:111509549-111510582,4,3,1,3,7,0,2,1,6,4,3,1,1,3,1,1,3,1,3,0,3,2,2,1,3,0,2,8,3,2
chr2:238182065-238185287,3,4,5,4,9,7,5,2,5,4,7,5,2,6,10,2,5,4,4,1,3,8,2,1,4,2,1,7,2,7
chr7:17890363-17897446,1,2,3,0,2,3,0,1,2,2,3,3,3,0,0,0,3,2,0,0,1,2,2,0,1,0,1,2,2,1
chr11:65499651-65499901,3,0,2,4,2,2,2,3,0,1,1,1,0,3,1,0,0,0,2,1,4,4,5,2,3,5,2,3,10,2
chr2:47378953-47379969,2,1,5,3,8,5,2,6,3,3,2,3,4,2,9,2,6,0,4,0,0,3,3,4,2,8,2,9,5,1
chr1:1804419-1817875,1,3,1,2,7,2,1,2,2,3,5,3,0,2,0,1,0,2,4,1,1,1,2,1,4,1,1,3,3,1
chrX:12975136-12976323,0,2,3,1,9,1,3,4,0,1,4,0,4,2,0,6,0,8,4,3,3,2,3,1,0,6,0,1,4,2
chr9:6420912-6434173,2,5,3,13,5,4,5,0,4,5,4,3,5,3,3,0,9,2,3,0,2,0,2,1,1,1,2,1,4,5
chr22:32478981-32485209,0,2,2,1,1,4,0,2,1,2,2,3,2,5,0,2,2,0,1,3,1,2,0,0,3,0,1,2,1,1
chrM:9029-9184,4,3,1,0,0,2,3,5,0,2,3,4,0,4,2,1,4,7,3,11,1,2,3,4,9,5,6,1,5,1
chr2:120127688-120175004,5,4,1,3,3,1,4,4,4,6,1,1,1,1,7,3,9,2,10,0,2,3,3,2,7,5,1,1,5,10
chr1:66891154-66905375,8,2,3,0,14,0,4,3,4,5,6,2,8,5,5,2,3,3,4,5,8,2,6,3,11,5,4,6,16,14
chr2:235930765-235968623,4,0,2,0,6,2,0,0,5,3,4,2,1,4,2,0,4,3,1,1,1,0,0,0,0,3,0,2,2,3
chr11:62528540-62528740,2,2,1,1,3,3,3,1,2,0,5,3,2,0,2,2,2,5,1,2,2,7,1,2,0,2,1,1,6,5
chr7:20154193-20161870,1,3,0,4,2,6,2,4,1,0,3,1,8,5,1,2,7,2,1,5,1,3,4,0,6,0,2,1,0,0
chr14:49586765-49862640,0,1,4,2,12,0,3,0,2,3,3,1,0,8,6,6,0,1,8,4,1,2,15,1,0,5,0,14,5,6
chrM:10957-11075,1,1,2,2,2,2,2,1,0,0,0,4,1,3,1,0,5,7,3,3,0,0,2,3,6,4,3,1,3,1
chr4:139889357-139890967,6,1,5,1,2,4,5,5,2,7,5,8,1,3,3,0,1,2,9,3,0,1,1,0,3,2,2,1,1,3
chr11:65500466-65500548,2,4,3,1,3,5,1,7,3,1,4,0,0,2,2,1,0,1,6,5,4,3,1,1,0,9,1,4,3,2
chr19:58392976-58393487,2,0,4,5,3,11,1,3,1,5,5,5,4,7,4,3,11,5,1,5,1,1,8,0,2,3,2,1,0,2
chrY:1386308-1386561,3,3,3,2,2,1,2,0,4,1,1,7,2,1,1,1,10,1,9,2,0,0,3,1,5,1,8,2,0,1
chr1:171568247-171575128,3,1,0,4,0,1,1,1,2,1,3,2,2,3,0,3,0,2,2,1,0,1,2,1,4,0,3,7,0,5
chr7:100819557-100820296,4,5,1,1,3,2,1,1,0,2,4,8,2,3,3,2,5,1,1,1,0,2,1,2,1,3,2,2,0,0
chr22:25375813-25381578,5,4,3,3,3,2,4,2,6,6,0,4,1,8,3,1,17,0,5,2,3,7,4,4,7,2,0,6,1,2
chr1:42265115-42311110,4,1,1,1,3,1,0,0,3,0,0,3,1,10,2,2,0,2,1,2,4,2,2,1,1,0,0,5,6,2
chr8:42957094-42964474,3,0,3,2,3,2,2,2,2,1,0,2,1,1,1,0,0,3,5,1,1,0,1,3,2,2,0,3,2,3
chrM:9059-9183,12,10,9,4,60,10,10,4,7,11,10,2,12,21,9,19,6,12,15,25,0,8,27,6,43,13,0,28,10,2
chr4:10097711-10103986,3,4,2,2,4,1,3,1,5,4,6,2,8,3,2,3,9,2,4,1,2,3,5,2,8,8,2,5,5,0
chr9:111386377-111391824,6,4,5,5,10,8,8,6,11,5,7,20,3,11,5,8,19,4,7,4,4,7,15,2,8,9,2,17,11,7
chr11:65500541-65500629,8,1,1,5,3,7,3,4,5,2,2,6,4,0,1,1,7,2,7,8,2,4,1,6,1,11,10,1,9,2
chr7:100355143-100355804,6,5,2,1,2,2,1,0,2,3,4,7,4,3,5,1,6,6,0,3,0,2,2,2,3,10,11,8,4,3
chr11:65500460-65500624,19,15,4,10,25,12,5,20,19,25,19,15,4,11,12,2,16,19,32,21,1,14,7,14,13,1,18,16,39,12
chrM:9058-9184,7,2,1,4,5,1,3,3,6,1,4,1,4,14,2,1,3,1,5,6,1,3,1,2,13,1,0,3,8,0
chr11:65500472-65500558,2,2,1,2,3,0,1,5,2,2,2,0,2,0,2,2,1,4,2,6,0,2,1,1,0,1,3,3,7,0
chr7:100991819-100991986,18,1,1,0,9,0,2,6,10,4,24,6,2,0,8,0,8,14,11,4,3,9,0,3,3,5,10,3,33,2
chr4:128074460-128077962,4,4,1,0,3,0,1,3,3,1,1,5,2,3,2,2,3,2,4,2,0,1,3,1,3,2,2,7,4,0
chr15:67231814-67236820,6,7,5,11,6,5,4,3,7,12,8,2,7,14,4,4,16,8,4,4,5,6,4,0,9,3,5,12,2,10
chr20:33619517-33623296,8,11,11,10,7,27,4,10,12,10,7,21,6,5,4,4,16,3,16,8,4,7,1,3,4,13,17,1,7,12
chr2:40428473-40430304,23,5,12,14,17,15,5,17,26,14,18,8,3,11,12,5,17,7,23,17,10,7,11,4,14,25,11,10,19,15
chr15:41696075-41699159,6,1,1,10,3,1,2,2,7,4,1,4,6,5,1,2,7,1,1,1,2,2,3,0,2,1,3,6,6,5
chr6:130955105-130956499,6,1,1,6,3,1,6,1,8,1,4,4,5,4,7,2,8,4,2,5,2,5,6,1,2,2,1,15,5,2
chr8:101624061-101624562,0,3,0,1,0,3,2,3,0,3,0,3,0,0,1,2,0,2,3,3,1,2,0,5,4,0,0,2,2,2
chr11:65504849-65505278,5,4,2,2,5,3,3,2,4,3,3,2,0,2,2,0,3,2,3,0,2,2,0,1,0,3,5,1,8,1
chr17:59353215-59353526,4,2,1,2,4,4,0,3,3,3,6,2,1,0,1,1,8,3,4,6,1,3,4,6,3,8,7,3,5,0
chr12:6967345-6967556,1,1,0,2,3,3,2,3,2,3,4,0,0,2,0,0,1,5,3,2,1,3,0,0,3,0,1,2,2,1
chr15:69210316-69261329,2,1,1,3,5,2,2,2,1,4,4,2,7,6,6,1,8,1,0,0,2,0,4,1,2,1,1,1,8,1
chr7:130120749-130122202,5,3,5,1,1,1,2,3,1,3,3,6,1,1,1,4,4,2,1,2,1,3,1,2,2,3,2,1,6,1
chrM:5912-6052,9,9,2,4,9,4,1,27,6,3,31,6,5,0,5,5,9,21,16,18,6,25,8,7,8,1,9,6,21,5
chrM:6932-7153,5,3,1,1,3,1,1,1,1,2,3,1,0,3,2,0,2,3,1,1,0,2,0,4,4,2,0,2,2,2
chr11:65499732-65499828,4,4,7,3,3,7,4,1,4,6,2,3,5,5,1,3,1,3,9,1,2,4,2,8,4,5,1,3,10,5
chr7:99493040-99494631,5,6,7,4,7,6,4,2,0,4,19,5,6,6,3,2,8,2,3,4,3,7,3,3,7,3,3,15,1,2
chr19:17276495-17276909,2,5,2,0,2,1,2,1,1,0,2,6,1,4,4,2,4,3,2,4,3,3,2,1,6,1,1,8,2,4
chr7:2229984-2230727,2,1,1,1,4,1,0,2,3,4,3,2,1,3,2,2,1,4,1,1,0,1,0,3,2,2,1,6,0,3
chr17:16012420-16012594,3,1,2,0,0,3,0,1,4,1,2,3,3,1,2,1,3,5,4,1,0,4,0,3,1,1,2,0,3,1
chr6:87215903-87218731,19,1,4,12,14,10,4,8,1,4,12,10,9,14,9,4,9,5,3,1,3,1,11,7,6,5,6,4,16,9
chr3:134158121-134195182,7,0,2,2,0,1,2,3,3,0,1,2,1,2,0,1,2,3,3,0,1,0,1,0,1,2,3,3,2,1
chr6:42592151-42594304,7,2,1,1,4,9,4,2,1,1,7,0,0,2,2,1,2,0,2,2,8,1,2,2,5,5,1,3,5,3
chr11:65500051-65500109,2,0,1,4,2,2,1,5,2,0,4,0,2,0,3,0,1,3,3,4,1,3,5,1,0,2,1,1,12,3
chr20:32366384-32371874,7,6,5,4,1,16,2,4,8,8,8,9,1,6,5,1,10,3,6,6,2,3,2,2,3,8,4,4,11,3
chr17:48112031-48113401,2,1,2,3,1,4,4,1,2,2,3,12,1,2,4,0,1,0,4,1,2,1,2,0,4,1,2,3,4,0
chr1:51402435-51408332,5,4,5,6,4,2,2,2,5,3,2,3,3,2,2,0,4,1,3,4,2,4,6,1,2,2,3,6,7,4
chr11:86011030-86031611,6,1,5,3,9,5,2,1,1,4,2,2,3,8,2,5,5,0,2,1,7,4,6,1,4,2,1,9,3,3
chr1:206934460-206934693,1,4,3,0,22,1,16,2,8,3,0,3,7,8,6,9,3,11,4,2,3,16,5,8,0,3,5,0,0,13
chr17:82596480-82596545,1,3,0,0,1,3,2,2,2,0,6,5,4,2,2,5,2,1,0,0,3,0,2,2,1,1,0,2,1,1
chr18:62348168-62349937,6,1,6,3,14,1,10,4,2,1,9,8,1,13,1,1,12,8,1,6,3,1,7,8,1,3,17,4,3,1
chr17:76312870-76313891,2,5,2,1,5,2,0,1,3,1,2,6,2,6,4,3,2,4,1,1,1,0,0,3,4,6,2,3,2,0
chr12:69800209-69801721,14,9,18,9,27,10,10,8,16,15,18,11,18,23,17,1,14,15,15,13,6,19,15,11,9,16,13,41,17,10
chr2:58221942-58232112,5,10,8,10,5,20,5,3,9,5,15,9,8,12,7,8,10,8,10,4,7,9,8,11,5,10,5,23,7,15
chr11:76463821-76472840,1,0,2,0,2,7,0,2,5,5,3,8,2,3,0,3,2,1,3,1,4,0,2,1,3,2,2,4,1,2
