ID,CircRNACount-1032245-N,CircRNACount-1039868-N,CircRNACount-1042353-N,CircRNACount-1042745-N,CircRNACount-1043773-N,CircRNACount-1045386-N,CircRNACount-1045549-N,CircRNACount-1046191-N,CircRNACount-1046287-N,CircRNACount-1046349-N,CircRNACount-1046499-N,CircRNACount-1047291-N,CircRNACount-1047831-N,CircRNACount-1047912-N,CircRNACount-1048720-N,CircRNACount-1049983-N,CircRNACount-1050700-N,CircRNACount-1051316-N,CircRNACount-1054390-N,CircRNACount-1056166-N,CircRNACount-272577-N,CircRNACount-451368-N,CircRNACount-477022-N,CircRNACount-515975-N,CircRNACount-522638-N,CircRNACount-548142-N,CircRNACount-649867-N,CircRNACount-685749-N,CircRNACount-843725-N,CircRNACount-99272-N
chr10:126970702-126990603,0,1,0,2,2,2,3,0,4,1,0,0,1,2,1,3,2,1,4,0,1,3,4,2,5,1,2,4,2,1
chr10:126970702-127000307,4,3,2,1,2,4,7,3,4,2,4,4,0,2,3,1,0,2,4,3,1,2,2,2,2,7,4,4,3,4
chr17:16381956-16382183,5,6,4,8,6,1,7,4,5,3,1,6,4,5,2,2,4,4,2,4,3,5,10,1,1,4,3,2,4,7
chr7:100812747-100813208,8,3,8,2,10,7,11,2,5,5,13,4,4,3,2,10,6,5,8,7,4,3,7,8,3,4,9,9,7,7
chr11:65504496-65504880,2,2,2,1,3,2,6,0,4,2,3,2,0,2,0,3,2,1,0,0,2,1,1,4,0,2,3,4,4,3
chrX:2953143-2955537,0,4,1,0,0,4,0,1,0,0,4,2,1,3,1,2,2,1,1,1,0,2,4,3,0,5,4,2,3,4
chr4:36228582-36229645,3,3,5,2,4,2,8,1,3,2,1,0,1,5,4,4,5,1,1,4,0,3,1,3,0,1,3,3,2,3
chr4:41013583-41014398,2,0,2,0,3,1,3,2,3,0,2,0,1,1,2,2,4,1,3,1,3,4,0,1,0,2,2,0,2,0
chr6:118511298-118566316,2,1,2,3,0,7,4,5,1,1,1,3,2,0,0,4,3,2,2,3,3,0,4,1,2,1,2,2,1,7
chr11:65500546-65500733,6,2,4,6,3,2,6,4,3,3,3,1,2,2,0,2,0,2,0,2,3,2,2,3,4,3,4,1,5,5
chr21:44855210-44861271,5,4,3,4,5,5,4,2,1,2,4,1,4,2,3,1,2,5,7,1,4,6,2,3,4,4,2,5,2,3
chr14:79697630-79805190,4,4,1,1,2,2,3,1,2,0,7,0,1,0,5,9,1,2,0,5,3,4,8,1,8,7,2,4,4,5
chr1:805799-810170,5,7,5,4,3,9,8,0,3,1,7,10,2,4,3,6,4,4,9,3,3,11,4,4,3,6,2,8,10,8
chr9:4286038-4286523,2,2,9,1,3,5,7,2,8,5,3,0,3,3,3,5,5,0,4,5,2,2,3,2,6,4,3,4,2,4
chr2:72465160-72480750,5,5,0,2,6,4,1,3,1,2,5,4,4,3,3,4,1,4,3,2,3,4,6,2,3,2,3,7,5,2
chr15:90217439-90221765,1,0,1,0,3,4,5,2,3,2,3,1,3,1,2,5,3,1,6,3,2,5,6,0,4,5,2,3,4,5
chr11:34090179-34092056,2,1,1,3,1,0,7,4,4,3,3,4,4,1,2,6,3,1,2,6,1,2,4,4,4,6,7,6,3,5
chr1:88740988-88786213,2,4,2,4,0,6,5,3,3,3,3,1,1,2,2,1,3,2,5,2,1,2,1,1,3,2,2,2,3,2
chr1:1804419-1806538,9,2,4,3,1,1,4,3,3,1,4,1,2,5,0,2,1,3,1,1,3,3,0,2,1,6,1,1,3,3
chr14:20343083-20343187,2,0,1,1,2,1,2,2,2,1,2,10,3,4,4,4,3,4,5,1,0,0,4,2,4,3,3,3,3,3
chr11:65500426-65500601,1,2,6,3,2,0,10,3,5,1,6,1,1,4,3,4,2,1,4,5,0,1,3,4,2,5,1,4,2,4
chr12:120782655-120791557,3,1,3,3,2,7,6,4,1,4,7,12,2,6,1,6,4,3,1,6,2,2,6,1,3,7,0,1,3,5
chrM:7451-7519,3,1,3,1,4,2,2,4,1,2,2,6,0,1,1,6,2,2,4,3,1,3,1,0,0,1,3,1,2,7
chr20:34096657-34098633,1,3,6,2,12,5,4,3,3,3,3,4,4,7,2,7,6,4,3,1,3,1,4,2,1,8,4,3,1,8
chr20:35713019-35725155,2,3,0,1,3,2,5,1,1,2,0,3,3,1,1,2,2,1,4,2,3,0,4,2,0,0,3,2,2,1
chr14:105588375-105708644,7,0,8,0,26,11,0,0,0,5,13,14,0,7,0,26,11,0,26,12,0,0,0,0,9,30,18,0,15,25
chr11:65499782-65499836,2,7,2,6,3,6,7,3,4,4,6,4,4,1,4,4,5,3,7,8,7,2,5,1,3,2,3,4,4,7
chr11:120475340-120477526,0,2,1,1,5,5,2,1,0,1,3,0,0,3,1,5,2,4,3,1,0,4,2,1,2,3,2,1,2,1
chr11:65422983-65423218,2,6,3,3,3,1,4,2,2,2,2,3,0,2,1,1,5,2,5,3,3,6,3,0,1,2,3,1,5,6
chr3:121844453-121872788,3,3,1,1,8,3,9,5,2,1,3,4,3,8,1,4,5,2,0,4,5,2,5,0,3,4,1,2,8,8
chr14:49586719-49862621,1,9,2,4,5,3,5,0,2,4,9,4,6,2,2,2,2,6,9,6,1,2,8,0,1,5,4,10,1,5
chr9:83677727-83678599,6,5,3,5,4,2,8,2,3,6,1,7,7,4,1,8,5,4,3,3,5,1,13,2,1,8,5,4,3,9
chr8:141253989-141254629,17,25,17,13,15,27,37,18,27,11,10,24,26,17,17,21,31,10,19,26,33,10,33,21,10,23,15,26,27,34
chr17:67945409-67948306,6,4,5,2,6,4,13,2,4,4,11,11,1,6,3,6,5,10,5,5,6,8,1,4,4,6,7,6,10,9
chr11:65500446-65500608,3,2,8,3,3,0,1,2,1,2,2,1,2,3,1,3,0,4,4,2,2,5,2,1,2,8,3,5,0,2
chr9:137102265-137103132,1,2,2,1,1,3,6,2,3,2,2,2,2,4,1,1,1,0,1,3,1,1,4,1,1,2,1,0,2,0
chr8:42459896-42465917,2,1,0,0,0,3,2,0,2,1,3,1,3,3,0,0,0,2,4,4,0,3,2,2,2,2,2,1,0,1
chr15:90441506-90443478,6,1,3,1,6,4,8,5,4,3,9,7,2,6,2,2,1,4,2,2,3,9,3,1,4,7,6,1,2,6
chr5:123532569-123557564,1,1,3,3,1,6,6,2,1,3,3,5,3,3,0,1,2,4,0,1,1,2,0,0,1,2,1,4,2,3
chr18:8718424-8720496,0,2,1,2,7,2,2,4,2,5,1,3,1,3,1,4,1,2,0,1,1,1,4,1,3,5,0,7,0,6
chr9:76067955-76096102,3,0,3,5,3,1,6,4,4,7,2,2,1,4,1,6,3,0,3,2,1,0,4,1,2,4,3,3,0,2
chr2:26364302-26373629,3,1,2,1,1,0,3,0,3,1,2,2,3,1,0,3,0,1,3,0,1,2,5,0,2,2,1,2,0,6
chr3:170136419-170149244,2,0,3,2,1,3,9,1,1,1,3,2,3,2,3,5,7,3,3,4,1,1,2,2,2,2,2,4,1,4
chr10:91994535-92008275,2,3,1,2,5,5,4,0,1,0,1,2,6,2,0,6,0,3,3,3,4,0,7,1,1,4,3,3,1,4
chrM:13019-13120,3,2,2,3,1,1,5,1,1,3,5,0,0,2,16,1,0,3,4,4,0,5,1,1,2,1,4,3,2,1
chr18:2890561-2892486,5,1,2,2,1,1,2,2,2,0,1,2,1,2,2,2,3,1,2,1,4,4,6,0,0,3,4,6,4,6
chr11:65499750-65499859,4,8,1,4,6,2,7,4,6,5,10,11,4,3,7,7,4,8,3,10,4,4,5,2,5,8,7,2,4,7
chr15:77467095-77471814,3,2,1,0,0,1,3,0,4,2,5,3,4,1,3,0,1,2,3,0,2,0,3,2,1,0,0,1,1,2
chr9:111570091-111586165,2,1,0,2,2,1,5,3,1,6,5,5,4,7,4,2,3,1,2,3,0,1,3,3,3,2,1,2,4,8
chrM:11237-11290,3,8,2,1,9,2,7,6,1,2,5,3,0,3,7,1,4,0,5,2,0,2,2,1,0,5,3,2,10,2
chr17:4282798-4296814,6,8,4,6,9,9,6,6,0,7,13,9,6,7,5,12,2,8,6,5,5,4,11,6,5,9,3,7,7,8
chrX:12975132-12976319,12,11,3,3,2,5,2,3,4,0,4,6,1,2,4,2,4,2,3,6,2,5,2,2,0,8,2,0,1,7
chr19:19492306-19492712,2,2,2,1,3,3,3,1,0,0,2,5,0,2,0,0,0,1,1,1,1,2,3,0,0,2,2,3,0,2
chr21:8212935-8396212,1,4,1,2,0,4,5,3,2,2,1,2,2,0,3,7,3,2,7,4,2,3,4,2,1,2,1,7,4,5
chr14:20343076-20343250,7,4,7,11,8,11,16,5,9,6,14,14,14,7,20,7,5,5,7,7,6,10,9,8,3,10,2,10,4,13
chr3:120056642-120056873,0,2,1,0,1,5,3,5,5,3,4,4,2,1,2,2,4,3,8,3,0,1,5,0,0,5,4,3,4,5
chr5:177209636-177212195,2,2,2,2,3,4,4,1,1,1,3,4,1,1,4,1,1,1,2,3,3,3,2,1,3,1,1,4,1,2
chr14:49586789-49862664,10,8,2,20,3,12,4,0,3,11,6,4,4,7,5,3,2,1,6,3,19,0,9,9,1,7,5,4,7,12
chr12:27714780-27724186,5,3,4,3,4,10,4,3,3,1,4,4,6,5,4,1,3,4,6,5,2,2,7,6,2,0,4,3,2,7
chrX:118584735-118590302,3,2,1,2,2,8,1,3,0,0,1,2,2,1,2,1,0,2,0,2,2,1,2,0,1,1,0,2,1,2
chr15:94367605-94385525,3,2,2,4,4,4,1,1,4,1,3,3,3,0,1,2,3,0,1,8,1,1,4,2,1,2,4,1,2,7
chr17:59764971-59773885,1,2,2,3,5,1,3,4,3,0,2,1,1,4,0,1,2,2,4,2,3,0,1,2,1,0,0,0,2,3
chr6:75634707-75678927,3,1,2,0,0,2,5,2,2,0,3,4,1,4,0,1,3,3,1,2,0,1,2,2,1,4,1,1,2,1
chr9:33986760-34017189,2,0,1,1,3,1,2,2,0,3,3,2,1,4,2,1,1,0,1,1,1,3,2,4,1,1,1,2,2,3
KI270936.1:93602-93667,9,0,6,5,0,7,5,7,2,2,4,10,7,4,3,0,4,0,0,4,3,1,2,0,1,8,3,3,2,3
chr12:111509549-111510582,5,4,2,3,8,3,4,8,5,3,5,3,4,1,2,9,7,6,5,7,2,3,6,3,5,13,1,2,4,2
chr11:46076754-46092223,0,2,3,1,0,3,6,1,1,1,2,2,0,3,1,2,3,3,1,4,1,1,2,2,1,4,1,4,2,4
chr12:104927973-104931791,1,3,1,1,3,0,2,2,3,0,2,1,2,1,3,0,3,0,3,0,0,2,2,1,1,2,1,1,2,5
chrM:6861-6971,4,3,2,6,2,2,2,1,4,1,1,3,4,4,4,1,1,2,1,1,2,1,1,1,2,1,3,0,1,4
chr2:108752998-108753563,3,0,0,1,3,4,2,3,0,1,0,2,1,0,0,0,2,0,2,1,2,2,3,4,3,1,2,0,0,2
chr2:64551443-64553409,4,4,1,2,0,4,3,0,4,2,1,2,3,5,0,0,2,0,6,2,1,2,4,2,1,0,3,2,5,0
chr2:206127797-206130242,9,5,8,3,8,6,14,2,4,3,3,11,5,12,0,7,8,6,8,6,9,4,10,5,4,11,6,5,9,10
chr19:19640085-19640571,5,7,7,0,1,9,7,3,4,2,5,4,0,4,3,1,4,3,6,1,2,2,4,3,2,9,5,4,5,4
chr11:36393846-36419303,0,2,1,1,0,0,9,3,3,1,0,4,2,2,1,3,0,0,4,1,5,2,6,5,1,3,5,0,1,1
chr14:103519667-103519872,3,6,0,1,2,4,0,2,1,1,2,3,5,2,1,2,3,3,3,3,0,2,1,0,3,9,6,0,2,2
chr4:51863437-51877854,3,4,5,1,3,9,10,7,3,4,7,8,5,5,3,6,11,1,5,4,6,2,6,1,5,9,4,5,10,7
chr3:195959183-195960086,3,8,16,1,0,16,0,14,11,11,15,19,10,14,2,15,16,7,17,27,12,8,18,9,11,21,13,20,2,10
chr7:16216066-16278226,1,4,1,0,6,6,1,1,2,0,3,0,1,2,2,2,3,2,1,3,0,1,2,1,0,2,1,0,3,7
chr14:20343078-20343354,2,1,3,1,5,2,3,3,7,6,2,1,3,3,3,7,5,0,0,4,1,1,1,2,3,3,2,4,5,8
chr14:99257471-99257839,3,3,1,5,5,3,7,3,2,0,3,4,2,0,3,5,2,1,2,1,0,3,7,6,4,6,2,3,2,1
chr7:33146242-33177591,3,2,0,1,0,2,3,1,1,0,2,2,3,2,4,3,2,3,2,1,2,2,4,4,2,3,1,1,1,2
chr7:64543707-64544432,2,6,2,2,3,3,3,0,5,1,0,3,0,2,1,2,2,0,4,1,2,2,1,4,0,7,1,2,2,8
chr4:71236576-71255399,7,2,2,3,3,6,5,2,3,2,2,8,0,4,3,1,2,4,6,4,2,0,4,3,1,0,3,0,1,4
chr11:65499716-65499842,17,11,10,21,7,15,25,5,12,13,16,12,9,16,9,8,12,5,11,14,8,14,18,5,7,22,16,11,14,22
chr11:65499651-65499901,3,7,3,1,4,4,4,0,3,2,2,4,2,1,0,4,3,0,2,5,1,0,0,1,5,5,3,2,4,2
chr11:118581246-118584644,2,4,4,2,8,2,6,1,2,5,1,1,4,6,2,4,3,3,4,3,5,1,3,3,4,2,2,4,2,9
chr9:35295696-35313989,6,10,4,3,7,8,11,9,9,15,13,20,10,3,0,9,1,1,1,9,5,11,8,1,7,1,16,4,5,19
chr7:100993950-100998875,7,3,0,4,2,3,1,0,9,6,5,3,1,0,1,1,6,1,4,4,3,4,1,3,6,8,5,0,2,0
KI270910.1:89111-140752,6,10,4,6,4,3,8,7,8,2,8,7,4,2,0,5,1,4,5,1,4,3,13,2,5,8,5,10,4,13
chr11:77619606-77629899,3,3,1,3,5,2,0,1,1,2,2,5,3,3,2,3,4,3,4,3,2,1,4,3,1,2,0,6,4,4
chr1:51827796-51834170,4,2,3,2,6,2,2,4,1,2,3,6,3,1,1,1,2,0,2,1,1,3,3,1,0,3,1,3,3,7
chr7:116110708-116112038,0,2,1,0,2,3,1,2,2,0,6,0,2,0,0,3,4,4,0,2,0,0,1,5,1,2,1,2,3,1
chr10:96544076-96576829,6,3,2,2,4,3,4,0,3,4,0,5,4,2,0,3,3,1,6,2,2,0,4,7,2,6,1,3,1,5
chrM:12843-13046,2,10,7,0,6,7,16,18,8,4,6,6,5,5,36,5,14,2,14,10,5,7,15,4,9,15,14,16,14,9
chr11:61437625-61438113,4,7,2,2,2,5,10,3,8,1,8,8,5,3,5,3,4,5,5,2,2,4,10,5,3,9,3,6,3,12
chr5:177536358-177539147,0,5,2,3,3,3,11,5,6,6,10,6,5,4,5,11,4,3,5,10,5,5,8,6,4,6,6,13,10,9
chrM:7209-7394,1,1,2,0,1,1,6,2,1,3,0,0,2,0,3,4,2,3,2,2,1,1,3,2,4,1,3,4,3,1
chr11:62523062-62523304,1,3,2,2,3,3,7,2,5,1,1,3,4,3,4,3,2,1,2,2,4,0,1,0,3,2,2,3,5,5
chr10:124408542-124412200,2,0,2,2,3,2,4,0,2,2,2,1,1,1,3,3,2,0,1,0,2,1,2,1,1,3,0,1,0,1
chr16:19616114-19647882,2,3,5,2,10,2,4,1,5,1,6,0,4,2,3,4,3,3,3,2,3,1,1,3,2,4,1,3,0,5
chr10:70152263-70161931,0,3,1,1,0,3,5,1,2,0,1,1,1,1,2,3,2,2,2,2,1,0,3,3,2,2,0,1,3,2
chrM:8442-8495,5,8,12,2,5,10,1,0,11,9,1,7,5,10,5,7,11,0,0,3,4,2,14,6,16,0,11,4,36,12
chr7:74356410-74357477,4,6,8,5,4,5,9,8,4,3,4,4,8,3,1,6,3,0,3,3,1,5,7,4,1,4,4,6,3,10
chr15:74923648-74926887,1,0,2,0,2,1,4,0,3,1,2,5,1,0,1,3,1,0,2,1,0,3,4,5,0,3,3,5,0,4
chr8:121628714-121629340,1,4,3,1,7,3,5,3,2,1,3,5,2,4,1,2,3,1,4,4,0,2,3,3,0,2,6,3,2,6
chr10:94245946-94246621,6,13,9,9,3,11,12,10,1,14,5,7,1,4,2,5,6,2,10,4,6,1,14,8,10,11,6,7,5,10
chr2:159324225-159324477,2,1,1,1,1,0,6,9,10,2,7,2,5,3,4,8,0,7,21,5,0,6,2,0,0,15,7,1,0,7
chr8:139882334-139884001,1,2,2,2,2,2,2,1,2,0,0,0,1,0,0,1,2,0,4,1,2,1,3,0,2,1,2,2,2,2
chr11:65500447-65500611,11,1,5,1,4,2,11,6,5,4,1,5,4,3,1,1,3,5,1,2,4,3,4,4,2,8,1,1,7,1
chr12:111552280-111555919,4,4,1,2,11,7,9,5,5,2,4,8,5,2,3,4,6,3,10,0,3,3,6,5,2,9,6,11,6,4
chr1:211353239-211354467,3,0,2,0,2,2,5,0,3,0,3,9,1,4,1,3,1,2,4,3,1,0,2,4,3,3,3,2,4,7
chr4:1225360-1241519,6,6,5,4,3,5,8,8,5,4,1,1,2,5,3,3,4,4,6,0,5,3,3,7,2,9,3,2,2,6
chr6:82214227-82214829,1,3,2,2,5,5,3,2,1,1,3,3,6,3,4,2,1,4,1,0,1,3,3,2,3,5,1,4,6,7
chr4:51863437-51891851,12,10,14,5,9,11,10,6,9,9,11,14,12,9,3,9,5,8,8,7,1,2,9,4,14,13,10,9,11,17
chr19:11513056-11514221,3,1,0,2,1,3,6,1,0,2,2,1,2,1,0,5,2,3,0,1,2,2,0,2,5,0,3,3,3,1
chr4:143543509-143543972,16,11,16,6,11,15,28,9,8,5,24,18,13,20,7,10,20,17,14,19,9,10,10,23,21,15,9,16,16,21
chr5:36982165-36986301,9,9,4,5,8,10,6,1,13,3,16,9,7,11,6,5,7,8,10,8,8,4,10,8,5,12,12,8,10,14
chr18:62072673-62095950,2,1,2,0,2,3,4,1,1,2,0,0,1,0,1,3,2,1,1,2,1,3,3,3,2,2,3,0,0,1
chr11:65501239-65501544,2,4,5,3,0,6,7,3,4,2,7,1,1,2,6,4,3,4,7,1,3,5,1,9,3,22,10,7,2,8
chr11:73707420-73718890,2,6,3,6,5,6,4,5,6,1,2,7,1,4,6,2,1,3,6,1,3,7,7,3,3,8,6,2,2,4
chrM:12580-12693,1,7,5,2,3,4,2,4,3,0,5,2,3,1,3,2,2,2,2,4,2,0,4,1,2,6,8,1,1,1
chr7:149018992-149021147,4,2,1,4,6,3,10,0,2,0,3,3,1,4,3,4,2,2,3,5,3,5,4,1,0,5,1,0,2,5
chr1:9931891-9935627,2,2,0,1,2,5,4,0,2,4,0,3,0,2,0,3,1,1,2,0,4,1,1,1,3,3,1,3,1,3
chr5:176943335-176958154,15,11,8,11,14,19,28,6,9,12,14,12,19,10,17,12,13,6,12,14,9,14,28,10,12,14,14,14,12,26
chr7:16258390-16278226,18,7,2,7,11,14,5,13,6,6,15,12,11,14,11,5,8,7,8,9,7,6,4,9,9,5,7,6,11,11
chr20:18297985-18306393,3,0,4,0,3,2,8,1,1,1,5,1,4,6,1,5,0,1,3,2,4,0,5,2,1,3,2,4,4,7
chr3:155833468-155842619,3,3,3,4,1,3,3,1,2,0,1,7,3,0,4,1,2,2,4,0,1,2,3,2,2,11,2,1,3,4
chr19:39863368-39863663,6,2,4,4,4,0,3,1,0,0,1,1,0,3,1,0,2,1,2,3,1,4,3,2,0,0,3,0,3,6
chr11:65502175-65502339,8,7,9,7,6,6,32,5,5,7,13,5,1,8,13,4,2,4,15,5,9,4,16,6,5,19,6,3,10,7
chrM:6925-7113,7,5,0,0,4,1,5,2,2,1,5,5,1,2,7,0,2,0,3,1,2,4,2,2,1,3,0,2,3,3
chr13:32517857-32527532,49,35,33,28,59,57,49,36,47,45,41,53,47,35,42,38,50,41,37,32,37,44,49,32,25,50,41,32,51,75
chr17:31155983-31169997,4,1,0,2,3,5,3,4,2,6,3,2,1,1,0,7,3,1,3,0,3,0,5,2,1,2,1,2,5,3
chr5:65988635-65994864,7,9,4,1,9,20,10,9,4,6,8,9,14,5,1,14,13,5,15,7,4,6,8,1,6,18,7,9,13,8
chr6:57193842-57210445,3,2,1,1,3,6,3,1,5,2,1,4,6,4,3,2,2,0,3,3,2,2,2,4,3,5,1,2,1,3
chr11:65500065-65500121,4,1,2,2,3,1,4,0,3,0,1,4,2,2,2,2,0,1,2,0,1,0,5,3,3,1,6,0,4,6
chr1:206937149-206937466,4,5,1,5,2,4,5,1,7,3,4,4,3,4,1,3,3,0,2,2,7,2,5,4,2,4,7,6,5,4
chr4:139695197-139704196,0,2,2,1,4,4,0,0,3,1,1,3,7,4,0,1,1,0,2,1,2,1,3,1,2,4,3,1,2,3
chr3:134175609-134195182,1,1,0,0,2,5,7,1,0,2,4,4,4,4,1,1,3,3,4,1,0,1,4,2,6,6,2,2,2,2
chr11:108227595-108235834,2,1,0,3,4,7,5,3,3,0,3,2,4,3,3,3,3,3,3,2,3,1,1,2,0,2,0,4,4,4
chr1:155675010-155679512,8,7,3,5,7,16,12,7,2,9,3,9,12,10,10,10,8,9,7,9,4,9,7,7,4,5,6,4,7,14
chr7:6800948-6801523,10,4,12,5,16,23,10,14,13,6,12,11,14,10,11,11,5,7,12,9,6,9,13,14,4,15,9,15,13,10
chr22:45689712-45718493,0,3,2,2,2,3,2,0,0,2,1,4,0,2,0,1,2,1,2,0,3,1,3,2,1,4,4,3,1,2
chr17:59839768-59839895,3,10,5,3,2,2,7,1,3,2,7,3,0,9,6,1,4,3,3,3,3,2,5,0,3,7,0,0,1,4
chr10:97437191-97437750,0,0,2,2,2,1,5,2,1,1,2,1,1,4,1,1,0,0,2,3,5,1,1,3,4,1,2,2,2,3
chr8:18799295-18804898,0,8,2,0,5,5,24,4,6,20,5,8,13,3,20,10,12,1,11,9,10,4,6,14,0,11,5,9,6,15
chr20:35714185-35725155,11,13,4,9,21,12,13,8,15,11,12,11,9,9,7,16,7,10,12,18,7,9,7,8,7,16,8,15,7,21
chrX:17103718-17138961,3,2,1,1,1,1,4,0,1,1,3,4,0,1,0,1,1,1,2,2,2,1,2,6,2,2,3,3,2,5
chr20:2964272-2965202,10,3,11,4,10,12,1,16,13,9,23,10,20,11,9,23,15,1,16,11,1,13,14,1,12,1,12,8,8,1
chr2:31917926-31932135,3,10,2,3,7,4,9,6,5,5,6,6,3,10,1,4,9,10,12,2,4,9,5,3,4,8,8,5,7,12
chr7:30550636-30574881,2,3,2,2,2,2,5,0,3,0,3,5,4,4,4,8,3,4,4,4,4,6,8,3,2,8,2,1,3,7
chr6:47503280-47504758,3,4,2,4,6,5,2,3,3,4,6,4,2,0,1,1,1,3,2,7,3,1,8,0,3,3,5,5,2,11
chr1:147252623-147259918,4,1,0,2,1,3,4,1,2,1,2,2,7,1,0,10,4,2,2,1,0,2,5,3,1,4,4,2,0,4
chr14:20343315-20343397,5,3,1,4,1,2,2,2,3,0,3,2,0,5,4,0,0,1,2,1,1,0,1,0,2,1,1,1,3,6
chr11:65499639-65499703,3,4,2,1,3,0,1,3,1,3,1,1,2,2,2,0,1,2,1,4,0,3,5,1,1,0,0,3,1,2
chr17:20204333-20205912,54,1,25,21,24,3,4,1,4,32,2,2,1,2,22,41,52,30,2,1,4,3,1,9,43,4,1,2,1,62
chr5:154033791-154034967,13,11,6,19,12,16,29,20,10,11,25,20,34,9,12,16,21,10,17,16,11,13,12,10,12,29,15,17,15,16
chr1:206933120-206934507,13,4,7,11,6,2,11,4,4,1,8,18,0,6,2,1,2,7,9,5,3,5,3,2,2,12,10,2,1,7
chr5:57246300-57247215,5,3,2,1,6,5,1,0,2,1,6,2,2,4,1,2,1,1,3,0,2,2,4,2,1,0,2,3,1,3
chr15:44711513-44715560,13,8,7,5,9,9,36,6,4,4,6,5,8,5,4,9,2,5,15,7,6,7,9,0,6,5,12,6,3,12
chr3:195619779-195726115,0,2,3,0,0,2,0,3,3,2,3,2,1,1,1,7,1,0,4,5,7,4,5,5,4,0,9,2,0,2
chr9:83682951-83686155,3,5,7,1,2,4,3,5,4,2,1,3,1,5,1,2,3,7,6,3,1,1,4,1,2,7,3,2,4,7
chr6:154787861-154792976,4,1,1,2,2,4,2,0,2,2,1,4,5,1,0,4,1,2,5,1,2,3,3,1,0,1,3,2,1,2
chr1:45640210-45642499,8,7,11,8,2,10,18,15,9,7,16,13,11,9,11,7,7,8,14,9,1,13,7,7,6,20,7,7,13,14
chr11:65500460-65500624,26,1,15,1,21,10,46,17,25,16,28,14,13,16,13,13,21,26,1,27,10,15,14,13,13,27,39,1,18,1
chr12:28225795-28259442,9,10,11,9,8,23,10,7,7,6,1,18,10,16,6,12,12,15,7,11,7,9,13,10,3,18,6,5,11,10
chr6:82210814-82212793,0,2,3,1,2,4,5,2,3,4,4,4,6,0,0,1,4,0,2,1,4,2,3,0,3,7,3,0,4,6
chr11:65500490-65500684,7,5,7,10,3,6,14,2,5,3,7,1,2,2,5,3,4,3,7,6,1,2,7,0,8,6,5,7,8,7
chr14:49586735-49586866,7,16,12,10,17,12,20,14,9,4,23,25,6,10,7,4,12,7,16,1,1,1,16,4,11,8,6,9,5,10
chr5:88220563-88245792,4,2,1,3,3,1,3,0,4,4,1,1,3,3,2,4,0,1,0,7,3,1,1,0,3,4,3,2,1,4
chr8:70159505-70162854,13,5,4,4,14,9,8,10,7,4,12,15,6,12,2,7,10,13,10,10,5,5,10,8,10,10,9,1,3,7
chr14:105587614-105708060,2,0,2,2,8,4,1,2,0,0,0,0,3,1,0,4,2,3,1,2,4,0,2,1,1,3,0,1,0,6
chr12:100282943-100298175,11,21,7,3,13,8,8,4,4,7,9,8,3,4,3,10,4,2,12,6,8,1,11,5,12,16,1,6,6,10
chrM:4671-4757,9,3,8,4,5,1,11,7,3,2,5,6,4,1,27,8,8,6,11,12,3,8,7,0,4,11,2,4,3,7
chr7:92517276-92518255,1,1,2,2,3,1,2,0,1,2,2,2,1,0,1,1,3,1,2,2,4,4,0,2,1,2,1,0,2,2
chrM:15654-15827,3,2,5,3,3,3,23,2,3,3,5,4,3,5,1,6,5,3,8,8,0,6,3,3,6,6,6,3,7,5
chr15:85067014-85083644,1,1,4,3,6,5,6,5,2,0,2,1,3,3,1,5,1,2,1,4,0,1,4,3,3,2,4,3,1,5
chr2:89176521-89244973,2,3,1,4,0,2,3,6,3,1,2,16,6,2,2,3,1,3,1,1,1,6,14,0,0,4,1,2,1,7
chr18:49363161-49379758,4,5,0,3,8,6,4,2,1,2,2,3,8,3,1,5,2,0,1,2,1,2,4,2,0,1,2,6,2,9
chr6:116689320-116692392,8,8,10,6,12,23,25,13,12,10,11,14,13,6,13,13,13,17,14,8,10,11,17,10,9,21,6,17,23,35
chr4:102304317-102315830,12,15,8,15,13,32,8,4,12,11,6,13,22,18,2,16,15,7,16,13,12,4,13,5,12,10,18,7,10,11
chr7:23185070-23187146,6,2,1,3,3,4,9,3,2,2,2,6,4,4,3,5,3,2,5,3,4,2,3,3,1,13,5,2,4,6
chrM:11875-12020,10,5,3,1,3,9,6,16,6,2,12,8,5,10,27,3,3,8,8,4,13,8,8,11,5,19,16,5,14,9
chr10:101667886-101676436,8,8,8,6,15,8,21,18,9,5,4,6,8,10,9,15,6,14,15,14,9,9,7,14,8,10,13,10,5,9
chr1:23397545-23418016,33,39,26,28,33,32,49,26,24,15,58,45,38,26,13,26,26,20,44,52,33,39,25,25,30,31,48,39,28,57
KQ031384.1:285347-353799,2,0,1,1,0,7,7,13,2,1,5,9,6,1,1,4,1,3,1,2,2,13,21,0,1,2,2,2,3,9
chr13:41811225-41819386,6,0,0,1,3,4,3,1,2,2,2,2,2,4,0,2,0,3,0,2,2,2,2,4,0,5,0,1,2,1
chr14:49586793-49862624,2,0,0,3,1,8,7,0,1,0,4,1,2,5,14,8,1,0,6,4,8,1,4,17,2,17,8,2,1,3
chrX:150592605-150619139,5,8,2,5,3,8,4,4,4,10,2,3,1,8,2,1,2,2,4,4,2,1,4,7,2,8,1,3,8,1
chr9:85618983-85633374,4,3,4,0,1,0,2,2,2,2,0,2,4,2,1,4,3,2,3,1,1,1,5,1,1,1,1,0,1,2
