ID,1032245-N_bwa.ciri2,1039868-N_bwa.ciri2,1042353-N_bwa.ciri2,1042745-N_bwa.ciri2,1043773-N_bwa.ciri2,1045386-N_bwa.ciri2,1045549-N_bwa.ciri2,1046191-N_bwa.ciri2,1046287-N_bwa.ciri2,1046349-N_bwa.ciri2,1046499-N_bwa.ciri2,1047291-N_bwa.ciri2,1047831-N_bwa.ciri2,1047912-N_bwa.ciri2,1048720-N_bwa.ciri2,1049983-N_bwa.ciri2,1050700-N_bwa.ciri2,1051316-N_bwa.ciri2,1054390-N_bwa.ciri2,1056166-N_bwa.ciri2,272577-N_bwa.ciri2,451368-N_bwa.ciri2,477022-N_bwa.ciri2,515975-N_bwa.ciri2,522638-N_bwa.ciri2,548142-N_bwa.ciri2,649867-N_bwa.ciri2,685749-N_bwa.ciri2,843725-N_bwa.ciri2,99272-N_bwa.ciri2
chr19:18539371-18539720,5,6,6,6,0,13,6,6,5,3,5,8,5,9,7,5,5,6,6,3,6,6,6,6,4,11,7,4,5,8
chr2:202464809-202467689,15,14,4,2,15,11,22,6,7,4,14,15,9,9,6,5,7,14,9,8,7,12,13,7,12,14,11,19,11,20
chr7:130120749-130122202,10,8,5,0,10,10,6,6,6,3,14,20,9,9,3,7,8,7,8,3,5,9,9,6,7,11,11,8,5,10
chr3:195381009-195412916,5,0,0,0,6,3,9,2,4,0,3,0,5,2,2,3,0,0,2,2,0,3,2,0,2,2,0,0,5,0
chr10:88893871-88905660,3,4,2,4,2,7,3,0,5,5,2,7,3,5,3,10,3,5,3,2,2,2,3,3,4,8,5,4,4,10
chr10:7220411-7285954,2,0,5,3,0,2,5,3,2,0,4,4,3,0,2,0,0,4,0,0,2,2,2,0,0,3,3,0,2,8
chr19:34430576-34434968,5,4,10,6,10,10,7,13,9,6,7,10,4,6,5,9,7,5,12,4,7,5,8,5,6,9,9,4,9,16
chr3:172226871-172251541,6,5,0,0,4,5,4,0,2,2,4,3,2,2,0,2,2,2,0,2,3,3,2,0,2,5,0,5,5,0
chr17:60633853-60648082,4,5,3,2,3,3,4,3,3,0,2,0,4,0,0,2,2,0,3,3,0,0,0,3,4,3,2,0,2,6
chr11:120476661-120477526,4,2,2,0,2,0,5,3,0,0,4,2,4,3,2,0,0,2,6,7,0,6,3,3,2,5,0,4,3,0
chr9:18336332-18362182,3,2,0,7,0,0,0,5,3,3,0,3,3,0,0,2,3,2,5,3,0,0,6,6,0,3,0,2,4,0
chr6:130184103-130184623,0,3,2,0,5,2,0,3,3,0,3,3,0,2,0,0,0,3,0,0,0,4,2,0,0,3,0,3,2,3
chr12:51055835-51056502,0,2,2,2,2,3,7,6,8,2,3,4,5,0,5,9,4,2,7,2,2,4,3,3,4,6,7,3,5,5
chr3:8935871-8941804,4,3,4,2,0,4,0,3,4,2,0,4,3,0,3,4,3,0,3,3,3,0,9,0,4,3,6,0,5,10
chr4:30920153-30950215,3,0,0,0,2,0,4,0,0,0,4,4,2,2,4,0,2,3,3,3,0,2,4,0,5,3,2,0,0,8
chr4:10097711-10103986,2,4,6,2,14,6,11,4,8,3,6,8,4,0,5,6,5,6,6,13,10,8,11,8,3,10,9,15,4,15
chr7:140794308-140808995,4,0,0,0,0,2,0,3,4,0,0,3,3,0,4,0,2,2,0,0,4,2,4,0,0,2,0,3,2,4
chr3:142093061-142101841,6,3,0,2,6,0,0,0,6,0,0,3,0,5,3,0,3,2,4,0,0,2,2,2,0,2,3,2,3,3
chr3:158122103-158123991,7,2,2,2,0,7,4,5,9,4,0,0,4,0,6,8,7,5,5,7,5,11,4,7,9,9,7,4,6,8
chr17:81855142-81855586,4,3,5,2,0,2,4,3,0,3,4,12,0,7,3,0,3,0,7,0,0,4,0,0,2,0,5,5,0,3
chr5:73058433-73077493,12,6,7,3,13,5,9,6,8,8,5,5,12,9,7,4,7,11,9,5,5,4,2,2,6,13,4,6,9,13
chr5:171910572-171914405,0,0,0,0,2,4,3,2,3,2,0,2,0,5,0,4,0,2,3,3,0,2,0,3,0,3,4,0,2,2
chr8:22474954-22475624,2,4,4,0,0,5,6,0,4,0,4,4,3,0,0,3,3,5,2,4,5,7,4,0,3,2,4,4,2,5
chr9:35228015-35243364,3,3,0,0,7,0,6,2,6,0,3,5,5,7,2,3,0,0,0,7,0,4,0,0,0,5,2,2,2,0
chr18:31832084-31839457,4,4,0,0,0,0,0,0,2,2,0,6,4,0,2,0,0,0,2,2,2,3,6,0,2,2,0,2,4,5
chr10:7276892-7381949,0,7,2,3,2,2,2,2,0,0,6,0,0,4,0,4,0,2,6,4,2,0,3,3,2,2,2,2,4,9
chr5:74834426-74841679,3,0,0,2,0,4,0,2,0,0,2,0,0,2,0,0,0,3,0,2,2,2,2,2,0,3,5,2,0,2
chr5:176289654-176290955,0,0,2,3,2,0,3,0,0,2,0,4,0,2,0,2,0,0,2,3,0,4,0,2,0,3,2,0,3,2
chr1:28742403-28743986,4,3,0,0,4,3,0,2,2,2,2,6,2,6,0,3,3,0,9,2,2,0,2,2,0,5,0,0,3,0
chr8:18011237-18011827,2,2,0,0,3,0,9,5,2,0,2,3,4,0,2,4,2,2,2,4,4,2,2,4,0,0,3,2,4,4
chr10:94441896-94443423,7,2,4,2,3,3,2,0,3,0,2,4,0,0,4,0,0,0,2,2,0,0,4,2,7,4,2,2,0,2
chr1:151024611-151025673,5,7,4,2,2,11,9,7,5,3,7,7,4,5,3,2,0,6,7,5,2,6,9,2,2,10,5,4,12,9
chr22:41342529-41343576,2,0,4,5,4,0,3,4,3,0,7,4,3,2,0,0,3,2,0,0,4,4,0,4,0,4,5,3,2,4
chr1:32948222-32949774,11,14,13,11,9,13,24,17,10,5,16,14,5,9,5,17,14,5,15,7,9,10,16,8,18,14,9,14,7,23
chr6:145888020-145894977,2,2,0,0,3,5,4,0,5,3,5,6,3,0,3,5,5,3,5,0,4,0,0,4,0,2,3,4,2,3
chr17:69273943-69284072,0,4,0,4,5,3,2,0,2,0,2,0,2,0,0,8,0,0,2,3,0,2,2,4,0,0,3,0,2,3
chr17:61984171-61985090,0,4,10,3,4,10,9,2,2,5,3,11,0,6,7,8,4,4,6,2,4,5,9,4,5,9,4,5,6,5
chr15:92924321-92929091,7,2,5,0,5,9,10,5,9,6,5,6,8,2,7,2,6,6,5,6,2,4,5,5,5,6,2,6,5,5
chr11:46493608-46508370,3,0,3,0,0,3,2,2,0,0,3,0,5,0,0,0,3,0,4,4,2,4,5,2,0,0,2,2,3,4
chr18:32111754-32124845,2,2,3,4,2,0,3,0,3,0,0,3,3,0,0,3,0,0,3,0,0,2,2,5,5,2,4,0,4,3
chr12:104991712-104996026,4,0,0,2,4,0,4,5,0,0,0,3,0,3,0,3,4,0,2,0,3,2,2,0,0,2,2,0,3,4
chr18:62348168-62349937,27,22,10,10,29,26,20,14,17,8,14,21,12,14,7,15,18,17,24,14,13,17,28,27,20,24,21,14,16,37
chrX:107088436-107088839,0,3,0,3,2,3,5,0,2,2,5,4,4,3,0,0,2,0,0,3,4,5,2,0,0,0,0,2,0,4
chr3:123931102-123949132,7,9,3,0,3,8,5,0,5,6,4,4,2,2,0,2,3,6,7,0,0,2,2,5,0,6,3,3,4,4
chr10:98156093-98163397,3,2,2,0,0,0,3,0,0,2,2,0,0,3,0,2,3,2,2,4,0,0,2,3,0,2,0,3,2,0
chr3:47037666-47067118,9,6,6,2,8,7,7,6,5,4,6,4,4,2,0,5,8,2,4,2,6,5,3,4,4,4,7,6,7,11
chr18:12999421-13019206,17,17,18,15,26,24,25,17,16,16,13,28,17,14,10,14,12,8,27,12,21,11,23,13,12,39,20,12,17,37
chr7:152309966-152315338,5,10,14,5,6,9,11,6,9,9,9,7,8,6,6,12,6,10,8,6,7,4,8,5,6,12,6,8,9,8
chr5:80775694-80792844,4,6,5,0,6,13,9,3,8,6,9,7,6,2,4,4,10,5,4,5,4,6,9,4,2,8,4,2,4,6
chr5:72861808-72865729,7,7,3,0,2,6,2,0,0,0,6,4,2,3,4,5,2,2,5,2,4,6,5,0,2,9,0,0,5,2
chr4:75012425-75013150,3,5,0,2,4,5,3,4,4,4,3,5,2,4,3,5,5,2,5,5,2,2,3,0,6,6,7,3,6,5
chr9:33948374-33956146,7,7,2,0,6,6,15,8,9,3,5,3,6,4,4,6,4,4,10,2,2,4,0,7,5,5,3,7,6,7
chrX:10566888-10567603,0,3,3,0,3,4,4,0,0,4,0,6,2,0,0,0,4,0,3,3,0,3,2,2,2,3,2,0,3,3
chr1:8541214-8557523,12,6,0,6,9,20,10,4,8,2,8,7,4,8,9,10,4,5,8,4,11,6,6,4,4,8,5,4,4,14
chr16:11020193-11061022,2,10,3,6,2,5,10,6,5,3,6,8,6,4,3,4,3,2,6,4,2,3,9,10,9,10,8,3,7,12
chr8:47279862-47294030,4,3,3,4,5,5,11,6,3,4,6,7,5,2,4,5,4,7,0,6,2,6,8,4,3,9,2,9,4,7
chr12:28225795-28259442,16,24,17,16,13,36,21,16,10,9,31,25,15,21,12,26,15,24,17,17,11,13,16,20,14,28,10,12,17,19
chr5:59180595-59215968,3,4,2,0,6,3,2,0,4,3,2,5,0,0,6,4,4,0,4,3,0,2,4,0,3,3,4,2,2,3
chr8:92916929-92929574,4,4,0,0,2,3,0,2,0,3,3,3,5,0,3,0,5,2,0,2,0,2,2,0,3,0,2,0,4,2
chr10:95381685-95410777,3,2,0,0,6,5,2,2,7,6,3,5,0,5,6,4,6,2,5,5,3,0,2,3,0,6,2,3,6,3
chr1:232460887-232471528,2,2,0,5,4,6,2,0,0,4,0,4,0,4,2,2,2,0,4,3,0,0,4,0,2,0,6,0,2,3
chr7:117504253-117559655,3,4,0,0,6,3,0,2,7,0,3,6,2,4,0,2,4,6,3,3,0,0,5,0,0,3,0,5,3,6
chr20:63775678-63790790,7,6,5,0,10,10,8,5,7,5,6,4,5,4,3,33,4,10,12,5,5,3,9,0,28,48,0,7,6,6
chr14:55612019-55619312,3,5,3,0,0,5,0,0,4,0,4,0,0,0,0,3,3,7,6,0,0,3,4,5,0,6,4,6,5,5
chr3:49335020-49335596,0,2,2,0,2,3,2,0,5,0,2,3,2,0,2,3,2,2,0,4,0,2,3,0,0,3,3,4,3,5
chr2:90082996-90159914,109,100,0,0,344,173,302,229,0,0,0,308,290,154,0,0,252,0,0,196,283,293,807,0,44,0,76,484,177,250
chrX:80707427-80719656,0,4,3,0,8,3,3,0,3,4,6,4,6,4,4,4,0,2,10,2,2,0,3,0,3,6,0,2,0,5
chr6:118511298-118566316,2,3,2,4,0,10,7,5,0,4,0,4,3,0,0,7,4,5,2,5,3,0,5,0,5,2,2,3,3,9
chr21:39215237-39218660,2,4,2,3,3,2,0,3,0,2,2,2,3,0,0,0,0,0,2,0,0,2,0,0,2,0,2,3,0,7
chr15:90441506-90443478,8,0,3,0,7,4,8,5,4,4,10,8,4,6,3,3,13,5,2,5,3,10,4,3,5,8,7,2,2,11
chr15:80098416-80122800,7,9,2,6,10,13,13,3,2,5,5,5,8,4,4,10,5,4,0,6,3,0,4,4,14,5,6,2,5,18
chr22:41808875-41810291,6,8,9,11,9,7,11,9,6,5,8,15,8,16,5,9,8,7,12,11,7,8,13,9,7,23,7,10,7,22
chr3:57242856-57267792,0,0,0,0,2,3,3,3,0,2,2,0,2,4,2,5,0,0,4,0,0,0,0,2,0,5,2,4,0,2
chr2:54982515-54987698,7,7,8,3,7,14,14,10,7,4,9,11,4,7,11,17,12,9,9,12,4,7,20,7,8,14,10,4,5,16
chr22:38494630-38501280,2,2,0,4,5,4,7,2,0,2,2,2,0,2,0,8,3,4,0,5,0,0,3,2,0,0,2,5,3,6
chr7:130039464-130049144,4,0,0,0,7,2,5,0,0,0,3,0,3,2,4,2,2,4,4,2,2,6,4,7,2,3,3,3,0,6
chr7:2229984-2230727,4,4,0,0,4,2,0,0,3,0,0,6,0,4,0,2,0,0,0,2,0,4,4,0,2,2,0,3,2,4
chr11:118786052-118786518,5,7,7,5,5,12,11,3,7,7,6,5,11,8,4,7,7,3,7,4,4,3,5,8,5,5,0,6,7,12
chr8:85281230-85281639,5,3,2,0,3,4,5,3,0,0,3,7,2,2,0,4,2,3,2,0,2,3,4,0,6,6,5,2,2,4
chr3:138570318-138571356,0,16,0,4,21,16,16,9,0,12,0,14,12,0,9,0,8,10,0,0,6,0,10,10,9,20,0,10,14,29
chr1:41070595-41075451,8,12,16,8,22,15,48,23,18,11,30,13,12,15,16,26,37,11,26,25,4,24,16,27,19,19,19,28,16,12
chr4:25151960-25159107,2,3,5,4,0,0,3,3,2,0,0,0,0,4,0,5,0,2,4,0,0,4,2,2,2,3,5,0,0,4
chr2:39336920-39337581,2,0,0,5,3,6,4,4,0,3,5,0,0,5,7,0,0,2,4,3,0,6,2,2,2,5,4,0,6,5
chr17:67945409-67975958,34,0,28,16,36,53,48,38,46,17,51,63,38,27,33,42,50,30,50,57,28,43,41,48,26,48,40,48,55,57
chr6:107904629-107924932,2,3,3,0,2,4,2,2,0,0,0,4,2,0,0,2,0,0,2,3,0,0,4,3,0,2,0,2,3,5
chr18:58934433-58953799,2,5,3,7,9,9,10,4,0,4,4,6,3,3,3,10,5,3,7,2,2,4,8,3,2,9,3,5,5,2
chr14:99257471-99257839,3,3,3,7,7,3,9,4,5,0,4,7,2,0,3,7,4,2,2,5,0,7,8,7,4,6,4,3,3,2
chr1:155438327-155439068,11,11,8,4,11,23,14,8,13,14,10,15,9,7,15,5,10,7,11,8,6,6,15,9,8,12,8,8,11,10
chr11:62527208-62527396,4,3,0,0,7,7,0,4,6,0,0,3,2,0,5,0,4,3,6,5,0,0,5,0,4,0,8,3,3,4
chr8:130152736-130169067,2,0,3,0,7,5,5,2,2,0,10,5,3,3,4,3,7,3,6,6,6,5,4,6,8,7,2,4,4,3
chr15:41668828-41669958,36,21,18,13,19,32,37,15,18,21,19,19,26,21,12,18,21,23,23,21,11,19,26,19,15,22,25,22,13,37
chr7:156966270-156967092,4,4,0,2,3,5,12,4,6,0,5,4,3,3,0,2,2,2,5,0,0,5,5,2,0,0,0,0,0,3
chr12:6510279-6510532,0,0,5,3,3,3,4,5,0,0,10,3,6,0,0,2,0,6,4,5,0,5,3,4,4,0,7,2,4,10
chr16:68190768-68191775,0,0,2,3,3,0,3,0,3,2,0,0,0,2,0,2,0,0,0,3,0,2,2,0,2,4,2,5,3,5
chr9:126340508-126395697,0,3,2,2,3,2,3,3,3,4,2,2,2,0,0,4,0,2,0,3,0,0,4,2,3,0,0,3,2,3
chr1:155721517-155726019,6,3,0,0,2,4,5,2,0,2,7,7,3,6,0,5,3,0,5,7,2,3,4,3,0,5,4,3,7,3
chr9:33948374-33953474,0,0,0,0,3,4,6,2,2,2,6,2,2,0,0,5,4,6,0,3,3,4,4,4,4,5,2,6,5,4
chr15:63529014-63563008,2,4,2,2,2,4,4,3,0,3,2,4,9,3,0,0,4,0,2,3,0,4,0,0,2,5,3,0,3,3
chr12:28255581-28259442,0,0,0,4,2,2,3,0,3,2,2,5,0,2,0,3,0,2,3,2,0,3,0,0,0,4,0,2,3,4
chr3:169975608-169988359,3,2,0,3,0,6,2,2,0,0,0,0,0,3,3,2,0,0,2,3,2,3,3,0,0,0,2,2,5,5
chr11:87067694-87091395,5,2,3,0,2,2,5,0,4,3,2,0,3,3,0,4,2,0,3,0,0,3,3,3,2,2,0,2,4,9
chr4:128074460-128082305,2,0,0,0,5,0,3,3,2,0,2,0,0,0,2,5,4,0,4,0,0,5,0,4,0,6,4,3,2,0
chr7:66797374-66805396,4,0,0,4,4,3,3,4,2,0,0,3,5,2,0,7,4,3,5,0,3,0,0,0,2,6,2,2,0,2
chr21:37420299-37421866,3,3,3,0,3,4,9,5,4,0,5,4,2,6,0,0,2,2,7,3,0,6,9,4,9,4,2,0,0,2
chr9:37126312-37147445,15,12,4,4,4,19,10,5,8,10,3,15,8,8,5,6,12,4,8,7,8,10,13,8,7,6,0,9,11,21
chr3:196806579-196807914,2,3,0,0,0,0,4,0,5,0,2,2,0,0,2,4,2,0,0,3,5,2,5,0,0,7,0,5,0,5
chr11:14771937-14789242,4,7,6,7,3,6,9,6,10,8,7,6,8,3,3,10,3,2,3,7,5,2,11,3,4,0,6,3,5,12
chr22:45689712-45718493,0,4,3,4,3,3,4,0,0,2,0,4,0,3,0,2,2,2,3,0,3,2,3,2,0,4,4,3,2,3
chr19:53380722-53385027,3,0,0,0,0,4,5,0,0,0,2,2,4,2,3,5,0,4,3,2,2,2,4,0,3,3,4,3,3,2
chr5:139363759-139364743,5,4,5,3,8,11,10,3,5,6,5,11,6,8,4,9,6,4,7,12,8,7,9,5,8,10,6,5,5,13
chr10:43154897-43158931,5,3,2,6,4,8,4,0,3,2,3,0,0,2,4,2,0,0,2,0,5,6,2,4,2,0,5,3,5,4
chr6:116689320-116705160,2,2,0,4,2,4,4,0,4,2,0,5,5,0,3,4,0,3,0,0,0,3,4,0,2,3,0,0,3,3
chr4:112562371-112585725,5,2,5,0,2,4,3,0,3,0,0,0,2,3,2,0,0,3,3,0,0,2,2,3,2,5,2,3,0,5
chrX:85067127-85074391,3,0,0,0,0,2,3,0,2,0,4,5,3,3,0,5,3,6,2,3,4,0,11,4,2,5,2,5,5,3
chr7:39987599-40002031,8,9,7,3,3,7,17,5,8,13,9,10,6,11,5,17,11,5,8,12,6,2,7,8,5,10,6,6,11,7
chr15:67231814-67236820,8,9,5,4,6,10,13,4,9,9,8,4,6,9,2,12,6,9,8,12,7,0,8,8,7,16,6,8,8,16
chr6:145864388-145894977,0,3,2,4,8,9,3,3,3,4,2,4,9,2,0,5,2,3,6,5,0,6,4,2,3,5,6,4,7,7
chr5:140440119-140449305,2,0,5,0,4,3,9,6,4,0,5,2,0,4,0,0,3,0,0,5,3,0,6,3,0,4,5,0,2,4
chr13:32517857-32527532,67,51,39,32,78,78,68,46,66,52,54,69,60,49,54,49,59,51,49,50,48,55,67,49,38,72,56,40,69,105
chr15:62007308-62013992,15,5,2,3,5,21,10,7,12,9,16,18,10,9,15,12,13,7,9,12,4,6,4,3,6,9,16,8,17,10
chr19:50216185-50217771,0,4,0,2,0,2,4,3,0,3,4,0,3,2,0,2,0,0,2,2,0,3,6,0,0,2,0,0,0,4
chr18:51054781-51067187,2,4,2,0,3,6,2,0,2,0,2,3,0,0,0,4,0,0,2,3,0,3,6,2,2,2,2,3,0,5
chr2:32377588-32395593,2,4,3,0,3,4,5,5,0,5,2,7,4,3,0,5,2,0,4,2,0,2,6,0,0,3,0,5,3,4
chr16:89418284-89431326,0,3,3,0,0,7,4,3,2,4,0,3,0,2,0,2,4,0,2,2,2,5,0,4,5,4,5,0,5,3
chr17:12054889-12113360,4,3,2,0,0,20,0,2,0,0,3,5,5,3,3,4,0,4,3,5,0,0,6,4,0,3,2,3,0,12
chr9:111386377-111391824,14,19,15,11,10,26,34,11,13,8,8,20,9,18,12,19,17,12,15,11,12,11,14,20,12,19,15,19,12,29
chr8:67299209-67302466,0,0,0,0,2,5,6,0,4,0,2,5,4,4,0,0,3,2,3,0,2,0,2,4,0,0,5,0,0,3
chr18:79096476-79154555,3,4,0,0,4,6,3,3,0,4,0,0,4,2,0,4,0,0,0,3,0,0,0,2,4,2,0,0,4,5
chr15:50300789-50309798,3,2,0,2,3,6,4,2,4,2,0,4,6,4,2,2,0,0,3,0,0,0,2,2,2,0,0,3,0,3
chr6:72295937-72333835,2,6,0,3,6,13,6,3,6,0,5,6,3,2,0,0,8,4,8,3,6,9,5,6,7,7,2,3,3,2
chr15:43398038-43401850,3,2,0,0,3,0,0,2,2,2,2,2,0,2,2,2,0,0,4,4,0,3,2,2,2,3,0,0,0,0
chr13:95161189-95170628,0,3,4,0,0,2,3,0,0,3,2,3,2,4,5,0,0,0,3,2,0,5,0,2,0,4,4,0,3,9
chr7:23611171-23611553,9,12,9,5,15,22,11,10,14,13,4,12,13,7,14,18,10,10,14,5,10,9,11,14,10,25,2,5,15,22
chr1:147275354-147285487,0,0,0,0,4,4,8,0,4,3,2,2,4,0,4,6,6,2,3,4,3,3,2,2,2,7,3,3,2,0
chr7:24623663-24668660,4,4,0,0,2,6,0,3,3,3,0,3,2,4,0,4,4,3,6,4,4,0,4,0,0,7,5,3,2,2
chr17:60460663-60462061,2,3,0,0,2,4,2,5,2,2,4,3,2,5,0,0,2,0,3,0,0,2,2,0,5,0,0,2,2,5
chr2:199323803-199433514,6,5,3,5,0,2,12,5,8,5,3,8,7,4,2,4,0,2,3,5,2,2,3,5,4,6,6,3,7,9
chr8:37765526-37766355,4,7,11,4,4,14,20,8,7,2,10,13,11,8,10,10,7,15,14,9,7,12,7,13,4,13,6,9,12,14
chr15:72518067-72561549,0,2,2,2,6,0,0,0,2,0,0,5,2,2,2,3,0,0,0,0,2,2,5,0,3,4,3,3,2,3
chr6:87215903-87218731,17,16,12,13,18,41,36,12,9,17,18,14,20,19,13,19,8,10,21,16,18,13,26,16,18,10,23,18,22,26
chr13:100301460-100340259,2,2,3,0,3,2,4,2,0,0,0,5,2,0,0,9,5,0,3,6,0,0,2,0,2,3,0,0,4,2
chr9:107300141-107311737,7,4,2,3,0,5,10,3,4,2,2,3,0,2,4,4,4,6,8,4,5,6,7,5,3,2,5,10,5,10
chr5:145438072-145473315,4,5,6,3,3,0,3,0,2,0,0,0,3,0,0,6,0,0,0,4,2,0,3,3,0,0,0,2,2,4
chr8:17713214-17723833,4,2,0,0,0,6,5,6,6,2,7,7,5,4,4,7,5,3,3,4,6,3,3,7,0,9,0,3,7,7
chr11:65500863-65501193,5,9,4,0,5,8,16,0,6,7,7,0,4,9,2,6,4,7,11,0,4,8,10,3,3,4,7,4,3,16
chr5:88220563-88245792,5,4,2,5,4,2,5,0,4,5,0,2,4,3,3,5,0,0,0,8,4,3,2,0,3,5,4,3,2,6
chr15:42827928-42840433,3,12,5,5,7,7,7,5,5,14,6,9,6,11,5,5,6,3,7,4,4,5,8,7,6,13,6,9,5,12
chr4:151454701-151482648,2,3,0,3,0,0,0,0,4,0,4,3,3,0,0,0,3,0,3,3,3,4,2,4,3,4,3,3,3,5
chr1:32592931-32593754,2,2,3,2,4,2,3,0,3,0,0,2,0,0,5,6,0,0,0,5,2,0,2,0,3,5,0,2,3,0
chr12:32598497-32611283,26,10,14,16,20,20,16,6,15,30,15,25,17,18,15,15,16,13,15,16,17,10,14,15,17,28,14,11,19,33
chr3:56627037-56628614,0,4,8,12,14,15,11,5,4,9,12,10,5,4,5,9,3,4,0,4,6,2,12,6,5,7,4,2,15,6
chr18:76849526-76851939,12,6,3,6,12,12,14,7,13,4,10,9,9,4,3,7,9,9,15,8,10,6,11,9,5,14,8,8,10,18
chr7:35010468-35018596,4,7,3,4,6,6,8,4,2,7,5,2,2,6,0,3,4,3,7,3,5,2,6,3,3,4,4,2,3,3
chr13:95983804-95999307,3,6,2,0,4,6,0,0,6,3,6,3,0,7,0,4,3,0,4,4,3,4,2,2,4,0,3,0,2,6
chr2:26364302-26375148,5,5,0,3,6,3,3,3,5,0,6,2,4,2,0,8,3,3,3,5,2,2,0,2,0,6,0,6,2,4
chr3:3777725-3789074,3,6,5,2,9,6,14,6,3,4,9,7,7,4,4,7,2,9,12,7,0,8,7,6,3,9,8,7,7,15
chr7:66240325-66241270,2,0,0,0,0,5,4,0,2,2,0,3,2,2,0,0,3,3,0,0,0,4,2,0,0,4,3,2,0,2
chr13:20731841-20732121,2,0,2,3,2,5,0,0,0,3,0,2,0,3,6,0,2,3,0,0,0,3,3,2,0,5,0,0,3,10
chr4:1900626-1904378,2,5,3,2,7,3,8,3,11,0,5,6,5,6,2,3,0,3,5,4,10,0,3,2,0,7,3,9,2,5
chr5:66053406-66054951,7,7,6,2,4,6,10,0,7,12,7,4,4,5,6,7,11,0,8,5,10,2,11,6,3,9,5,4,7,11
chr11:46076754-46092223,0,5,6,0,6,9,15,2,3,2,5,8,3,5,8,5,8,5,0,9,4,3,7,6,4,7,2,7,9,10
chr3:5174017-5174414,9,12,9,7,12,13,15,7,10,9,17,18,9,12,9,13,12,14,18,16,6,9,13,17,7,11,11,3,18,21
chr2:203056427-203057453,0,0,0,4,0,2,6,0,3,0,2,3,3,3,5,2,3,0,2,3,0,2,4,0,3,5,2,2,5,8
chr3:125313308-125331238,9,8,7,5,10,11,13,12,8,2,9,9,4,6,5,13,14,11,9,8,6,9,7,9,5,8,9,12,5,8
chr8:25407983-25408940,2,5,2,2,5,2,5,6,2,0,6,3,4,2,3,2,3,0,2,3,0,0,4,0,3,6,5,0,2,5
chr11:6932094-6955782,0,3,0,4,4,0,5,3,2,3,0,4,0,0,0,2,4,0,0,4,4,0,7,0,0,2,0,3,2,4
chr10:72340789-72341170,2,0,7,0,2,4,6,3,0,2,7,5,2,0,2,4,3,2,0,0,3,0,3,0,0,2,3,0,2,3
chr20:62139075-62140944,4,11,2,5,7,6,19,8,6,5,5,2,7,2,5,8,7,5,9,10,6,2,11,9,8,6,6,5,3,7
chr1:41186121-41194399,2,4,2,0,0,5,0,0,0,2,0,3,2,0,0,4,0,2,5,2,0,3,3,2,3,0,0,0,0,3
chr13:24477701-24478276,2,2,0,4,0,0,5,3,2,3,3,0,0,4,0,3,3,4,4,3,3,0,3,0,0,2,0,0,3,3
chr1:172555869-172557794,0,0,0,2,2,3,0,3,2,0,2,2,0,2,0,2,0,3,5,0,5,2,2,0,0,2,0,0,2,4
chr7:16216066-16278226,2,4,0,0,7,6,0,0,2,0,3,3,2,2,4,4,3,2,3,4,0,0,2,0,0,3,0,0,3,8
chr6:136694140-136698682,5,5,6,0,6,10,3,2,4,0,5,10,4,5,6,3,4,3,9,6,0,2,8,0,5,7,8,2,8,6
chr8:28155942-28162078,3,7,2,0,7,8,3,5,8,5,4,7,7,8,0,6,4,7,5,2,8,0,10,4,5,4,4,4,2,5
chr22:46974290-46997709,4,0,0,0,5,4,0,0,2,0,0,2,4,2,0,0,2,2,3,4,0,3,5,2,4,3,2,2,0,2
chr2:199348701-199433514,10,10,7,11,13,11,9,11,20,4,15,8,3,5,4,15,9,4,17,5,4,10,7,10,6,4,14,6,11,15
chr3:111112030-111126335,5,3,2,3,3,6,2,4,3,5,4,7,3,4,0,4,4,4,6,5,0,0,3,2,3,2,2,2,2,2
chr6:47503280-47554766,6,3,2,0,0,2,6,3,2,6,3,2,5,0,0,6,0,0,3,0,0,4,7,4,4,0,3,3,2,9
chr2:199348701-199381820,5,3,0,0,7,0,5,2,3,0,6,2,5,2,0,0,5,0,5,4,0,4,3,0,2,2,0,0,2,6
chr8:51845661-51861246,2,4,3,4,4,0,3,0,5,0,0,0,0,2,0,5,0,4,2,0,4,2,4,0,0,2,0,2,2,5
chr10:13127745-13136897,8,6,2,4,8,9,0,4,4,4,6,7,2,2,4,4,4,5,5,6,5,6,7,5,4,5,5,5,0,10
chr7:107776452-107783352,2,0,0,4,0,2,6,3,5,3,2,3,3,0,0,3,2,0,0,2,5,0,4,6,0,2,8,0,2,4
chr8:140864312-140890769,6,13,4,2,11,10,17,5,14,6,13,11,10,7,9,14,12,9,8,8,7,7,16,12,9,12,12,12,9,13
chr20:58438945-58441083,0,2,7,0,5,7,12,5,0,3,6,5,0,7,0,8,7,4,7,10,3,8,0,9,4,4,0,5,2,6
chr8:38114192-38121149,0,0,0,3,0,2,0,4,2,0,3,0,0,4,0,3,4,0,2,2,0,4,3,4,3,5,0,0,2,4
chr2:20307978-20327378,0,4,2,0,0,2,4,6,4,0,0,5,3,0,3,4,0,2,2,2,2,0,2,3,0,4,4,0,0,5
chr3:18378170-18420991,0,0,2,3,9,6,7,0,7,4,0,3,3,5,3,3,3,3,5,5,0,3,5,3,2,6,4,6,2,4
chr18:12999421-13042334,3,3,2,0,6,0,2,0,3,4,3,2,4,0,0,6,4,4,3,0,3,0,8,5,2,4,2,5,3,2
