ID,1032245-P_bwa.ciri2,1039868-P_bwa.ciri2,1042353-P_bwa.ciri2,1042745-P_bwa.ciri2,1043773-P_bwa.ciri2,1045386-P_bwa.ciri2,1045549-P_bwa.ciri2,1046191-P_bwa.ciri2,1046287-P_bwa.ciri2,1046349-P_bwa.ciri2,1046499-P_bwa.ciri2,1047291-P_bwa.ciri2,1047831-P_bwa.ciri2,1047912-P_bwa.ciri2,1048720-P_bwa.ciri2,1049983-P_bwa.ciri2,1050700-P_bwa.ciri2,1051316-P_bwa.ciri2,1054390-P_bwa.ciri2,1056166-P_bwa.ciri2,272577-P_bwa.ciri2,451368-P_bwa.ciri2,477022-P_bwa.ciri2,515975-P_bwa.ciri2,522638-P_bwa.ciri2,548142-P_bwa.ciri2,649867-P_bwa.ciri2,685749-P_bwa.ciri2,843725-P_bwa.ciri2,99272-P_bwa.ciri2
chr12:32607957-32611283,9,8,4,4,6,4,9,12,11,4,15,10,3,5,10,8,7,7,9,8,8,6,8,7,6,8,12,0,7,4
chr5:160093101-160094065,0,4,0,0,2,7,7,0,4,5,0,3,3,3,0,0,0,2,2,2,3,0,3,2,5,3,5,3,6,3
chr9:112574057-112575251,0,2,4,0,0,6,7,2,0,0,2,2,6,3,2,0,4,0,2,2,0,0,3,3,4,2,5,4,5,0
chr4:55403236-55417985,2,0,0,0,2,11,0,0,2,6,3,0,3,5,0,0,2,0,0,0,0,2,4,2,0,6,5,0,6,7
chr2:108771701-108773046,10,8,4,4,7,10,10,9,7,14,16,7,11,15,4,3,10,7,8,6,12,3,13,5,9,7,9,13,7,8
chr5:43675511-43677806,3,4,2,4,4,3,6,3,4,6,3,5,0,5,4,0,0,0,8,5,0,3,0,0,5,6,5,5,0,0
chr19:13025021-13025552,4,2,0,4,2,6,5,6,2,7,3,2,2,10,3,4,5,3,2,0,0,4,0,4,4,2,4,3,0,5
chr13:75621763-75727098,0,2,3,2,3,3,2,4,2,6,7,4,3,4,5,3,3,0,0,2,4,0,2,2,3,3,8,0,0,6
chr2:23982896-23984831,2,0,0,0,0,0,3,2,2,0,3,3,2,2,2,0,0,2,0,2,2,2,0,0,2,3,5,0,0,0
chr7:8003908-8071131,0,0,0,4,3,4,4,3,3,0,3,7,3,3,0,2,3,2,4,3,0,0,3,0,0,0,2,7,6,0
chr6:158580940-158589782,6,5,8,14,6,5,13,9,7,10,12,8,13,14,3,5,4,8,6,6,5,7,11,10,8,10,11,7,9,11
chr18:75285448-75288648,0,4,3,3,0,6,0,4,2,2,4,0,4,4,0,2,2,0,5,4,0,3,2,2,0,3,3,0,0,3
chr16:68121987-68126610,35,39,34,30,31,58,52,42,49,43,64,50,42,63,29,33,31,39,45,33,55,24,40,21,49,55,52,53,31,25
chr7:122113118-122133741,3,0,0,4,0,4,2,5,4,3,3,5,3,2,0,0,0,0,2,2,2,0,0,0,3,4,5,0,0,0
chr9:37126312-37127263,3,6,0,6,4,6,3,3,7,6,7,6,2,13,4,0,0,2,4,0,6,6,4,0,4,5,4,3,4,3
chr4:71339370-71357187,3,0,0,2,2,9,5,0,0,5,7,6,2,4,4,2,3,4,3,4,0,4,5,2,8,3,5,0,0,5
chr13:77217840-77243951,0,0,0,0,3,3,0,4,2,2,0,2,2,2,0,3,0,0,0,0,0,0,2,0,2,2,2,2,2,2
chr7:103025063-103029418,2,0,0,2,0,2,5,0,3,0,3,0,4,6,2,2,0,2,2,0,5,0,5,4,2,0,0,0,2,0
chr3:3777725-3789074,4,9,3,4,4,7,10,13,5,4,8,4,7,7,4,3,5,9,8,4,2,10,10,8,7,7,8,6,5,12
chr19:12526920-12528696,3,0,2,2,3,2,3,2,0,2,0,3,2,6,4,2,2,3,5,0,5,0,7,3,3,4,2,3,6,4
chr19:1271329-1272051,0,3,0,2,4,4,4,2,6,0,4,6,2,4,3,4,0,0,3,4,2,0,3,3,4,7,7,3,3,0
chr1:213077696-213117410,3,4,2,0,2,4,3,2,2,3,7,3,4,4,2,2,3,0,0,4,6,2,3,3,2,3,4,0,9,6
chr15:67231814-67236820,5,13,8,9,0,4,10,9,8,15,12,6,5,9,5,7,6,6,5,5,5,4,8,5,13,11,13,11,8,8
chr7:38242428-38260230,0,0,0,5,6,2,0,0,7,4,0,4,6,2,5,3,0,3,6,0,2,0,4,0,0,0,7,0,0,2
chr2:36396614-36442735,5,11,9,7,8,9,16,6,9,7,13,16,7,11,6,4,9,0,0,7,7,5,13,4,10,12,13,6,6,12
chr14:102194938-102209862,10,5,6,6,3,7,5,3,7,5,12,2,9,13,3,3,6,5,5,7,4,2,10,4,6,10,6,2,6,7
chr5:36953618-36976402,11,12,7,13,8,7,15,9,9,15,9,15,14,12,6,6,10,7,12,7,9,7,9,6,13,9,9,11,13,11
chr2:62979188-62996766,5,3,2,2,2,9,8,5,4,3,11,4,2,12,7,6,3,6,8,9,5,5,5,2,3,7,6,3,3,5
chr7:44674411-44675268,5,2,2,0,3,0,3,2,2,2,0,3,3,0,0,2,0,0,4,0,2,3,2,2,6,2,4,2,0,0
chr8:67131951-67137603,5,0,0,0,3,6,2,2,2,2,3,3,7,2,5,0,0,0,0,0,3,0,0,0,3,4,5,3,2,0
chr22:41808875-41810291,8,16,6,6,5,8,14,10,9,7,17,6,4,17,7,11,4,7,7,5,7,5,6,9,18,13,8,10,4,8
chr5:168488602-168494650,22,30,31,18,25,38,33,17,30,47,45,33,36,56,25,33,15,11,25,24,22,13,51,23,46,28,32,24,31,35
chr7:16216066-16278226,3,0,2,0,0,3,2,0,2,2,5,3,0,4,0,2,0,2,0,0,2,0,5,0,0,3,2,0,0,5
chr6:151348711-151353752,3,0,0,0,0,0,3,2,0,0,0,2,0,5,2,0,2,2,2,3,7,2,0,0,3,3,0,2,5,0
chr1:21050866-21111383,3,4,0,3,0,4,9,4,0,5,4,11,2,5,5,0,2,3,4,2,5,5,5,2,4,5,9,6,4,4
chr3:129880309-129880559,10,5,7,6,5,16,9,6,5,11,7,9,8,10,3,5,5,4,5,8,3,11,5,3,9,10,6,4,4,6
chr18:54271360-54274090,4,3,4,3,0,0,3,5,3,4,3,12,3,2,0,2,4,0,3,2,2,4,4,4,0,0,5,0,2,5
chr15:63532647-63563008,11,7,7,8,10,19,9,9,11,6,20,7,13,20,11,4,4,3,11,7,10,7,18,10,10,13,14,6,9,9
chr2:183128287-183130545,0,3,4,0,0,5,0,0,2,3,8,2,4,4,2,2,0,2,5,3,0,0,2,2,6,0,4,0,3,2
chr1:20770930-20773610,4,11,4,10,9,15,12,12,12,11,19,17,11,14,11,11,5,6,14,6,7,13,8,10,9,12,10,9,13,8
chr3:65429520-65442849,2,2,3,0,0,4,0,3,0,3,3,2,3,4,0,0,2,2,4,0,0,0,0,4,0,3,2,0,0,2
chr3:8935871-8941804,2,2,2,0,2,3,2,3,2,3,3,3,3,8,3,0,3,2,2,0,4,2,7,3,3,4,4,0,3,2
chr5:128131067-128141981,2,2,3,0,2,2,5,0,2,6,9,2,3,6,2,3,3,2,7,2,2,3,2,2,0,7,2,3,4,0
chr13:28174272-28177935,5,3,3,2,5,10,3,0,4,4,12,5,3,7,2,0,5,5,11,4,5,5,6,0,5,9,7,2,4,3
chr10:31908172-31910563,34,32,29,23,36,71,60,40,30,46,67,27,38,64,30,27,29,19,42,34,26,17,63,32,56,31,54,20,31,30
chr6:144537582-144542870,3,4,3,2,0,2,3,4,5,3,3,2,2,3,2,0,4,0,3,0,0,2,3,0,6,6,2,3,0,2
chr3:32733423-32737490,2,2,2,3,3,3,5,0,0,2,6,3,3,0,0,2,0,2,0,2,3,0,4,5,0,2,8,0,3,0
chr12:49097566-49098105,6,2,2,0,0,3,3,4,5,3,3,0,0,8,0,3,0,2,4,2,2,0,5,2,4,5,5,3,5,0
chr9:99959917-99960155,2,2,3,2,0,3,0,0,3,2,5,0,0,2,0,2,4,0,0,0,4,0,2,0,2,2,0,0,2,0
chr8:22474954-22475624,0,5,0,0,4,3,5,4,2,8,4,5,2,3,4,5,2,2,2,3,6,5,5,0,0,6,6,6,5,0
chr11:6932094-6955782,3,3,0,0,4,0,3,0,0,0,2,2,7,3,2,2,2,0,0,3,4,2,5,0,0,2,0,7,0,0
chr2:39336920-39337581,4,0,4,0,3,4,5,3,5,0,8,5,7,7,0,0,4,2,3,2,2,3,4,0,2,0,3,2,5,4
chr15:76283757-76292700,3,2,2,3,3,2,5,2,5,4,8,6,0,3,0,3,3,5,2,0,3,0,4,0,5,2,3,0,3,3
chr5:43675511-43704400,6,0,0,7,4,9,7,5,4,7,9,4,4,10,4,3,7,3,7,5,4,2,4,0,0,0,3,2,6,4
chr3:121844453-121872788,2,6,3,5,9,6,6,5,5,10,18,11,6,14,6,6,10,3,7,7,9,5,11,5,12,6,7,8,4,3
chr18:21656861-21659343,2,0,0,2,2,0,0,3,3,4,5,4,0,2,2,2,0,3,3,2,2,0,0,2,2,0,3,4,0,0
chr5:80775694-80792844,6,5,4,2,0,9,8,9,4,7,13,7,6,6,8,4,4,3,5,2,12,11,17,4,8,4,5,3,2,3
chr6:158583954-158589782,7,11,5,5,9,11,9,6,8,7,13,6,9,10,7,5,4,2,2,6,6,8,14,7,11,10,6,12,7,2
chr4:53425872-53444103,5,5,3,4,0,0,4,7,3,6,11,8,8,10,4,2,0,4,11,4,5,4,4,3,3,8,10,7,6,5
chr5:145764931-145826200,10,8,7,10,7,5,9,15,9,9,13,6,4,6,7,14,2,9,11,7,10,3,8,7,8,9,5,6,0,8
chr2:37316237-37317179,6,13,6,8,22,15,18,10,5,11,18,23,12,36,6,12,10,7,10,10,8,7,20,11,10,14,17,11,15,12
chr13:42953948-42970670,7,4,7,2,8,10,9,6,5,9,9,11,7,12,2,0,3,3,4,5,6,4,11,4,11,7,7,8,5,0
chr11:77624963-77629899,4,4,0,2,4,9,2,6,0,4,2,3,2,3,2,3,0,5,0,2,5,2,5,0,5,0,3,4,0,3
chr7:152220523-152238826,0,4,2,3,3,2,0,0,2,4,4,4,3,3,4,5,2,0,6,2,0,3,0,0,0,3,2,5,5,3
chr11:130260856-130261929,22,36,35,16,26,56,34,22,32,33,32,26,33,41,17,15,16,11,19,15,22,13,39,13,30,19,17,22,27,17
chr15:84680713-84691644,4,5,3,4,3,3,8,7,6,9,8,9,4,12,7,5,9,4,6,9,4,3,4,3,12,5,9,10,5,2
chr3:149846011-149921227,33,30,19,30,29,44,46,33,29,39,50,41,53,60,15,13,26,11,29,28,20,20,39,24,51,31,32,18,27,30
chr1:51405905-51408332,0,2,0,0,2,5,0,2,2,2,5,2,3,7,0,0,0,0,4,0,0,0,2,4,3,3,5,3,3,4
chr9:135850137-135883078,2,3,0,2,0,0,4,0,2,0,4,0,0,2,2,0,3,0,3,2,2,0,4,0,3,0,0,3,4,0
chr1:8541214-8557523,8,6,4,4,7,11,9,6,6,10,13,10,5,16,10,4,5,4,11,5,6,10,13,5,12,7,13,5,8,6
chr3:56669700-56673725,2,4,3,3,3,2,7,4,2,0,7,0,9,9,5,3,0,2,0,0,0,2,2,0,5,3,5,5,3,2
chr4:90308244-90313047,6,2,0,3,4,7,3,4,6,10,6,8,6,6,5,7,4,3,8,3,5,4,6,4,3,4,7,5,2,4
chr7:92294889-92307656,2,8,2,2,0,6,3,0,3,3,4,2,3,3,4,5,3,3,4,0,2,0,4,0,4,2,0,2,7,0
chr17:30484214-30492753,4,5,5,0,4,8,7,4,5,5,4,3,6,7,0,4,3,4,5,3,3,6,4,2,6,0,3,2,3,5
chr2:199380364-199433514,6,7,4,0,9,2,3,7,9,6,14,5,4,9,7,7,9,10,14,7,3,4,7,3,4,3,14,3,3,4
chr13:26337567-26353880,0,2,0,0,0,2,3,2,0,3,5,4,0,6,3,4,0,2,3,2,2,3,6,3,2,0,4,0,3,4
chr19:43523508-43523742,0,4,4,0,0,2,0,0,0,2,2,2,0,0,2,2,0,5,2,3,6,0,2,5,3,3,4,0,0,0
chr10:68459104-68470163,0,0,6,2,3,0,0,2,0,0,4,5,3,5,0,0,0,3,0,2,0,2,3,2,0,4,0,0,2,2
chr4:39913611-39925933,6,6,11,7,11,10,17,5,5,15,12,18,8,9,9,13,6,5,5,5,5,0,18,7,18,3,16,2,7,8
chr2:131071855-131082657,2,4,3,0,2,2,0,0,0,2,6,4,7,7,2,2,0,0,4,2,0,3,3,0,6,3,3,2,0,2
chr14:65455621-65458207,4,0,4,0,0,0,4,0,0,14,9,0,0,9,0,4,0,0,4,3,4,3,10,0,11,0,0,9,10,5
chr18:12999421-13019206,15,16,17,15,16,28,20,12,17,27,28,22,23,34,12,12,7,7,24,14,11,11,17,15,20,28,37,12,11,13
chr16:19463280-19464024,4,5,0,2,0,4,4,3,6,3,6,2,2,2,0,0,3,0,2,0,3,3,0,0,3,2,3,3,3,0
chr5:52861447-52865817,0,0,0,0,0,0,7,4,0,2,3,6,0,4,0,0,0,2,2,2,5,0,3,0,6,2,2,3,3,0
chr2:178535732-178542361,4,4,6,3,3,10,7,5,6,8,11,5,0,9,4,7,0,3,8,5,5,3,9,8,7,7,5,10,2,4
chr17:31223444-31227606,3,0,2,4,7,6,3,0,2,2,4,0,3,3,0,2,0,0,4,0,2,2,0,3,2,0,0,3,3,4
chr1:147252623-147259918,5,7,6,4,4,5,6,5,0,6,0,6,4,3,2,2,4,0,0,4,0,2,6,5,0,0,6,2,3,3
chr4:105446383-105456745,2,5,2,5,5,12,5,6,6,11,5,4,2,11,3,3,7,5,6,0,5,4,2,4,5,3,9,3,6,4
chr8:141253989-141254629,21,17,20,28,28,37,34,32,41,21,26,34,29,52,29,12,29,15,28,22,35,12,31,23,28,28,33,33,22,23
chr7:24620052-24668660,5,2,0,0,0,3,8,2,3,3,3,0,4,6,6,0,2,0,5,2,2,0,0,0,3,3,4,5,5,0
chr13:50927407-50949505,10,9,8,8,10,25,22,10,16,12,21,12,13,26,14,10,5,5,10,7,6,7,16,8,20,11,11,12,15,10
chr18:44701175-44712794,0,2,0,2,0,7,3,0,5,0,2,2,6,3,0,3,3,0,0,4,5,2,2,0,5,2,0,2,0,0
chr9:95978061-96004701,4,3,4,3,3,5,8,4,4,15,5,7,8,9,6,2,8,8,5,2,4,6,6,2,4,5,5,7,10,5
chr7:105062164-105066807,2,6,2,0,0,9,2,4,3,0,4,2,3,4,0,7,0,0,0,0,4,2,4,0,0,3,4,3,0,0
chr12:32598497-32611283,19,18,14,16,10,16,24,7,16,33,31,27,18,31,19,8,20,7,28,10,10,9,13,14,30,24,23,15,21,8
chr15:92996957-92998621,3,2,5,0,3,0,7,2,6,5,3,5,2,8,2,5,5,4,4,3,3,2,4,4,4,0,3,4,2,0
chr5:57230846-57231321,0,0,2,0,0,0,2,2,2,4,7,2,2,4,2,0,2,0,2,0,7,0,4,3,9,6,0,0,0,0
chr2:207976651-207977586,8,6,11,11,9,12,10,11,10,8,15,12,8,9,6,5,6,2,6,5,8,5,12,11,13,8,10,12,0,11
chr7:155672867-155680908,46,41,43,28,41,76,41,43,37,39,71,49,40,77,28,31,27,20,47,42,40,26,51,28,58,45,54,27,41,36
chrX:53614534-53615835,3,4,2,3,4,5,9,4,5,4,7,10,6,9,3,5,5,6,3,9,5,6,2,7,7,6,8,4,6,3
chr21:36338779-36344707,8,8,5,10,8,16,23,9,18,22,24,19,12,23,7,5,10,10,16,8,26,12,11,12,17,12,14,12,9,12
chr2:120073178-120078581,4,5,5,3,5,6,10,6,4,7,9,5,12,6,0,5,12,5,2,5,4,3,12,2,3,2,11,4,5,6
chr8:37877109-37877551,20,12,18,12,16,29,15,16,12,18,37,26,16,28,11,13,10,11,20,20,16,12,16,11,14,16,18,13,19,12
chr1:230954333-230961303,18,8,4,10,11,17,17,10,12,14,13,15,12,24,13,13,7,10,23,7,9,5,12,7,14,19,16,2,11,7
chr2:61278165-61281242,0,2,3,6,4,7,4,0,3,0,3,2,3,6,0,4,3,0,4,0,2,0,8,5,5,3,0,4,4,2
chr15:72518067-72555907,3,2,4,0,4,6,4,9,0,0,5,4,5,6,2,2,0,2,0,0,4,2,2,0,3,3,6,0,5,3
chr2:58198579-58232112,2,5,3,0,2,2,0,3,3,2,2,3,4,9,0,0,0,3,3,3,0,3,0,0,4,4,0,0,4,0
chr1:246591512-246591941,0,0,0,0,0,7,4,0,2,8,7,4,2,2,0,2,0,0,0,7,2,2,5,0,5,2,2,5,2,0
chr1:12275825-12278038,8,2,0,0,7,2,4,3,4,3,11,7,4,4,5,5,2,6,4,4,4,3,6,0,4,7,4,4,6,0
chr10:84438512-84477664,10,10,6,12,8,16,15,6,11,13,20,5,14,16,6,10,11,3,3,15,7,10,12,3,21,6,13,11,7,16
chr6:144537582-144539443,3,2,2,2,5,8,6,0,4,5,4,8,0,7,2,4,0,3,3,4,2,3,3,2,6,5,6,4,2,6
chr8:17675186-17723833,4,2,0,0,0,2,3,2,2,4,2,7,4,0,2,0,0,0,0,4,2,0,0,0,0,3,3,0,0,3
chr13:24475472-24478276,0,2,0,0,2,5,2,0,2,3,5,0,0,0,2,0,0,3,3,2,2,0,3,3,4,0,2,0,4,0
chr15:75411492-75413045,6,2,9,5,8,7,2,7,4,3,11,7,2,5,7,4,4,3,5,5,4,3,7,3,2,6,6,7,7,5
chr1:179131311-179133374,4,4,0,3,0,0,0,2,0,0,2,3,0,6,2,0,4,0,2,0,2,2,0,0,4,3,4,4,2,0
chr8:67105905-67116122,3,7,2,3,2,7,6,2,5,3,7,6,4,4,0,8,4,0,4,2,6,5,8,3,3,4,7,2,2,4
chr19:37199400-37207254,6,3,0,3,2,5,5,10,6,4,4,3,4,8,5,4,3,3,5,2,4,4,7,4,7,3,4,10,6,5
chr1:9931891-9935627,5,2,0,2,0,5,4,4,0,4,6,4,2,5,3,5,2,2,3,2,3,3,5,0,6,0,3,0,2,3
chr9:83678441-83686155,7,5,11,11,12,22,13,10,16,13,0,22,14,26,9,15,11,7,7,11,10,5,24,11,17,13,19,11,13,8
chr1:167966629-167975015,0,2,0,0,0,3,5,2,9,0,2,5,6,3,0,0,4,0,0,0,0,4,2,3,3,4,4,2,2,5
chr16:30664215-30666541,12,4,9,3,5,6,13,9,12,6,12,13,8,10,8,5,11,8,11,4,4,6,11,2,5,9,8,18,11,7
chr2:230442937-230450255,8,4,5,9,3,13,4,11,7,8,12,9,7,7,3,0,3,4,3,7,5,6,9,3,14,6,6,7,8,3
chr2:172562220-172565073,0,2,0,0,4,5,3,3,4,4,5,6,2,7,4,0,2,8,0,0,3,3,6,0,2,3,7,2,0,0
chr5:56864734-56865977,6,11,10,12,16,23,13,15,13,13,20,10,16,25,6,9,11,13,6,10,9,13,13,9,18,7,15,9,10,3
chr1:247156406-247159813,61,80,79,59,75,67,111,79,82,100,107,75,67,137,45,68,58,41,98,54,43,47,127,48,123,106,123,52,74,79
chr14:99257471-99257839,8,7,3,4,2,4,6,4,5,3,5,0,0,12,4,2,3,0,3,2,5,5,5,0,0,5,6,4,4,0
chr13:100301460-100309908,5,6,3,2,5,3,10,5,4,5,7,2,7,11,2,0,3,2,5,3,0,0,12,3,2,2,7,4,2,5
chr9:20819796-20823115,7,12,2,8,9,11,12,7,9,6,4,6,6,9,7,4,5,5,5,2,5,5,13,8,12,5,7,7,4,8
chr10:13127745-13136897,3,9,0,2,3,6,5,6,7,3,11,8,6,9,4,0,3,6,0,2,7,2,2,0,12,4,2,5,3,3
chr17:16101250-16101805,4,7,5,5,4,5,13,8,8,7,10,6,3,11,0,6,4,3,4,9,11,5,3,5,10,0,7,8,5,12
chr3:119500695-119513719,4,3,4,2,0,7,9,4,3,3,4,4,2,6,0,7,2,3,2,3,2,2,7,2,6,4,7,7,0,3
chr2:208345111-208348023,2,0,0,0,2,2,0,0,0,0,4,3,3,0,2,0,2,2,3,0,2,3,2,0,2,5,4,0,4,0
chr3:174523413-174553757,3,4,2,2,0,2,4,3,0,7,6,0,0,4,0,2,2,4,8,3,3,3,6,2,5,6,0,2,7,0
chr1:111147642-111161296,0,0,0,3,0,7,4,0,3,4,4,0,4,14,2,4,0,2,4,0,4,0,6,3,2,0,4,4,0,0
chr9:127444029-127445249,3,3,0,3,0,4,0,2,5,3,4,0,0,6,0,2,0,0,2,5,2,0,0,0,0,3,2,5,0,0
chr12:82857010-82857580,4,4,3,0,6,15,6,4,8,11,13,13,6,20,8,0,8,4,11,2,7,6,0,3,7,10,10,2,8,6
chr9:4117768-4118881,5,0,3,4,2,0,2,0,2,2,4,0,4,3,0,0,0,5,7,0,3,0,0,4,3,3,0,5,0,4
chr1:28459085-28466535,2,0,2,3,6,6,3,3,6,4,2,2,2,2,0,3,0,4,2,3,3,4,4,2,6,5,4,5,8,2
chr2:47373463-47375299,5,2,0,2,2,5,2,0,0,6,0,0,3,2,0,0,3,2,0,3,2,2,2,0,2,2,3,0,3,0
chr2:201760881-201761818,3,3,0,2,0,5,2,2,0,3,2,0,4,5,0,0,2,3,0,0,0,0,0,0,4,0,2,0,4,2
chr15:90439332-90443478,10,12,10,4,11,17,18,10,4,12,21,12,12,13,7,7,6,5,8,10,10,8,9,6,20,11,4,7,6,10
chr5:73840480-73840760,0,0,2,2,0,4,3,0,3,2,5,3,2,0,2,0,0,2,2,3,2,2,4,2,2,5,0,0,2,4
chr2:69337898-69345999,3,0,0,0,3,3,2,4,3,0,0,2,3,3,0,0,0,2,2,0,2,0,5,2,0,2,0,0,2,0
chr7:66127704-66134374,3,6,0,2,7,5,6,3,12,9,11,11,3,8,4,3,8,4,7,4,4,3,6,3,7,8,12,6,2,2
chr15:77178790-77182040,4,3,2,3,5,6,3,3,5,4,2,3,6,2,0,2,3,0,7,3,5,4,3,5,4,4,3,0,2,2
chr22:31447426-31450360,0,2,0,0,2,4,2,3,2,0,0,2,2,3,0,2,0,0,2,0,3,0,0,0,2,4,2,0,0,2
chr17:39708321-39710481,7,10,7,6,4,8,17,8,8,7,13,6,11,7,5,6,2,5,18,4,9,0,14,5,7,9,6,4,8,10
chr3:197814908-197820430,6,7,5,2,3,7,4,2,2,2,4,6,5,4,0,2,3,4,4,3,0,5,4,2,3,6,11,4,8,2
chr9:110972073-111011690,7,5,4,0,14,9,9,6,9,10,6,6,8,17,3,5,7,8,7,0,10,4,9,3,8,10,14,6,5,7
chr3:142093061-142101841,7,3,0,0,0,6,2,5,3,9,3,3,5,0,2,0,3,0,0,2,0,0,3,0,3,2,0,0,2,0
chr1:84865385-84866138,4,7,3,2,2,2,10,6,6,3,3,3,4,6,0,5,3,3,3,2,7,6,0,7,5,6,3,7,5,2
chr3:100295087-100298045,2,2,3,0,0,0,2,2,2,2,2,2,0,2,0,2,3,3,3,2,2,0,0,0,5,0,0,3,0,0
chr10:7797047-7802854,35,25,26,58,45,42,42,55,50,64,53,52,52,92,37,24,26,20,34,40,23,20,44,33,90,26,51,30,53,35
chrX:78014662-78020398,0,0,0,0,0,0,5,4,6,4,4,2,3,3,2,3,3,2,3,3,0,2,3,0,3,0,2,4,5,2
chr8:102360071-102361626,12,11,6,10,14,26,18,10,22,7,20,11,10,16,8,7,8,15,13,16,12,12,22,9,21,12,14,10,16,9
chr6:116689320-116705160,0,0,3,3,4,4,6,2,4,3,6,2,4,4,3,4,5,2,0,2,4,0,7,4,4,5,0,3,2,5
chr17:12054889-12081530,5,4,3,0,0,22,6,0,2,6,0,10,2,0,0,2,0,0,7,5,0,6,8,2,3,4,7,3,4,2
chr13:45516143-45525051,5,0,0,3,4,0,2,0,2,0,6,4,2,7,5,0,3,0,3,3,4,2,2,3,5,0,3,5,0,2
chr17:59737453-59817773,5,0,2,2,4,4,0,2,2,0,4,0,6,4,3,2,0,0,4,0,6,0,0,3,0,3,0,0,2,0
chr15:80120328-80122800,25,19,21,26,13,34,19,34,23,15,37,23,22,37,12,19,26,31,28,16,22,13,32,15,30,24,30,26,24,22
chr17:81855142-81855586,5,5,2,4,2,2,2,4,0,2,9,2,5,4,0,0,0,2,3,10,0,3,3,2,3,4,6,5,0,2
chr19:23807826-23808814,3,0,0,3,0,5,5,0,0,0,3,5,2,0,3,0,0,0,0,2,2,3,4,4,4,0,4,2,0,2
chr20:3218517-3218994,3,0,0,2,3,2,0,2,0,3,5,4,2,0,4,2,2,0,5,4,4,0,3,0,4,0,3,2,0,0
chr3:57583898-57584464,10,4,0,4,7,2,2,4,5,2,6,4,3,10,3,3,5,0,2,3,3,0,9,4,3,2,9,5,4,3
chr15:63706780-63716473,0,3,0,3,0,3,3,2,2,2,2,2,3,8,2,3,4,0,3,5,3,0,2,0,5,2,2,0,0,2
chr9:16435555-16437524,5,5,4,5,12,15,5,3,16,8,12,7,6,17,10,7,3,0,4,5,13,10,5,9,6,3,8,0,11,3
chr4:1900626-1939778,0,3,3,3,0,2,2,3,3,2,4,0,0,2,3,0,3,0,2,3,3,0,4,0,4,5,4,3,0,0
chr4:106171095-106212835,2,0,2,2,0,5,2,0,0,7,4,2,2,2,0,2,0,0,3,0,2,0,5,5,0,2,0,0,3,3
chr10:5709530-5714207,4,5,7,6,2,4,2,6,5,4,8,2,2,7,3,3,0,2,2,3,0,3,6,5,5,0,4,4,3,4
chr10:68644698-68647005,3,2,2,3,4,8,3,0,3,2,7,2,3,3,4,0,2,2,4,4,2,3,2,3,4,3,2,0,2,3
chr7:131387120-131399433,4,6,4,4,9,5,4,5,0,2,7,3,6,8,4,0,0,0,4,2,2,3,2,0,4,2,3,7,4,0
chr11:9429674-9431003,3,0,4,0,4,7,5,5,2,3,3,5,4,6,0,2,0,2,4,3,0,6,6,0,3,4,8,4,5,2
chr11:77619606-77629899,3,7,2,3,7,11,3,3,2,6,8,6,3,8,2,5,2,0,6,2,4,3,10,8,7,8,13,3,7,4
chr4:61934840-62044549,6,4,7,6,6,6,7,7,2,5,12,4,4,5,5,7,5,0,6,3,11,10,6,4,3,4,3,5,3,5
chr10:31373018-31387266,2,2,3,0,0,3,3,0,2,3,2,5,4,0,0,0,0,0,0,2,4,3,3,0,2,3,4,3,2,0
chr4:102714438-102726683,12,11,5,6,4,17,6,6,9,10,9,6,5,12,3,0,7,2,5,8,4,4,9,10,6,5,5,14,4,3
chr2:24135119-24147086,5,3,4,4,5,14,19,3,6,9,8,6,15,14,10,10,6,5,8,7,14,7,6,7,17,8,15,9,12,9
chr4:151454701-151482648,5,0,0,2,2,3,4,3,0,0,3,2,2,3,2,0,2,0,3,0,0,0,2,2,0,0,4,0,0,3
chr10:124942457-124943307,2,3,2,9,6,4,10,4,0,0,5,4,4,17,7,4,7,2,4,3,5,4,14,0,2,3,9,3,2,2
chr6:85517756-85530275,2,3,5,0,0,4,2,2,0,6,4,0,0,3,2,0,0,0,3,0,2,0,5,0,3,3,2,0,4,0
chr7:24623666-24650712,4,0,0,0,0,5,2,2,0,3,10,0,0,9,3,2,3,2,4,2,4,0,0,0,2,4,3,3,2,3
chr8:100220279-100233537,3,4,2,0,0,8,3,7,4,2,9,2,2,3,2,2,5,0,0,3,2,4,6,4,5,2,9,0,0,3
chr21:37420299-37421866,2,0,0,0,4,4,3,4,4,5,3,9,5,7,0,4,3,9,9,0,2,6,4,0,3,3,3,3,0,0
chr12:116230533-116237705,39,37,29,21,31,35,46,32,28,53,76,46,50,83,28,22,30,23,39,33,40,33,65,30,43,25,54,58,20,33
chr14:102194938-102197847,2,0,3,0,0,6,3,3,0,3,4,0,2,3,2,0,5,0,3,2,2,4,0,0,3,5,0,0,0,3
chr11:17878208-18010139,0,6,2,9,3,7,6,3,0,0,4,3,7,6,0,3,5,0,0,3,3,3,7,7,3,7,7,3,4,6
chr20:51516784-51524110,5,0,0,2,4,2,0,4,8,0,5,3,0,5,3,0,3,2,0,4,7,0,3,0,4,2,3,7,3,0
chr1:1804419-1817875,12,9,5,6,10,9,11,9,12,14,13,11,12,9,8,3,8,2,8,0,3,2,9,6,9,8,14,3,4,2
