ID,X1032245.N_bwa.ciri2,X1039868.N_bwa.ciri2,X1042353.N_bwa.ciri2,X1042745.N_bwa.ciri2,X1043773.N_bwa.ciri2,X1045386.N_bwa.ciri2,X1045549.N_bwa.ciri2,X1046191.N_bwa.ciri2,X1046287.N_bwa.ciri2,X1046349.N_bwa.ciri2,X1046499.N_bwa.ciri2,X1047291.N_bwa.ciri2,X1047831.N_bwa.ciri2,X1047912.N_bwa.ciri2,X1048720.N_bwa.ciri2,X1049983.N_bwa.ciri2,X1050700.N_bwa.ciri2,X1051316.N_bwa.ciri2,X1054390.N_bwa.ciri2,X1056166.N_bwa.ciri2,X272577.N_bwa.ciri2,X451368.N_bwa.ciri2,X477022.N_bwa.ciri2,X515975.N_bwa.ciri2,X522638.N_bwa.ciri2,X548142.N_bwa.ciri2,X649867.N_bwa.ciri2,X685749.N_bwa.ciri2,X843725.N_bwa.ciri2,X99272.N_bwa.ciri2,,CircRNACount.1032245.N,CircRNACount.1039868.N,CircRNACount.1042353.N,CircRNACount.1042745.N,CircRNACount.1043773.N,CircRNACount.1045386.N,CircRNACount.1045549.N,CircRNACount.1046191.N,CircRNACount.1046287.N,CircRNACount.1046349.N,CircRNACount.1046499.N,CircRNACount.1047291.N,CircRNACount.1047831.N,CircRNACount.1047912.N,CircRNACount.1048720.N,CircRNACount.1049983.N,CircRNACount.1050700.N,CircRNACount.1051316.N,CircRNACount.1054390.N,CircRNACount.1056166.N,CircRNACount.272577.N,CircRNACount.451368.N,CircRNACount.477022.N,CircRNACount.515975.N,CircRNACount.522638.N,CircRNACount.548142.N,CircRNACount.649867.N,CircRNACount.685749.N,CircRNACount.843725.N,CircRNACount.99272.N,
chr18:46890580-46903635,0,6,2,5,7,2,8,3,7,0,3,9,7,4,4,3,4,6,5,9,6,3,6,4,0,4,5,4,0,6,4.4,0,6,2,3,6,2,3,2,7,1,2,8,5,2,2,3,2,3,5,5,4,2,6,2,0,3,4,3,0,4,3.826229508
chr9:77214329-77227485,3,4,4,2,6,0,2,4,3,2,2,2,2,3,0,7,2,0,2,5,0,2,3,3,3,2,3,2,4,3,2.666666667,3,2,2,1,4,1,2,2,2,2,2,2,1,2,1,4,2,0,2,4,0,0,2,1,2,1,3,2,2,0,2.240437158
chr1:145839890-145842477,2,0,5,3,4,5,7,9,5,3,4,5,7,4,0,8,4,3,6,5,6,2,6,5,4,4,6,6,4,6,4.6,1,0,5,3,4,3,7,1,4,3,1,3,5,2,0,6,3,2,5,3,1,1,6,3,3,3,4,5,3,4,3.878688525
chr19:49196440-49196874,0,3,2,4,0,2,7,6,5,2,3,3,2,2,0,0,0,0,0,0,2,0,2,2,3,3,2,2,0,3,2,1,2,1,3,1,2,5,5,5,1,2,3,2,2,0,0,0,0,1,0,2,1,1,0,3,3,1,2,0,2,1.852459016
chr10:101672915-101676436,3,3,4,2,6,3,9,5,2,6,2,0,4,5,2,4,2,2,4,0,3,5,4,4,0,4,4,3,4,4,3.433333333,1,2,3,2,5,3,5,3,2,3,1,1,4,4,1,4,2,2,3,1,2,5,2,4,0,1,3,3,3,3,3.023497268
chr1:247157000-247159813,4,0,2,0,4,3,11,3,4,3,3,3,3,3,2,5,7,4,4,3,2,5,3,0,4,5,2,3,0,7,3.4,3,1,1,1,3,2,6,3,0,2,1,1,1,2,1,3,5,2,3,3,1,4,2,1,4,4,1,3,1,4,2.859016393
chr5:57246300-57247215,5,3,2,0,6,7,2,0,3,0,6,2,3,5,0,2,2,2,4,0,2,3,4,2,0,0,2,5,2,4,2.6,5,3,2,1,6,5,1,0,2,1,6,2,2,4,1,2,1,1,3,0,2,2,4,2,1,0,2,3,1,3,2.436065574
chr16:47497399-47515601,18,10,13,8,15,18,17,7,9,9,6,15,14,11,13,18,18,5,17,12,13,8,24,8,8,19,7,12,12,21,12.83333333,13,8,11,7,8,14,12,6,8,7,5,12,1,1,6,13,12,3,12,11,10,7,18,7,8,13,6,12,12,15,11.07923497
chr14:49825867-49831361,4,5,3,0,6,3,3,2,2,0,5,4,8,5,3,0,4,3,4,6,2,5,0,5,0,5,6,2,8,8,3.7,3,4,1,0,5,3,1,0,2,0,4,3,5,5,3,0,3,1,3,4,1,5,0,3,0,4,4,2,7,5,3.208196721
chr13:45516143-45519094,3,5,0,0,5,3,5,0,0,0,2,4,5,0,0,5,0,4,4,0,2,5,4,2,2,3,3,4,0,0,2.333333333,3,3,1,1,5,3,2,1,0,1,2,2,4,1,0,3,0,2,3,1,1,3,2,1,2,2,2,2,0,0,2.054644809
chr1:45640210-45642499,9,9,14,8,3,11,23,17,12,7,17,17,13,12,17,8,9,10,17,12,2,15,7,10,9,24,13,9,17,17,12.26666667,8,7,11,8,2,10,18,15,9,7,16,13,11,9,11,7,7,8,14,9,1,13,7,7,6,20,7,7,13,14,11.06994536
chr2:199380364-199433514,4,10,3,5,8,0,18,7,7,2,5,8,7,3,3,8,8,8,10,8,5,8,9,9,9,6,7,5,7,15,7.066666667,1,5,0,3,3,1,8,5,3,1,1,2,5,1,0,5,4,5,7,4,2,3,3,6,4,2,3,3,4,7,5.246994536
chr1:220006106-220007338,2,3,3,0,4,3,3,7,4,2,8,2,2,6,0,6,0,5,2,4,3,0,3,3,2,4,0,2,7,4,3.133333333,1,2,2,1,2,2,2,6,3,1,7,2,1,5,0,6,1,4,1,3,3,0,3,3,2,3,1,2,7,4,2.903825137
chr1:8495063-8557523,2,0,0,3,0,2,2,0,0,3,6,3,2,2,3,2,6,3,3,2,0,0,4,2,5,0,3,0,4,5,2.233333333,2,0,0,2,1,1,2,1,1,1,4,2,2,1,1,2,5,3,2,1,1,0,2,0,4,1,2,0,3,3,1.954644809
chr21:36247517-36248568,22,15,20,8,20,14,30,12,14,19,20,23,7,5,6,10,16,15,21,18,14,23,23,8,19,36,9,8,10,23,16.26666667,1,12,17,7,18,11,19,10,12,14,19,19,5,3,5,10,13,14,18,15,1,18,19,8,14,28,6,7,7,14,14.23387978
chr17:20204333-20205912,67,80,40,25,30,58,86,49,88,37,79,64,54,50,28,47,76,39,95,54,47,66,37,89,52,78,76,66,49,85,59.7,54,1,25,21,24,3,4,1,4,32,2,2,1,2,22,41,52,30,2,1,4,3,1,9,43,4,1,2,1,62,37.78196721
chr8:30474779-30504436,3,4,4,0,7,6,3,0,0,4,0,0,5,4,4,3,3,3,5,0,3,0,0,3,2,0,0,4,2,3,2.5,2,2,2,1,7,6,2,0,0,2,1,1,3,4,2,3,1,2,3,1,2,1,1,2,2,1,1,2,1,2,2.254098361
chr3:67746771-67768433,3,0,2,2,2,3,0,2,2,4,2,2,2,0,0,6,3,0,3,2,0,3,4,0,0,0,3,3,0,2,1.833333333,3,0,1,2,1,3,0,2,2,4,1,2,1,0,0,6,2,0,3,1,0,2,4,1,0,1,3,3,0,2,1.75136612
chr7:77585543-77600806,7,9,6,0,2,7,7,2,3,2,7,5,5,7,8,4,5,5,6,2,3,3,11,4,7,11,7,6,4,6,5.366666667,2,7,0,0,0,3,3,1,2,2,4,3,3,0,3,1,1,1,3,1,0,0,6,1,3,1,0,2,1,4,3.678142077
chr2:8943187-8958642,14,10,7,2,3,6,6,0,7,3,11,9,3,4,2,6,6,4,6,4,0,6,9,3,6,11,2,7,6,10,5.766666667,9,9,4,2,2,5,4,1,6,3,9,4,2,3,2,5,5,1,4,2,2,2,5,1,4,7,2,7,5,3,4.897814208
chr15:94356137-94385525,8,2,4,4,3,5,3,2,7,5,4,11,8,5,5,5,4,3,3,5,2,2,4,2,0,6,4,5,2,9,4.4,6,2,4,4,3,2,3,2,5,5,4,7,5,4,4,4,3,2,3,4,2,1,3,1,0,5,4,5,2,7,3.973770492
chr17:59764971-59773885,2,2,2,3,5,2,4,5,3,0,7,4,0,4,0,0,3,4,6,3,5,0,0,2,0,0,0,0,3,4,2.433333333,1,2,2,3,5,1,3,4,3,0,2,1,1,4,0,1,2,2,4,2,3,0,1,2,1,0,0,0,2,3,2.138251366
chr4:143543509-143543972,25,13,21,7,19,17,44,12,10,6,27,23,15,25,11,21,27,22,17,29,11,19,22,36,28,17,15,18,21,27,20.16666667,16,11,16,6,11,15,28,9,8,5,24,18,13,20,7,10,20,17,14,19,9,10,10,23,21,15,9,16,16,21,17.41256831
chr16:87975048-87984259,6,6,5,5,15,5,14,7,11,3,7,7,9,9,3,3,5,7,7,6,6,6,9,5,8,5,15,6,8,11,7.3,2,5,3,5,9,4,8,3,9,2,5,5,7,6,2,2,4,4,5,5,3,3,7,2,6,4,12,5,4,7,6.136065574
chr1:117402186-117420649,46,66,49,30,64,72,104,56,70,49,55,63,65,61,26,56,85,57,72,57,45,65,67,63,46,74,61,71,56,95,61.53333333,1,1,31,1,47,1,1,41,1,2,2,1,43,48,17,3,1,1,43,41,4,1,45,1,29,6,40,52,37,1,40.1726776
chr7:99493040-99494631,11,16,9,14,13,16,14,15,13,14,13,18,12,17,6,15,12,10,23,18,6,7,16,16,7,19,11,9,13,15,13.26666667,5,9,6,11,12,11,9,6,10,9,8,10,7,11,2,11,11,8,16,15,5,5,7,11,7,12,7,8,10,13,11.2010929
chr18:21564203-21568094,5,4,2,0,0,4,0,3,7,0,2,4,0,2,0,6,3,2,2,3,3,5,0,3,3,4,2,2,3,3,2.566666667,3,1,2,0,1,3,1,3,4,0,2,3,0,1,0,5,2,2,2,1,3,4,1,2,3,4,2,1,2,2,2.287978142
chr11:68551121-68564432,5,0,0,0,3,8,3,3,4,0,3,2,5,5,3,4,0,2,0,8,3,5,3,5,3,2,5,2,3,5,3.133333333,3,1,1,0,2,6,2,3,2,1,2,1,2,4,2,4,0,2,1,7,3,3,3,5,1,2,5,2,2,4,2.838251366
chr19:13025021-13025552,2,3,4,2,4,6,0,2,2,3,3,2,7,2,5,4,4,0,3,4,0,2,3,4,0,0,3,2,2,6,2.8,1,0,2,1,3,2,1,2,0,3,2,2,4,2,1,2,1,1,2,2,0,1,3,2,0,0,2,1,0,3,2.17704918
chr11:68185781-68190152,3,3,0,0,5,3,4,0,3,4,4,3,0,0,0,2,0,2,4,0,0,2,2,0,0,8,0,3,0,5,2,3,3,1,0,5,2,3,1,2,3,4,2,0,1,1,1,0,2,3,0,1,2,2,1,0,7,0,3,1,3,1.950819672
chr7:140776912-140808995,0,2,2,3,0,8,0,2,4,0,4,0,2,2,3,4,3,4,3,3,0,5,4,2,2,4,2,0,0,3,2.366666667,0,1,2,2,0,3,1,1,3,1,3,0,1,2,2,2,3,1,3,2,0,2,4,1,1,4,0,0,1,3,2.006010929
chr4:48684673-48710698,5,4,2,2,3,3,6,4,3,4,5,3,7,9,0,4,3,3,5,2,0,5,6,3,5,6,2,7,3,13,4.233333333,5,4,2,1,3,3,6,4,2,3,5,3,6,9,1,4,3,2,3,1,1,5,6,1,5,6,1,7,2,13,4.069398907
chr3:197104903-197119530,6,4,3,2,4,10,6,0,0,3,3,8,2,4,2,6,4,7,2,4,4,3,7,0,4,8,3,2,5,8,4.133333333,6,4,2,2,2,6,5,1,0,2,2,6,2,3,1,5,4,4,1,1,3,3,6,1,3,7,2,2,5,4,3.657923497
chr1:51402435-51408332,10,6,0,7,7,13,17,6,6,3,5,9,10,7,3,8,3,5,5,7,5,3,8,3,7,7,9,5,2,16,6.733333333,8,4,1,5,5,9,17,5,4,3,3,6,7,4,2,6,2,4,4,6,3,1,7,3,5,5,4,3,2,11,5.864480874
chr15:77467095-77471814,4,4,0,0,2,0,5,3,4,4,5,5,6,3,3,0,3,2,3,3,3,2,0,4,2,0,4,2,3,3,2.733333333,3,2,1,0,0,1,3,0,4,2,5,3,4,1,3,0,1,2,3,0,2,0,3,2,1,0,0,1,1,2,2.208743169
chr3:197814908-197820430,3,4,2,0,5,4,12,4,2,5,7,4,4,3,0,5,7,0,4,6,2,3,3,7,2,9,2,3,3,5,4,1,4,2,0,4,3,8,3,2,5,5,3,3,3,0,2,7,1,4,5,2,3,3,5,1,9,2,1,2,3,3.606557377
chr10:31373018-31461237,2,2,0,3,7,7,5,0,0,0,8,4,5,0,5,0,4,2,3,3,0,4,5,4,5,7,2,2,3,2,3.133333333,2,1,0,1,3,4,4,0,0,0,5,3,5,0,3,1,1,2,1,2,0,2,3,3,3,4,2,2,1,2,2.575956284
chr11:86022367-86031611,0,0,3,0,6,0,7,2,4,2,5,4,0,4,0,5,5,3,5,3,4,4,2,6,0,0,0,7,2,3,2.866666667,0,0,3,1,5,0,6,0,4,2,5,4,0,4,0,4,4,3,4,3,4,2,1,6,1,0,1,6,2,2,2.719125683
chr2:172562220-172565073,0,3,3,0,4,2,4,0,2,3,0,3,2,7,0,2,2,0,4,0,3,5,10,2,2,5,0,4,2,3,2.566666667,0,2,1,0,4,2,3,0,1,2,1,3,2,4,0,2,2,1,3,1,2,4,7,1,1,4,1,2,2,3,2.304371585
chr7:100023419-100024307,72,63,48,33,71,54,81,45,78,64,68,73,54,67,23,63,65,40,71,61,56,41,69,56,44,85,85,51,67,124,62.4,56,1,37,28,1,1,1,4,1,47,3,2,39,1,1,44,1,26,2,4,41,2,45,2,35,5,2,1,1,2,38.85901639
chr5:77449760-77464809,3,0,2,2,7,4,6,3,7,6,3,3,4,10,3,2,6,6,4,4,4,7,8,0,4,5,2,10,4,6,4.5,1,0,0,0,3,1,1,1,2,3,2,0,1,3,2,1,3,0,1,2,2,1,3,1,3,2,1,4,2,2,3.073770492
chr10:31908172-31910563,38,32,27,31,35,54,72,26,35,36,32,30,33,35,27,43,37,17,42,31,30,16,52,32,24,55,29,23,25,55,35.13333333,15,16,14,23,23,28,34,15,13,17,15,13,18,15,12,17,15,6,20,18,11,7,26,14,8,29,11,14,13,25,26.13333333
chr18:9182382-9221999,25,35,23,11,47,54,35,20,40,18,32,32,27,38,5,32,25,43,38,32,43,0,40,29,12,66,35,27,34,43,31.36666667,19,29,17,8,36,42,25,12,28,15,1,1,18,1,4,1,18,36,27,1,3,1,28,19,8,54,25,18,26,29,24.9568306
chr22:32478981-32485209,0,3,4,0,5,3,2,0,2,0,0,3,3,3,0,6,3,0,2,0,0,4,9,3,3,2,0,3,0,5,2.266666667,1,3,3,0,5,3,1,0,2,0,1,2,2,2,0,5,2,0,1,1,1,4,1,3,2,1,1,2,1,4,2.03715847
chr2:72465160-72480750,6,5,0,2,9,5,2,5,0,4,8,4,4,4,4,5,0,4,5,3,3,6,8,2,3,3,7,7,8,4,4.333333333,5,5,0,2,6,4,1,3,1,2,5,4,4,3,3,4,1,4,3,2,3,4,6,2,3,2,3,7,5,2,3.825136612
chr11:13413530-13421838,7,10,9,4,12,9,10,6,10,6,7,11,5,3,5,8,12,4,8,8,5,6,4,4,6,17,7,12,12,7,7.8,4,7,7,3,10,6,4,4,10,6,6,11,5,2,3,7,6,3,7,5,5,4,3,2,5,13,6,9,11,7,6.931147541
chr5:61472681-61494410,3,5,0,0,3,5,3,3,4,6,7,6,6,3,0,0,3,0,0,4,2,2,3,5,5,3,5,2,0,5,3.1,2,4,1,0,3,5,3,2,2,6,6,5,6,3,1,1,1,0,1,3,0,2,2,2,1,3,1,2,1,3,2.755737705
chr2:61522611-61526521,12,8,10,5,5,9,12,9,10,9,6,15,8,13,2,3,7,12,6,8,5,10,15,7,11,10,13,10,9,13,9.066666667,10,8,8,4,4,9,8,7,9,6,4,13,5,10,0,2,6,7,5,6,3,9,12,5,5,5,5,10,5,7,7.83715847
chr16:8915254-8917156,0,4,0,0,2,4,5,2,0,0,3,5,3,3,4,6,7,2,0,0,3,3,5,3,0,0,2,7,0,0,2.433333333,1,1,0,0,3,3,3,2,0,1,2,7,3,4,4,3,5,2,1,2,3,4,5,1,1,1,1,7,1,2,2.433333333
chr5:168488602-168494650,23,42,20,14,32,41,40,14,23,29,29,36,31,40,12,33,29,26,31,39,22,22,28,19,19,39,30,16,36,51,28.86666667,20,33,19,12,26,1,33,13,19,22,1,27,28,33,10,28,27,21,26,35,1,20,24,13,17,34,26,12,26,38,25.24371585
chr4:122927634-122979386,3,4,3,2,8,6,2,0,3,0,0,2,3,0,5,0,3,0,0,0,2,0,4,2,2,5,3,3,0,6,2.366666667,1,1,3,2,6,6,1,0,3,1,1,2,3,0,4,1,1,1,0,0,2,0,4,2,2,4,2,3,0,6,2.219125683
chr9:83679775-83686155,12,5,4,10,7,21,11,6,5,8,7,10,6,3,2,8,4,6,5,5,4,4,5,6,10,6,5,4,7,11,6.9,10,4,3,8,6,20,10,6,3,8,6,9,5,2,2,8,3,5,5,4,4,3,3,5,7,6,5,4,6,9,6.440983607
chr2:88801099-88804880,12,12,16,10,24,24,36,10,7,7,16,42,29,25,6,20,13,14,24,21,17,12,38,9,9,42,15,27,28,41,20.2,7,11,7,3,12,17,18,4,9,6,1,27,14,11,1,11,8,3,10,11,9,9,21,3,7,2,12,12,19,22,15.29836066
chr10:68487144-68506718,0,2,0,0,0,4,8,3,4,2,0,3,2,2,2,4,0,3,3,4,0,0,0,0,4,4,0,0,0,4,1.933333333,0,1,0,1,1,4,6,2,4,2,1,2,2,2,2,3,1,2,2,3,1,0,1,0,4,4,0,1,0,4,1.900546448
chr12:26996742-26999676,2,0,2,0,5,5,0,5,0,3,2,7,0,4,4,4,4,0,2,7,0,2,0,3,0,2,3,2,5,3,2.533333333,2,1,2,0,2,4,1,5,0,1,2,6,1,4,4,4,1,1,1,7,1,2,1,3,0,2,3,2,4,3,2.434972678
chr12:101714090-101716812,0,3,2,3,4,0,8,9,9,0,4,4,4,6,2,2,5,2,0,2,2,3,0,4,2,8,2,0,2,10,3.4,0,1,2,1,3,0,5,7,6,1,2,2,3,4,1,1,4,1,1,0,2,0,1,3,0,4,2,1,1,7,2.809836066
chr9:111574734-111586165,0,0,0,2,2,3,4,3,0,0,2,3,6,5,2,3,4,0,0,2,3,2,10,0,0,0,0,5,3,3,2.233333333,1,1,0,2,1,3,1,2,0,0,1,2,4,5,1,2,2,0,0,2,3,2,8,0,1,1,2,5,1,3,2.053005464
chr7:17890363-17897446,0,0,4,0,2,4,3,0,2,2,4,0,3,3,0,3,0,2,3,6,2,6,3,4,0,3,4,0,2,6,2.366666667,0,0,4,1,2,3,3,0,2,2,3,2,2,2,0,2,0,2,2,5,2,6,3,4,1,3,3,1,2,4,2.284699454
chr15:63696124-63716473,12,12,7,6,8,4,8,7,7,5,9,12,5,7,2,6,9,3,7,4,6,5,11,5,7,5,4,8,9,13,7.1,6,10,6,4,6,4,2,5,4,3,4,9,4,5,1,0,5,1,4,3,3,2,8,3,3,3,2,4,6,5,5.657377049
chr18:49929512-49937397,15,6,5,6,9,5,12,11,12,5,8,8,6,4,4,7,9,8,11,8,4,5,6,4,9,11,8,4,8,9,7.566666667,12,5,2,3,7,2,8,8,9,5,7,6,6,3,4,4,7,7,9,8,4,3,5,2,7,7,5,4,6,6,6.64863388
chr9:131436620-131439061,0,4,0,2,4,3,5,2,5,2,3,2,0,2,5,5,0,2,6,2,3,4,4,0,0,2,2,6,0,4,2.633333333,0,3,0,1,4,3,2,1,3,1,3,2,0,0,2,5,0,1,4,0,1,4,2,0,0,1,2,6,1,2,2.223497268
chrX:85303406-85308216,5,4,4,4,0,4,4,8,5,11,7,5,6,5,0,3,8,4,4,2,3,2,5,4,0,6,7,2,0,7,4.3,5,3,1,3,1,2,3,7,2,3,6,2,6,3,0,1,6,3,1,2,2,2,3,2,0,4,6,1,1,5,3.595081967
chr8:100220279-100233537,0,5,0,0,5,5,0,3,0,2,2,4,0,8,0,2,5,3,3,4,7,0,3,3,5,4,4,0,4,4,2.833333333,3,5,1,0,3,3,1,2,1,1,1,3,0,7,0,2,4,2,1,3,5,1,1,3,4,4,3,1,1,3,2.571038251
chr2:84870225-84870785,10,17,6,4,7,5,12,7,10,8,6,7,2,4,0,0,3,3,12,6,4,3,10,9,7,5,9,7,7,8,6.6,8,12,5,1,3,5,8,3,8,6,4,4,2,3,0,1,2,1,9,4,4,3,6,5,7,4,8,4,5,7,5.681967213
chr12:1027748-1028572,2,3,2,3,3,4,6,6,5,0,4,5,4,0,0,4,3,5,11,6,8,4,7,5,0,8,2,0,3,9,4.066666667,1,3,2,3,2,3,6,4,5,0,4,5,3,1,1,4,2,4,8,5,8,2,7,5,1,1,2,1,3,7,3.755191257
chr2:45546732-45562756,3,10,4,5,8,22,12,4,9,4,3,5,10,5,4,5,12,6,8,9,8,8,5,8,6,6,7,6,6,14,7.4,2,5,3,4,5,15,8,3,5,2,2,3,6,5,3,4,9,3,5,7,5,6,4,5,5,4,5,4,4,8,6.203278689
chr10:11997672-12014184,2,5,2,3,4,6,2,5,3,5,3,4,3,2,4,5,4,4,3,3,0,2,7,4,5,6,4,3,3,4,3.666666667,2,4,2,3,4,5,2,4,3,4,3,4,1,2,3,4,4,3,3,1,1,1,5,5,3,4,4,2,2,4,3.371584699
chr1:1804419-1817875,4,10,10,5,21,10,4,8,4,2,12,10,6,8,4,12,5,5,11,12,5,6,9,4,6,9,4,7,14,13,8,2,5,6,0,15,4,2,3,2,1,6,5,3,4,3,5,3,2,8,5,1,3,6,3,1,3,1,3,8,7,6.032786885
chr12:49097566-49098105,3,0,2,0,3,4,4,2,0,4,2,4,0,6,0,3,5,2,5,5,3,5,3,3,4,5,3,3,3,6,3.066666667,3,0,2,1,3,4,4,2,1,4,2,4,0,5,1,3,4,2,4,5,3,5,2,2,4,4,2,2,1,5,2.935519126
chr4:147857553-147881932,3,4,2,3,6,15,4,4,5,2,4,4,5,11,12,7,3,8,3,8,6,2,0,8,6,7,2,5,7,3,5.3,3,2,2,3,5,13,1,2,4,2,4,2,3,10,1,5,2,8,3,6,5,2,1,5,5,1,1,5,6,3,4.578688525
chr5:79618647-79620083,0,4,2,2,4,7,7,4,2,3,3,4,4,3,0,0,0,6,0,3,4,4,2,5,0,11,3,2,0,7,3.2,0,4,2,2,4,7,6,3,2,3,2,4,4,3,0,1,1,3,0,2,4,3,2,2,1,10,3,2,0,4,3.003278689
chr11:72757767-72759381,2,2,0,0,5,3,3,4,4,2,5,3,0,2,0,3,3,2,6,8,0,2,4,0,5,7,2,5,2,0,2.8,2,1,0,0,5,1,3,4,4,2,4,3,1,1,2,2,2,2,4,5,1,1,2,1,4,7,1,5,2,1,2.619672131
chr17:50736960-50741731,0,5,0,3,2,8,4,0,7,2,0,4,5,4,3,2,2,4,4,0,0,2,0,0,3,4,0,2,3,2,2.5,0,5,1,2,2,3,3,1,5,1,0,3,3,4,2,1,0,3,2,0,0,1,0,0,3,3,0,1,2,2,2.139344262
chr6:34606555-34606904,0,0,4,0,3,4,3,3,0,2,0,0,3,3,0,2,4,2,0,5,0,3,2,3,0,6,0,2,0,2,1.866666667,0,1,2,0,2,3,2,2,1,1,0,0,2,3,0,1,3,1,0,3,0,2,2,3,0,4,1,2,0,2,1.653551913
chr1:180984677-181005463,5,6,7,0,3,11,5,2,3,0,4,0,4,5,0,4,2,2,0,0,3,0,6,2,3,3,2,2,0,0,2.8,5,4,6,1,3,8,5,2,2,0,3,1,4,3,0,2,1,2,0,1,2,1,4,1,3,3,2,2,1,1,2.619672131
chr8:18765449-18804898,4,3,8,4,6,4,12,5,4,8,7,7,13,8,12,5,6,0,8,6,5,4,13,5,2,0,5,5,3,9,6.033333333,2,2,7,2,5,4,10,4,3,4,5,5,9,7,9,1,4,1,5,4,4,1,9,4,2,1,5,2,2,6,5.180874317
chr10:110964125-110985765,23,22,7,12,17,26,20,14,22,20,20,17,16,22,9,18,23,12,21,22,9,14,35,14,20,25,22,17,20,22,18.7,15,17,3,9,12,17,16,11,17,17,16,13,13,15,1,8,13,10,12,14,6,8,26,13,15,20,13,11,16,19,15.99508197
chr17:42498924-42501304,6,9,5,5,7,10,16,8,11,4,4,6,6,4,4,14,4,4,6,7,7,5,9,5,7,9,0,5,3,13,6.766666667,5,5,4,5,4,8,12,5,7,3,3,2,4,3,3,8,4,2,5,1,4,4,7,3,4,6,1,3,2,8,5.651912568
chr1:197642711-197658369,15,12,10,8,17,17,11,22,13,5,18,19,22,19,9,30,16,5,22,18,3,12,33,10,8,21,18,14,9,34,15.66666667,8,8,7,5,12,11,8,15,8,4,13,16,20,16,7,26,11,3,16,15,2,5,30,7,7,15,16,4,8,30,13.74863388
chr21:29321221-29329693,7,13,5,3,7,12,11,5,8,5,13,9,10,9,8,11,6,11,9,12,11,2,7,8,9,9,3,4,9,15,8.366666667,6,11,4,3,7,8,10,4,4,5,12,6,9,6,6,9,5,8,8,10,1,1,5,1,7,2,2,4,8,12,7.268306011
chr16:11120615-11126146,4,3,0,0,3,2,0,0,0,0,3,4,5,4,0,3,0,2,4,3,0,0,5,3,0,6,3,2,2,4,2.166666667,2,2,0,1,2,2,1,0,1,1,3,3,2,2,1,2,0,1,3,0,1,1,2,3,0,4,3,2,1,3,1.904371585
chr21:15833348-15842540,0,3,0,0,0,2,2,0,0,2,2,2,0,0,0,5,3,4,3,3,3,4,2,5,0,2,0,2,5,0,1.8,0,1,0,1,0,2,2,0,0,2,2,2,1,1,0,5,3,4,2,3,2,1,2,5,1,2,0,2,5,1,1.767213115
chr19:5604583-5604936,14,5,9,3,11,7,27,7,6,2,12,9,3,3,4,9,4,10,9,2,6,10,7,4,4,12,7,4,5,14,7.633333333,11,3,5,2,7,7,18,7,5,1,8,5,2,1,2,7,4,9,6,1,6,8,3,2,3,10,6,4,3,11,6.616939891
chr1:245915530-245929937,2,2,2,0,5,2,0,5,2,0,5,3,0,4,0,4,0,0,5,5,0,2,0,0,3,3,2,0,3,4,2.1,1,1,2,0,4,2,0,4,1,0,4,2,1,2,1,2,1,1,3,3,1,2,0,1,2,3,0,0,2,3,1.870491803
chr19:34430576-34438766,3,2,3,0,3,7,3,6,5,6,8,4,4,2,3,7,4,0,4,7,4,5,9,4,2,5,8,3,3,8,4.4,1,3,2,1,3,5,3,4,5,4,6,4,5,2,2,8,3,1,3,7,1,4,8,4,2,4,7,3,3,7,4.121311475
chr3:149846011-149912083,6,3,0,2,5,6,0,2,0,0,3,4,6,0,0,2,3,0,2,3,4,3,0,0,3,2,2,2,4,0,2.233333333,6,3,0,2,5,6,1,2,1,0,3,2,5,1,0,1,3,0,2,3,3,3,0,1,3,1,1,1,4,1,2.184153005
chr20:41533050-41551360,2,0,3,0,3,4,4,0,3,2,5,4,6,0,0,4,6,3,2,0,4,2,4,5,6,2,3,6,4,4,3.033333333,1,1,3,1,1,2,3,0,1,0,4,1,3,0,0,4,4,1,1,0,2,0,2,1,3,2,3,4,2,3,2.410382514
chr16:67628370-67629533,3,2,4,0,3,7,2,0,5,3,2,4,0,0,2,5,4,5,8,3,5,0,5,0,2,4,0,7,3,7,3.166666667,2,2,4,0,2,3,2,0,3,2,1,3,1,0,2,5,3,3,4,2,3,0,0,1,0,3,2,5,1,7,2.691256831
chr6:43055545-43056445,2,5,4,2,4,2,11,2,7,0,5,3,0,5,2,6,2,6,2,5,2,4,5,7,3,3,2,7,4,7,3.966666667,3,6,4,3,4,4,9,2,6,1,5,2,0,3,2,2,2,5,3,4,2,5,2,4,2,6,2,5,3,6,3.769945355
chr12:108652272-108654410,29,22,24,23,33,33,43,24,25,21,32,45,37,38,37,33,31,33,35,31,23,35,40,30,22,46,34,24,20,49,31.73333333,18,17,16,16,23,28,34,18,15,13,23,30,29,30,27,26,24,27,26,23,14,24,25,20,18,38,23,17,15,27,27.33989071
chr12:19462510-19473355,2,4,3,0,4,6,5,9,4,3,7,9,0,9,4,12,5,6,5,6,0,8,6,0,3,10,2,10,6,8,5.2,2,4,2,1,2,1,3,6,3,3,5,7,0,9,3,9,4,4,3,5,1,7,5,1,3,8,1,8,4,5,4.593442623
