ID,X1032245.T_bwa.ciri2,X1039868.T_bwa.ciri2,X1042353.T_bwa.ciri2,X1042745.T_bwa.ciri2,X1043773.T_bwa.ciri2,X1045386.T_bwa.ciri2,X1045549.T_bwa.ciri2,X1046191.T_bwa.ciri2,X1046287.T_bwa.ciri2,X1046349.T_bwa.ciri2,X1046499.T_bwa.ciri2,X1047291.T_bwa.ciri2,X1047831.T_bwa.ciri2,X1047912.T_bwa.ciri2,X1048720.T_bwa.ciri2,X1049983.T_bwa.ciri2,X1050700.T_bwa.ciri2,X1051316.T_bwa.ciri2,X1054390.T_bwa.ciri2,X1056166.T_bwa.ciri2,X272577.T_bwa.ciri2,X451368.T_bwa.ciri2,X477022.T_bwa.ciri2,X515975.T_bwa.ciri2,X522638.T_bwa.ciri2,X548142.T_bwa.ciri2,X649867.T_bwa.ciri2,X685749.T_bwa.ciri2,X843725.T_bwa.ciri2,X99272.T_bwa.ciri2,CircRNACount.1032245.T,CircRNACount.1039868.T,CircRNACount.1042353.T,CircRNACount.1042745.T,CircRNACount.1043773.T,CircRNACount.1045386.T,CircRNACount.1045549.T,CircRNACount.1046191.T,CircRNACount.1046287.T,CircRNACount.1046349.T,CircRNACount.1046499.T,CircRNACount.1047291.T,CircRNACount.1047831.T,CircRNACount.1047912.T,CircRNACount.1048720.T,CircRNACount.1049983.T,CircRNACount.1050700.T,CircRNACount.1051316.T,CircRNACount.1054390.T,CircRNACount.1056166.T,CircRNACount.272577.T,CircRNACount.451368.T,CircRNACount.477022.T,CircRNACount.515975.T,CircRNACount.522638.T,CircRNACount.548142.T,CircRNACount.649867.T,CircRNACount.685749.T,CircRNACount.843725.T,CircRNACount.99272.T
chr1:213077696-213117410,4,0,4,5,8,0,2,0,0,0,3,4,3,3,0,2,3,0,2,0,0,0,0,0,2,5,0,0,3,8,2,1,3,3,6,1,2,1,1,1,2,3,3,3,0,2,3,1,1,0,1,0,1,0,2,3,0,0,2,6
chr5:65451475-65473952,6,0,4,3,0,2,0,2,7,2,14,0,3,2,6,0,0,0,2,2,2,2,0,0,5,6,0,8,3,6,4,1,2,3,0,1,0,2,5,2,9,1,3,2,4,0,0,1,1,2,1,1,0,0,2,3,0,4,2,5
chr10:7243558-7285954,6,3,4,0,6,3,3,0,7,5,3,0,0,5,3,5,0,0,0,2,0,0,7,3,0,5,0,0,4,0,5,3,2,1,4,2,3,0,7,2,3,1,0,2,3,2,1,1,0,2,0,1,3,2,0,3,0,1,2,1
chr11:61366045-61367998,7,5,12,9,14,6,7,3,7,13,7,24,8,10,8,7,10,6,7,4,5,9,7,6,3,13,4,15,9,13,5,5,8,6,1,5,6,3,6,7,6,18,8,7,5,3,7,6,7,2,3,6,6,4,1,9,3,1,7,11
chr20:58438945-58441083,2,0,2,4,2,10,0,0,7,4,5,3,3,3,0,0,11,0,5,3,2,3,0,2,4,6,3,9,3,3,2,0,2,2,1,4,0,0,5,2,2,2,2,2,0,1,7,0,3,2,2,1,0,0,2,3,2,8,2,1
chr2:109564366-109593119,8,2,11,3,5,4,2,4,8,4,3,0,7,6,6,3,9,6,2,5,0,6,0,0,0,0,0,10,8,4,3,0,4,2,3,1,2,2,5,4,2,1,2,4,5,2,5,4,2,2,1,4,0,1,2,0,0,10,3,4
chr1:155438327-155459898,10,4,5,8,7,7,6,5,8,4,6,9,10,3,7,5,16,0,5,8,3,7,3,0,2,3,5,12,10,21,6,1,2,5,5,4,3,1,4,2,3,8,7,1,6,3,12,0,5,5,1,3,2,0,1,3,4,8,6,13
chr3:113488945-113506605,2,2,0,5,7,3,2,0,2,5,0,2,5,0,3,2,4,0,2,0,0,4,2,0,4,0,4,6,4,2,1,2,0,3,4,3,2,1,1,5,1,2,4,0,3,2,4,1,2,1,1,4,1,0,4,0,3,5,4,1
chr1:171568247-171575128,5,0,0,5,0,2,0,2,3,0,3,2,3,3,0,4,0,2,3,2,0,0,2,0,5,0,4,7,0,7,3,1,0,4,0,1,1,1,2,1,3,2,2,3,0,3,0,2,2,1,0,1,2,1,4,0,3,7,0,5
chr10:5699525-5714207,4,3,4,3,10,8,0,0,2,2,0,5,2,3,0,0,5,0,2,2,0,4,4,0,8,5,5,11,3,5,4,3,4,3,5,5,0,0,1,1,0,4,0,2,0,0,3,0,1,2,0,1,2,1,7,2,4,8,1,4
chr19:45517663-45518094,3,3,2,0,2,3,0,0,3,0,4,0,3,0,5,2,4,0,2,0,0,2,0,0,3,3,4,3,2,0,3,2,1,1,1,3,0,0,2,0,3,2,3,1,3,2,4,1,2,0,0,2,0,0,2,1,3,3,2,1
chr8:127890589-127890998,14,2,16,40,6,18,2,19,20,38,19,23,9,28,8,16,53,3,20,27,9,7,9,7,10,5,4,21,9,5,9,2,14,32,5,17,1,17,15,29,15,24,7,26,8,15,46,3,16,25,9,7,7,7,7,4,3,16,8,5
chr22:41808875-41810291,5,10,3,21,11,13,8,7,13,9,8,34,13,25,16,11,28,4,10,8,0,9,8,4,9,33,10,20,10,5,4,9,0,14,8,10,5,6,10,7,5,28,9,17,8,7,21,3,9,6,1,8,6,4,8,2,6,16,6,5
chr5:50399107-50411383,26,12,10,23,6,12,3,5,8,10,3,0,11,34,10,0,4,0,11,2,4,3,11,11,17,8,2,6,5,22,20,10,3,17,4,9,3,4,4,5,1,0,5,14,7,1,3,0,6,1,3,2,6,8,12,6,2,3,2,16
chr13:99238427-99244624,15,0,17,19,19,12,2,8,8,11,13,19,6,12,5,3,16,2,8,14,5,11,5,2,15,8,4,12,6,0,9,1,12,15,14,7,0,6,7,7,11,15,6,11,3,1,16,2,6,10,4,8,4,1,9,2,3,9,4,1
chr20:41092472-41101353,10,4,4,10,11,14,4,7,12,7,21,6,3,7,7,3,13,6,9,5,3,11,6,0,9,7,5,13,14,7,6,1,2,7,1,11,2,6,10,6,16,4,2,4,6,3,9,4,5,4,3,8,4,0,5,7,3,10,14,6
chr20:38057532-38066256,3,2,5,8,9,15,4,6,3,13,12,6,3,12,6,3,16,0,15,0,3,3,4,2,4,5,8,9,2,4,2,1,3,4,1,9,2,4,2,10,6,4,3,7,6,0,10,0,7,1,2,2,4,2,3,3,8,6,2,3
chr6:13579451-13584225,7,2,2,2,7,2,0,9,7,0,5,5,3,5,5,0,5,6,3,8,7,0,7,0,0,5,5,7,7,4,6,0,1,2,7,2,0,7,7,1,4,5,3,3,3,0,4,4,1,6,6,1,6,1,0,4,4,6,5,3
chr8:140846260-140890769,11,0,14,16,9,15,8,4,5,11,8,12,0,12,4,6,11,2,9,2,4,2,5,0,11,4,0,8,15,9,5,1,9,9,2,7,7,4,3,7,5,6,1,5,3,4,5,1,4,1,1,1,5,0,5,1,0,5,11,6
chr16:87975048-87984259,13,7,3,7,13,9,3,7,13,7,2,10,9,32,11,0,13,7,10,8,9,4,8,6,8,7,11,7,12,8,7,1,1,1,9,9,3,6,1,6,2,7,9,20,9,0,7,5,5,7,7,2,4,4,1,5,7,4,9,7
chr2:47373463-47374048,2,0,5,4,3,3,4,4,4,5,10,8,4,14,2,0,20,4,8,2,0,8,5,2,8,7,4,10,3,5,2,1,5,2,3,3,1,3,2,3,7,8,2,10,1,1,15,2,6,2,0,1,4,2,6,4,2,6,2,4
chr7:100023419-100024307,46,40,103,29,111,47,17,33,35,40,83,110,79,60,57,31,56,42,58,58,26,47,49,23,37,31,66,134,63,77,31,30,3,25,7,1,12,22,26,30,62,67,2,2,1,1,39,1,1,1,2,38,2,18,27,1,50,9,46,60
chr4:1900626-1918623,3,2,0,0,3,2,4,0,4,3,2,4,4,7,4,0,2,3,0,0,0,2,0,2,2,0,3,3,0,3,2,2,0,0,3,2,1,1,4,2,2,4,4,7,4,1,2,1,1,0,0,2,1,2,2,0,1,3,0,2
chr12:116096669-116111512,3,0,8,6,3,7,3,2,9,8,4,3,0,8,4,0,5,3,5,5,0,0,6,3,5,3,4,7,8,5,1,1,4,1,2,3,1,0,7,4,2,1,0,3,2,0,3,3,2,3,1,1,4,1,3,1,1,3,5,4
chr11:77619606-77625818,11,4,3,7,11,25,7,5,7,6,2,13,13,8,4,3,8,4,7,5,0,16,8,2,13,0,2,5,5,6,5,1,0,3,4,16,1,2,3,1,2,10,6,7,3,4,5,0,3,6,1,8,1,2,8,0,2,3,5,3
chr6:13632370-13644729,8,5,7,6,9,11,0,4,6,8,6,2,3,10,6,2,13,8,3,3,3,10,2,6,0,6,3,12,5,6,5,2,6,6,6,9,1,2,6,8,4,2,2,5,4,2,9,7,2,3,1,9,2,6,1,4,2,9,5,6
chr2:45546732-45553730,5,0,9,11,4,11,4,8,7,0,6,6,4,7,6,2,5,0,0,2,0,3,8,0,3,8,3,5,3,4,2,1,7,7,3,5,4,6,5,0,5,5,2,6,4,2,5,0,0,2,1,3,6,0,2,3,2,4,3,3
chr3:11358418-11380052,2,0,3,0,5,7,0,3,0,2,3,4,0,0,0,0,0,2,2,0,3,0,2,0,2,2,0,4,2,0,2,1,3,0,4,3,0,2,1,2,3,4,0,2,0,1,0,1,2,0,2,0,2,1,2,1,1,3,2,1
chr2:171925537-171953001,0,2,6,2,10,3,2,0,3,2,4,3,3,3,3,0,7,4,3,2,0,0,6,3,6,4,0,8,0,2,0,2,4,2,7,2,1,0,2,2,4,2,2,1,2,1,6,4,1,2,0,1,4,3,4,2,0,5,1,2
chr18:36026900-36033837,6,4,2,7,2,2,2,0,4,0,2,4,3,13,0,0,6,0,0,5,0,0,0,3,2,0,2,3,5,8,4,4,1,4,1,2,2,0,3,0,2,3,2,11,0,1,5,1,0,4,1,1,0,3,1,1,1,3,4,7
chr8:101558419-101558812,12,2,6,5,7,5,0,3,0,0,6,8,8,13,2,6,6,2,9,9,7,5,4,5,7,7,3,13,4,5,9,1,3,4,6,2,0,3,1,1,4,7,5,13,1,5,4,2,7,5,7,2,3,3,5,4,3,12,3,4
chr17:82900651-82911789,4,5,7,4,8,17,0,8,10,8,17,8,8,22,2,4,13,6,6,8,0,3,4,2,4,3,5,8,7,4,3,2,4,2,3,6,1,4,1,2,6,3,3,11,2,2,3,4,3,2,0,3,0,1,2,2,1,4,4,3
chr13:41252645-41260915,0,0,4,13,6,3,0,2,3,2,12,9,0,3,3,0,7,0,2,4,0,0,2,0,3,3,2,4,0,4,1,1,4,11,6,2,0,1,3,2,8,8,1,3,3,0,6,0,1,5,1,1,2,1,3,3,2,3,1,3
chr14:21230319-21234229,10,7,10,16,19,21,21,5,16,21,14,6,8,23,5,20,24,13,20,8,5,22,18,13,9,11,8,16,10,21,6,4,7,7,9,12,7,1,7,9,10,6,2,10,0,10,13,5,11,6,4,8,7,5,1,5,2,5,5,6
chr11:61437625-61438113,6,2,4,4,5,0,0,4,6,3,4,5,8,6,5,4,9,6,3,9,3,5,6,5,5,10,6,17,6,3,5,1,4,3,3,1,0,1,5,3,3,2,6,3,3,2,7,5,3,8,3,4,1,4,3,7,2,13,4,1
chr10:11997672-12014184,3,0,6,6,4,4,0,4,5,2,4,2,3,2,4,3,7,3,3,0,3,2,0,2,2,2,2,6,5,2,3,0,5,2,4,4,1,3,5,1,2,2,3,2,4,1,5,2,2,1,3,1,1,2,1,2,1,6,4,1
chr13:95757644-95763953,17,0,4,11,13,16,5,2,10,10,18,29,16,7,5,10,6,7,8,7,3,11,8,5,7,6,2,11,6,10,9,1,4,7,1,11,3,1,7,8,13,20,1,4,4,5,2,6,6,5,2,7,5,3,5,3,1,6,4,6
chr4:87046166-87047594,17,12,3,8,16,14,10,10,21,7,17,10,8,7,7,15,16,3,21,7,10,12,4,8,10,6,8,11,18,6,12,11,1,5,1,11,7,8,13,4,11,8,6,5,4,1,14,3,16,4,9,6,4,5,6,4,8,2,15,5
chr15:90217439-90221765,6,0,2,4,5,4,0,0,3,2,3,4,3,2,2,2,0,3,9,4,0,0,0,0,2,0,0,4,0,4,3,0,2,4,5,4,1,1,2,2,2,3,2,2,1,0,1,3,8,3,0,1,2,0,2,0,0,4,1,4
chr5:80775694-80792844,2,10,2,9,4,4,2,3,4,9,6,4,10,0,0,3,3,5,0,2,0,5,3,0,7,5,0,13,3,6,2,5,1,4,3,3,0,2,0,3,4,2,8,1,0,3,1,3,0,1,0,1,1,0,4,3,0,1,2,2
chr3:129880309-129880559,6,0,10,9,4,7,0,3,7,2,7,0,2,10,3,2,3,0,3,4,2,2,7,6,3,5,3,12,4,3,3,0,5,7,2,7,0,2,6,2,4,0,1,7,0,1,2,0,2,3,1,2,8,4,1,2,2,9,3,2
chr1:59321536-59346398,6,4,6,3,7,4,0,5,5,6,8,2,11,6,4,5,4,5,6,0,0,4,3,0,15,3,4,9,4,8,3,3,5,1,4,2,1,3,5,5,5,2,7,4,3,2,4,2,3,1,0,3,2,1,11,3,4,1,2,1
chr1:172551512-172557794,5,5,3,6,7,2,3,0,5,0,6,2,3,3,3,4,3,0,7,7,0,4,5,2,0,2,0,4,5,6,1,3,3,4,1,2,1,0,3,1,3,1,2,4,2,4,2,1,1,3,1,1,3,2,0,1,1,2,3,1
chr12:69589485-69593613,3,4,2,5,5,5,2,0,4,0,10,4,0,7,5,2,7,5,0,3,0,5,4,0,3,3,7,17,3,3,3,4,2,5,3,4,2,0,4,1,2,3,0,6,5,1,6,4,1,3,0,4,4,0,2,3,3,2,1,3
chr8:102360071-102361626,9,7,11,8,13,16,0,7,11,10,9,3,7,12,7,6,11,3,22,6,3,4,6,3,13,6,5,9,12,15,1,3,6,5,3,6,0,3,6,5,2,3,6,8,6,5,7,1,9,1,0,3,2,1,7,6,3,4,4,11
chr10:7797047-7802854,14,11,17,19,50,19,10,19,33,38,19,26,18,56,12,20,21,24,10,18,14,20,11,17,33,30,15,21,43,19,9,13,15,16,1,15,6,13,1,30,16,27,18,53,10,1,19,19,9,17,12,16,9,17,30,1,14,2,36,14
chr16:30728966-30729572,16,12,9,4,15,14,7,8,9,4,11,16,7,14,10,6,23,6,12,4,16,15,15,6,7,14,5,21,12,5,9,10,6,4,11,11,7,8,5,4,8,15,7,11,8,6,17,6,8,1,11,10,10,5,3,9,3,17,11,5
chr7:17868407-17875790,5,2,8,9,8,10,4,5,4,5,11,13,10,6,2,4,9,7,7,12,3,3,2,2,18,8,4,0,7,4,4,1,5,8,6,8,4,4,2,4,8,10,9,5,2,3,7,7,5,11,1,2,2,2,14,5,2,1,4,2
chr5:109713520-109716264,12,0,4,9,5,10,5,3,13,2,6,3,4,9,0,3,13,3,8,0,0,6,7,3,5,4,3,5,3,5,10,0,4,8,4,9,4,2,10,1,5,1,3,7,0,3,9,2,6,1,1,5,7,2,5,4,3,4,3,3
chr1:59339958-59346398,2,6,2,4,3,6,0,3,5,4,7,0,8,2,3,0,0,4,4,4,0,6,0,2,5,3,4,6,7,5,1,2,1,4,2,3,1,2,2,2,3,0,5,0,1,0,0,3,4,2,0,3,1,1,4,2,2,2,2,2
chr4:153270335-153276130,4,0,2,0,0,4,0,0,4,5,2,3,7,3,4,0,6,0,2,2,2,3,2,0,2,3,2,0,0,0,2,0,2,0,0,4,0,1,4,5,2,2,6,2,3,0,5,0,2,1,2,2,2,0,1,3,1,0,1,0
chr9:83679775-83686155,3,3,11,5,2,5,0,2,5,0,3,4,3,3,7,0,6,2,0,4,2,3,4,2,0,2,7,7,4,2,1,3,10,5,1,4,1,2,4,0,3,3,3,2,6,2,6,1,0,4,2,2,4,2,2,2,7,4,4,2
chr6:43055545-43056445,14,3,2,2,3,3,0,0,3,9,5,9,4,4,2,0,5,2,3,4,0,3,2,2,6,4,2,7,2,0,7,0,2,1,4,2,2,1,3,9,5,7,3,2,1,1,5,3,4,3,1,1,1,2,5,1,3,8,2,2
chr2:47378953-47379969,3,0,7,4,9,7,2,8,4,4,5,5,5,6,10,2,8,2,5,0,0,4,5,7,2,11,2,14,5,2,2,1,5,3,8,5,2,6,3,3,2,3,4,2,9,2,6,0,4,0,0,3,3,4,2,8,2,9,5,1
chr1:48355670-48359770,7,3,3,2,6,0,0,2,3,2,3,0,9,3,5,6,4,0,0,0,3,4,4,3,3,2,0,9,5,6,6,3,2,1,3,0,1,1,3,2,1,0,6,2,4,4,3,0,2,1,1,1,2,2,2,1,0,8,4,2
chr16:3850297-3851009,21,4,5,13,14,20,4,4,13,11,12,15,8,5,5,15,20,3,9,18,15,11,8,9,7,8,3,20,12,10,14,4,4,12,10,17,3,3,10,8,8,9,4,4,3,11,12,2,5,13,10,7,7,8,5,5,2,14,8,8
chr10:94030683-94032252,7,0,0,2,6,3,0,4,6,5,8,3,5,8,0,2,11,2,11,0,11,5,0,0,0,3,3,4,3,10,4,0,1,1,2,1,1,2,6,3,5,2,3,4,1,2,8,2,9,0,8,4,0,1,1,3,2,2,2,8
chr22:32478981-32485209,0,2,2,3,6,4,0,3,2,3,2,4,2,6,0,2,3,0,0,3,0,2,0,0,3,0,2,3,0,3,0,2,2,1,1,4,0,2,1,2,2,3,2,5,0,2,2,0,1,3,1,2,0,0,3,0,1,2,1,1
chr4:139125164-139139497,6,3,2,0,8,0,0,4,8,0,7,3,3,3,6,4,0,0,3,3,5,0,2,0,3,5,0,15,4,6,5,3,1,1,2,2,0,2,6,0,7,2,2,3,4,4,1,0,3,1,3,0,2,0,2,4,0,10,3,5
chr12:46239679-46243314,8,3,6,10,21,7,6,2,17,12,6,6,7,9,2,8,5,7,7,7,11,13,8,7,5,10,0,15,4,4,5,2,4,7,15,4,4,1,16,10,6,5,7,5,2,7,4,5,6,6,6,11,8,7,4,9,1,10,3,3
chr2:207976651-207977586,11,3,4,4,5,7,2,2,9,2,3,0,2,3,5,7,8,4,6,2,5,7,0,5,6,6,8,9,5,6,10,2,1,4,5,6,1,2,8,2,1,1,2,1,4,4,4,3,3,1,4,3,0,2,5,4,5,6,5,4
chr7:39987599-40002031,8,2,14,6,5,4,6,11,5,13,14,19,14,15,2,13,26,8,16,7,4,12,2,3,12,10,9,17,3,13,7,1,7,5,5,2,5,8,3,12,1,13,8,11,2,11,21,6,1,1,1,9,2,2,8,7,8,2,1,1
chr12:32598497-32611283,14,5,8,9,10,2,0,7,4,2,7,5,4,3,2,9,4,10,8,2,3,10,7,5,6,6,2,25,8,11,11,3,4,7,9,2,1,5,3,1,7,5,2,3,2,7,3,9,7,1,2,7,5,5,4,2,2,19,7,4
chr11:86007542-86031611,7,5,7,11,10,9,3,4,8,6,3,9,4,8,0,5,6,3,5,3,0,10,11,5,7,5,2,7,11,8,2,2,1,9,3,6,3,1,4,5,0,8,2,6,0,1,4,0,4,1,1,3,5,3,4,2,0,3,5,2
chr3:47037666-47046621,0,2,0,3,5,2,2,5,7,7,0,3,0,4,3,3,2,0,2,2,2,5,4,0,2,0,2,7,2,0,1,1,1,3,3,2,2,4,7,5,0,2,1,3,3,3,2,0,1,2,2,5,3,0,1,0,2,3,1,0
chrX:10566888-10567603,0,0,2,3,0,3,3,2,7,0,2,2,0,8,3,4,3,0,2,3,0,0,2,2,0,3,0,0,0,0,0,0,1,3,1,2,3,2,4,1,1,2,0,7,2,4,3,1,2,2,1,0,2,2,1,2,1,0,1,0
chr7:27629371-27632445,5,0,2,5,4,0,3,3,3,3,0,0,2,4,2,0,3,0,4,3,5,3,0,0,4,4,2,0,4,0,3,0,1,2,3,0,3,2,3,1,0,1,1,2,0,0,3,0,3,2,1,3,1,1,2,4,2,1,2,1
chr7:149153945-149154340,6,3,0,2,4,0,0,0,2,2,0,5,5,2,0,0,5,0,4,4,2,3,0,2,4,4,0,6,3,0,4,3,1,2,3,0,0,1,2,2,0,4,3,1,0,0,5,1,3,3,0,2,1,2,3,3,1,5,3,0
chr2:172558708-172566933,2,0,4,2,2,2,2,0,2,3,3,0,0,5,3,3,0,2,3,0,3,3,12,0,2,0,4,8,9,4,2,1,3,1,1,2,1,0,1,3,3,0,0,3,2,3,0,2,2,0,2,3,1,1,2,0,4,6,9,3
chr2:230442937-230450255,6,3,3,2,10,9,0,2,4,0,10,5,0,5,4,5,3,6,4,5,6,4,6,3,2,11,5,10,11,8,5,2,3,1,7,7,1,1,3,1,10,5,0,4,3,5,2,6,1,2,5,3,6,3,2,8,3,6,7,1
chr4:102714438-102726683,6,3,3,2,3,9,2,0,8,3,6,2,6,9,2,3,2,0,3,2,2,3,2,0,5,0,4,6,4,6,5,1,2,1,1,7,2,1,6,3,6,2,2,9,1,3,2,0,3,1,1,2,2,0,3,0,4,5,4,5
chr20:35716740-35725155,5,3,4,5,7,6,0,5,4,11,8,13,4,4,0,0,7,0,7,7,2,3,7,0,7,0,7,10,8,0,4,2,3,4,6,8,1,3,3,10,7,9,3,2,0,2,4,1,3,6,1,3,5,1,4,2,3,5,3,2
chr1:8655973-8656441,3,0,2,0,2,3,0,3,2,2,2,3,3,5,2,0,5,6,4,0,0,3,0,3,3,2,4,4,0,3,1,0,0,1,4,4,3,2,3,4,2,5,3,3,1,0,5,5,4,0,1,1,0,1,4,3,3,2,0,3
chrX:19965044-19970298,4,0,2,0,3,3,0,2,0,2,0,5,3,4,0,0,3,3,0,2,3,0,4,0,3,0,3,2,3,0,3,0,1,0,2,2,0,1,0,1,2,5,3,2,0,1,2,2,0,1,2,1,3,0,3,0,3,2,2,0
chr5:14316513-14336727,4,0,2,9,6,13,4,0,6,2,6,3,0,2,4,6,4,0,2,3,5,4,2,4,2,0,6,4,5,2,3,0,2,1,4,1,4,0,4,1,6,3,1,2,3,5,2,1,2,3,5,2,1,4,2,0,6,3,3,1
chr1:22781421-22785076,4,0,0,2,3,0,5,16,4,14,3,3,4,14,0,0,9,0,6,4,0,2,2,0,4,2,5,3,4,8,4,0,0,0,0,1,1,8,3,7,1,1,2,9,1,0,6,0,4,3,0,1,1,1,3,2,4,2,4,7
chr2:24135119-24147086,7,0,7,3,4,8,0,5,5,0,4,2,0,2,6,3,0,2,6,2,4,0,0,4,4,4,3,12,5,7,4,0,4,3,4,7,1,1,3,0,1,1,0,1,4,3,1,2,2,1,4,0,1,3,3,2,0,9,3,6
chr9:83677727-83686155,4,0,0,4,8,2,0,0,0,0,4,0,2,5,2,4,5,2,0,2,4,5,3,0,4,4,2,0,6,4,4,1,1,3,7,3,0,1,0,0,3,0,0,5,2,4,5,2,0,2,2,5,3,0,3,4,2,0,5,3
chr1:1815756-1839238,5,4,0,3,7,0,5,3,4,2,3,0,5,4,3,9,2,4,6,7,5,2,0,3,4,5,0,2,5,8,3,2,0,1,4,1,5,1,3,2,2,0,0,2,2,3,2,3,5,3,3,0,0,0,2,1,0,1,2,5
chr10:5794885-5800705,9,6,7,3,18,10,5,5,13,13,8,12,7,15,6,9,12,7,9,10,6,6,7,0,9,14,7,30,12,6,8,6,6,3,11,5,5,3,11,11,7,11,4,14,4,5,9,5,7,7,5,3,6,1,6,11,6,24,10,4
chr2:108771701-108773046,7,4,7,3,15,4,9,5,8,3,5,6,4,3,4,0,7,6,7,3,3,4,3,3,4,8,4,21,5,11,5,3,5,2,13,4,5,3,8,0,4,5,4,3,4,0,5,4,6,2,3,2,2,3,3,5,4,15,3,11
chr1:224952670-225007544,8,4,14,9,3,2,7,7,6,0,2,4,13,2,0,0,6,4,5,2,4,0,0,0,9,3,0,4,2,37,6,3,10,8,2,2,6,6,5,0,0,2,9,1,1,0,4,4,3,1,3,1,1,1,8,2,1,4,1,27
chr11:13413530-13421838,5,4,2,2,10,8,0,0,11,5,0,5,5,8,5,9,4,4,3,5,5,2,6,0,6,3,2,6,9,2,5,3,1,2,7,6,1,1,5,4,0,5,4,5,5,6,2,3,3,2,5,2,3,1,5,3,2,4,8,1
chr21:37420299-37472880,5,4,3,5,10,11,5,2,6,5,10,0,5,7,5,0,6,5,10,8,5,7,2,0,3,4,0,8,2,5,4,2,3,3,6,9,5,2,5,4,7,1,2,5,5,1,5,4,8,7,3,5,0,1,2,3,1,5,2,1
chr6:138943513-138944622,11,15,20,2,17,23,3,8,18,11,18,7,15,13,12,8,13,16,17,15,3,20,17,7,7,11,7,18,7,19,8,10,14,2,13,19,2,7,12,7,8,6,12,7,11,3,9,10,14,9,2,14,12,5,6,8,5,10,5,14
chr2:30525587-30533314,4,2,0,7,4,2,5,3,3,4,8,0,2,4,6,3,3,0,3,4,0,4,0,0,5,0,3,13,3,6,4,2,0,6,3,2,5,2,1,3,7,1,2,4,6,2,1,0,2,2,1,4,1,0,5,1,2,1,3,6
chr21:15762891-15766141,7,3,3,3,7,5,3,2,9,2,6,4,6,3,6,4,10,4,6,5,2,4,2,2,6,6,5,8,12,10,4,3,1,0,4,4,3,2,7,2,6,3,3,2,6,2,7,3,6,4,1,4,1,2,6,5,5,5,6,6
chr2:189791790-189818180,8,4,4,12,10,3,3,8,7,7,9,5,7,22,8,0,6,0,3,8,5,9,4,5,5,10,6,12,5,6,6,4,3,12,1,2,3,5,6,5,6,4,6,16,6,2,6,1,2,6,3,7,4,5,3,9,5,11,3,5
chr6:18236452-18258405,3,0,2,2,5,9,0,3,3,2,4,7,5,9,3,0,15,5,2,5,2,7,3,0,6,10,10,0,3,4,3,2,1,2,2,5,0,1,2,2,4,4,3,7,2,2,8,2,1,4,2,5,3,1,4,6,8,15,3,3
chr7:73686636-73687095,0,0,7,3,4,3,0,4,5,3,8,8,3,2,2,2,4,5,4,0,0,5,3,2,9,6,5,7,3,2,1,0,5,3,2,3,0,2,3,2,4,3,1,2,2,2,4,2,4,1,0,3,2,2,5,5,5,4,1,1
chr3:50065031-50066502,4,3,3,4,8,4,3,2,2,4,7,7,3,6,0,3,11,4,7,3,2,0,9,0,5,4,4,12,7,5,4,3,3,2,6,2,3,2,2,4,7,6,2,4,0,3,10,4,4,3,2,0,7,1,3,2,2,8,6,5
chr2:161179614-161204793,2,0,3,4,9,3,0,0,2,3,3,0,0,0,2,0,2,2,0,0,2,2,4,2,0,5,2,7,2,8,1,1,1,3,4,2,1,1,2,2,2,0,0,1,1,0,2,1,0,1,2,2,3,2,0,3,1,6,2,5
chr18:9583117-9595153,4,0,4,10,3,7,5,3,8,5,0,5,6,6,0,0,2,3,4,3,0,3,4,4,5,4,0,6,7,10,2,1,3,8,3,5,4,2,7,5,1,5,5,5,1,1,1,3,3,1,1,2,3,4,3,1,0,4,7,8
chr11:32927157-32935435,13,10,4,35,13,23,5,22,25,16,14,18,9,23,9,7,14,10,12,5,8,10,9,19,8,13,11,19,9,13,10,10,2,24,1,15,2,18,20,13,1,11,8,19,9,6,12,6,8,3,8,9,4,16,6,10,5,1,8,13
chr15:41668828-41669958,21,28,8,39,22,22,5,17,33,23,8,7,31,21,11,15,35,11,25,18,15,21,9,12,12,15,5,19,13,13,17,24,7,30,18,20,5,15,1,19,6,7,23,18,8,1,30,8,21,14,14,2,7,9,10,2,4,1,13,13
chr15:58912563-58916999,12,7,9,7,12,5,0,5,7,5,10,4,10,15,9,4,14,11,11,9,11,10,7,2,13,13,10,17,8,3,6,3,1,2,7,3,0,2,1,1,2,1,2,6,1,0,5,3,5,1,3,2,4,1,5,3,3,10,3,2
chr1:155853276-155853806,6,9,10,13,5,4,5,3,4,4,7,16,9,8,7,3,7,5,8,10,7,9,8,7,6,6,7,7,4,8,5,8,8,8,3,3,2,2,3,2,6,8,7,3,2,3,6,4,2,4,6,8,4,7,5,4,3,3,2,7
chr11:36227085-36227430,6,0,4,3,5,11,4,2,9,2,3,10,3,6,5,2,14,4,10,2,2,2,2,0,7,9,0,0,7,7,4,1,4,2,3,7,3,1,5,1,2,5,2,4,2,2,11,2,4,2,2,2,1,0,5,3,1,1,6,5
chr13:32732101-32735330,2,2,8,4,0,7,3,3,0,6,6,2,0,2,2,3,8,3,2,3,0,0,0,2,5,0,0,0,0,0,0,2,6,4,1,7,3,2,1,6,4,2,0,2,2,2,7,3,2,3,1,1,1,2,4,0,1,0,0,1
